panel_id,target_id,model_id,training_cutoff,confirmation_publication_date,exposure_category,exposure_reason
human-domainome-v1,Q00987_PF00641_299,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q01543_PF02198_116,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q01826_PF02376_371,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q01826_PF02376_494,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q01826_PF16557_178,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q01851_PF00157_266,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q01860_PF00157_134,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q03052_PF00157_247,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q03181_PF00105_71,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q05066_PF00505_61,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q05195_PF00010_58,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q05655_PF00130_228,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q06187_PF00018_215,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q06546_PF02198_172,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q06787_PF00013_217,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q06945_PF00505_60,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q08881_PF00018_172,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q12824_PF04855_181,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q12830_PF00628_2862,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q12837_PF00157_256,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q12873_PF00628_374,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q12899_PF00643_97,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q12929_PF00018_533,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q12929_PF18016_720,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q12965_PF00018_1051,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13009_PF00595_843,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13148_PF18694_5,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13163_PF00564_15,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13263_PF00628_620,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13368_PF00595_132,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13424_PF00595_79,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13472_PF06839_812,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13472_PF06839_896,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13501_PF00569_120,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13501_PF16577_389,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13526_PF00397_1,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13642_PF00412_160,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13642_PF00412_99,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q13813_PF13499_2327,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14151_PF02037_27,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14160_PF00595_857,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14192_PF00412_38,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14202_PF06467_350,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14202_PF06467_405,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14839_PF00385_623,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14839_PF00628_365,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14839_PF00628_444,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14863_PF00157_139,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14995_PF00105_103,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14CM0_PF00595_75,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q14CS0_PF00789_256,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15319_PF00157_185,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15365_PF00013_278,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15424_PF02037_26,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15475_PF00046_131,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15554_PF00249_489,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15699_PF00046_134,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15811_PF00018_1003,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15811_PF00018_1156,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15811_PF00018_909,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15811_PF07653_1003,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15911_PF00046_2244,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15911_PF00046_2643,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q15942_PF00412_504,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q1KMD3_PF02037_1,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q2Q1W2_PF00643_274,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q5F1R6_PF12171_315,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q5HYK7_PF00018_664,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q5SQQ9_PF00046_102,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q5TCQ9_PF00397_287,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q5U5Q3_PF00013_325,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q5VTD9_PF00096_221,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q5VVJ2_PF00249_120,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q5VWI1_PF01846_448,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q68DC2_PF00536_774,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6NWY9_PF01846_274,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6P0N0_PF00249_878,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6XZF7_PF00018_146,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6XZF7_PF00018_1516,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6XZF7_PF00018_242,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6XZF7_PF14604_147,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6ZN01_PF02037_170,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6ZSG1_PF13639_293,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6ZVD7_PF10264_112,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q6ZWJ1_PF00397_493,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q7L590_PF09329_383,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q7Z4I7_PF00412_13,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q7Z5Q1_PF16366_513,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q7Z6B7_PF00018_744,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q7Z6G8_PF00536_812,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q7Z6W7_PF00226_3,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q7Z6Z7_PF00627_1316,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86UL8_PF00397_296,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86UL8_PF00595_1144,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86UL8_PF00595_601,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86UL8_PF00595_774,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86UP3_PF00046_2183,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86UP3_PF00046_2562,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86VP1_PF18112_729,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86WN1_PF14604_467,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86XN8_PF00013_273,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q86YT6_PF18346_247,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8IV48_PF02037_65,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8IWR0_PF00642_906,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8IWT3_PF01485_2234,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8IX12_PF02037_625,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8IYH5_PF00249_653,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8IZQ8_PF02037_363,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8N157_PF00018_1053,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8N3X1_PF00397_200,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8N3X1_PF00397_593,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8N5C8_PF02845_12,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8N8B7_PF08711_30,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8NB78_PF07496_139,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8ND56_PF12701_7,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8NEA6_PF00096_414,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8NEA6_PF00096_473,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8NFW5_PF00046_73,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8NHM5_PF16866_656,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8TAT5_PF00641_316,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8TDD2_PF00096_325,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8TDI0_PF00628_411,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8TEW0_PF00595_457,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8WU90_PF18044_104,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8WWH4_PF07647_273,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q8WXI2_PF00536_9,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q92734_PF00564_6,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q92796_PF00595_222,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q92796_PF00595_383,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q92945_PF00013_142,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q92997_PF00778_2,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q969G3_PF00505_67,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96AE4_PF00013_184,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96AE4_PF00013_98,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96CB8_PF00628_155,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96DX7_PF00643_174,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96FX2_PF05207_6,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96GE6_PF13499_123,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96GE6_PF13499_48,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96GM8_PF00642_298,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96I24_PF00013_75,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96J02_PF00397_428,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96J02_PF00397_474,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96JN0_PF05225_353,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96JY6_PF00412_284,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96K80_PF00642_138,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96KC8_PF00249_494,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96PU5_PF00397_184,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96PU5_PF00397_381,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96PU5_PF00397_539,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96QS3_PF00046_330,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96QZ7_PF00397_294,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96QZ7_PF00397_352,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96RT1_PF00595_1321,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q96T51_PF01363_639,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q99501_PF02187_209,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q99543_PF00249_451,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q99615_PF00226_382,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q99684_PF00096_256,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q99684_PF00096_313,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9BRP0_PF00096_215,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9BTC8_PF00249_265,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9BUJ2_PF02037_1,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9BV68_PF14369_11,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9BY11_PF14604_387,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9BYM8_PF01485_369,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9BZM3_PF00046_204,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9C030_PF00643_93,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9C0A1_PF00046_1859,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9GZV5_PF00397_116,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H000_PF00642_37,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H0A6_PF00612_189,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H0M0_PF00397_343,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H161_PF00046_216,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H2P0_PF00046_770,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H347_PF00627_613,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H3D4_PF07647_545,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H3Z4_PF00226_16,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H4A3_PF12202_481,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H6I2_PF00505_69,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H7E2_PF00567_554,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H9D4_PF00096_383,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9H9L4_PF13891_28,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9HA38_PF12171_246,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9HAU4_PF00397_150,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9HAZ2_PF00096_282,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9HC78_PF00096_635,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9HC78_PF00096_663,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9HC78_PF00096_716,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NP66_PF00505_104,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NPB3_PF13499_155,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NPC8_PF00046_131,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NQ86_PF00643_208,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NQV8_PF00096_668,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NQX1_PF00096_433,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NSC2_PF00096_1030,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NW38_PF11793_305,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NWH9_PF02037_19,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NYL2_PF00536_330,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9NZM3_PF14604_1129,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9P0J7_PF05605_76,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9P2F5_PF10264_64,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9P2K3_PF00249_87,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9P2P5_PF00397_800,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9UBF6_PF12678_48,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9UBS4_PF00226_25,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9UBX0_PF00046_110,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9UDY2_PF00595_26,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9UDY2_PF00595_509,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9UHC7_PF00642_89,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
human-domainome-v1,Q9UHD4_PF02017_36,esm1v_ensemble,2020-03,2024-12-10,clean,confirmation assay was published after the documented training cutoff
