structure_id,source,panel_id,target_id,uniprot_id,structure_sha256,structure_family_id
d00156,development,proteingym-v1.3-development,,TPOR_HUMAN,9a966dfd873e245fd5ad6db94c2b16f36f3100deb933ef019832bae8abb98ef1,foldseek-family-8a35554d9c21
d00157,development,proteingym-v1.3-development,,TRPC_SACS2,0cf8f0668345cec4a0fce823bc586e5a8c9071628d6e6887c4f7854c827be1ae,foldseek-family-496ed02f46e5
d00158,development,proteingym-v1.3-development,,TRPC_THEMA,983ee256e21d458648b64c72aa4b4f06980ee69e8e41755c242b8cd7d2452cfa,foldseek-family-496ed02f46e5
d00159,development,proteingym-v1.3-development,,UBC9_HUMAN,0ec03dc0f3686fe3dbbdd04d67e55071af63f246236311532cc92fed4e7adbce,foldseek-family-5c4b9bfb2b38
d00160,development,proteingym-v1.3-development,,UBE4B_HUMAN,8fd6a316ee05505972d71d293082071eddc2e9ad76947bf9937784c354bf9a24,foldseek-family-fa89bd0319e7
d00161,development,proteingym-v1.3-development,,UBE4B_MOUSE,c6b703ee6d197ee1e86201fe1a0d20e47901c2b9a74b8111547fdccbefba7cf1,foldseek-family-80b1e0f4abbd
d00162,development,proteingym-v1.3-development,,UBR5_HUMAN,9eb7d29f5e9eae15e96e454c2c01f77fcc7d9297bcebd7ae3341606e7f8696af,foldseek-family-e144eb5c58e1
d00163,development,proteingym-v1.3-development,,VG08_BPP22,b43ee11a063e975076ac4a1e17590bfa49ff67f07b033a12288046ebefb77599,foldseek-family-f5f9d4c2a0f5
d00164,development,proteingym-v1.3-development,,VILI_CHICK,d73c306908fc29cf46cc5d904ab852c9df57420df73dfc81bc91fb8efb49876d,foldseek-family-073ccaa77e57
d00165,development,proteingym-v1.3-development,,VKOR1_HUMAN,5901bee540ec556f9f3c8595cd93ffa0c782b4641a8af8f80f4fb4caa630c878,foldseek-family-d30063d373e7
d00166,development,proteingym-v1.3-development,,VRPI_BPT7,d8577c7113f158513ac56fc7eccbc1538929187142e949c11275474e71ec6e83,foldseek-family-0d130e6095ae
d00167,development,proteingym-v1.3-development,,YAIA_ECOLI,6a8c12d3a93f595d7c6720234fe5d86f7e70abe96cdad01f2487987155585880,foldseek-family-d123bd7afb03
d00168,development,proteingym-v1.3-development,,YNZC_BACSU,5e5619209e96f1c452d2980d74fc787a0408982a8c21c3281da856aa670e6fd5,foldseek-family-7b942b584230
c00000,confirmation,human-domainome-v1,A1X283_PF00018_155,,fb347f09a123ef9fb57c1a0cd92407e7526160141c7dcfed8517ef51ede6c091,foldseek-family-8842538ce269
c00001,confirmation,human-domainome-v1,A1X283_PF00018_222,,af7b24edba4f3c82582b41349ebf0b0e248a1fe80c21047264b9893649ce9a18,foldseek-family-8842538ce269
c00002,confirmation,human-domainome-v1,O00308_PF00397_440,,6fd8e11829e1ea313d7ea0220f574a07e10bd3f8bab21d1de5ea820c7096ceb1,foldseek-family-7f65936f9f83
c00003,confirmation,human-domainome-v1,O00330_PF02817_181,,2943215f1f695b8f5c90616f7a0328b45da21803af3a5e2f29fdc1f8712d9613,foldseek-family-8f2f4bcd5b50
c00004,confirmation,human-domainome-v1,O14529_PF02376_1036,,403f6da02d81f196ddff7cce6b82e5a91ad6fe1c4d3730e44596fee10f003ceb,foldseek-family-05163d54f556
c00005,confirmation,human-domainome-v1,O14529_PF02376_895,,465ac6767037eac465233e641b09be8afcb6f659628b0f47f47d55361a78b456,foldseek-family-05163d54f556
c00006,confirmation,human-domainome-v1,O14640_PF00778_4,,d960b980daeacee2ce113a3c9555ae6650ef607a78e8dcbdef3099920640a7f5,foldseek-family-134047f4bde2
c00007,confirmation,human-domainome-v1,O14776_PF01846_645,,fea8d1162b134618a535d92a56d3e06a4b692a6a6d00407f4ea74f52a6a8fcfd,foldseek-family-6c7cc5cc429c
c00008,confirmation,human-domainome-v1,O14776_PF01846_727,,4319ffd7498c69f214b7fdde2098f425410269ccc3ea17d8a35381e157fda3f8,foldseek-family-6c7cc5cc429c
c00009,confirmation,human-domainome-v1,O14776_PF01846_793,,10b9dfe3ac8e7cd6028682ec164d37064627a3d6499be4545ef954946b142454,foldseek-family-6c7cc5cc429c
c00010,confirmation,human-domainome-v1,O14776_PF01846_897,,154ac0b067e60e970fa6d33592be5f306dd7f15a5f10b72f6f15e99ee14dfecb,foldseek-family-6c7cc5cc429c
c00011,confirmation,human-domainome-v1,O14776_PF01846_955,,b6ee82f0339cb7cb2f48cec34c75b83517393634e3cc2bf598448f71bf47aa54,foldseek-family-6c7cc5cc429c
c00012,confirmation,human-domainome-v1,O14813_PF00046_92,,f39e7642ef8d48cc09d4f8295cec2e01aacf2b9bc28d0121a82c2dd2a80b9cce,foldseek-family-8fdcdcc01614
c00013,confirmation,human-domainome-v1,O14901_PF00096_395,,5bb6b8dccd23d8d162b26283815710a1ddcd56989c81e774aab29230a3315fb7,foldseek-family-4a10d7d27713
c00014,confirmation,human-domainome-v1,O14936_PF00595_488,,e58c5ca7eb3a9952329a38f3573847da2eaf771cf73a46ac361b835d3aa3cf36,foldseek-family-2d3185287d98
c00015,confirmation,human-domainome-v1,O15151_PF00641_299,,dc21e2a67c729e2d66ad8c9040bb1c9d0495426cc39cf1797e5fcb57d2126e8a,foldseek-family-c0c5fe279857
c00016,confirmation,human-domainome-v1,O15265_PF08313_334,,3dc26cec1f1fc6f051b856dbfe0bb7b9e9fde5b5b7ff832c52c4228227f8444a,foldseek-family-9ac9ee63b91c
c00017,confirmation,human-domainome-v1,O15266_PF00046_119,,88f89dc6fee8cfd3a420355cbd9893e60632ae68960b087a28aae7371f326205,foldseek-family-8fdcdcc01614
c00018,confirmation,human-domainome-v1,O15405_PF00505_256,,be91ccd13f570ce6d8118a2f64e2f334f0d9f95e81f692d2f40802fcbc8a00b2,foldseek-family-a7e0e568ea58
c00019,confirmation,human-domainome-v1,O15541_PF00642_198,,2f40637c8ff9a2bb5f9957b29f762482ddfa042903b981a294b8f5706e1c2d49,foldseek-family-9cc45a3ec4a0
c00020,confirmation,human-domainome-v1,O43167_PF00096_351,,dc3e68ce897dbe0326d6eaceaa2bdb67f4a67843c9e2581c64bf002a4542b765,foldseek-family-4a10d7d27713
c00021,confirmation,human-domainome-v1,O43167_PF00096_435,,639b36b242b2f8a3007643a97a25ac9725f2e2df18d5cef8eb0d3faf5bffabfb,foldseek-family-4a10d7d27713
c00022,confirmation,human-domainome-v1,O43186_PF00046_41,,39b20114416c6eaadb0d60e4ad822b5b3452adeaa0d9bb0353668e8ac241ad27,foldseek-family-8fdcdcc01614
c00023,confirmation,human-domainome-v1,O43295_PF00018_745,,b6b2b8be38db42f7f0a2675c6dbec73a5284b7722a63409afff5cce76c8b6351,foldseek-family-8842538ce269
c00024,confirmation,human-domainome-v1,O43353_PF00619_438,,bfe51a62335e5a789bd92949b07509b3b9c38140b86343178f04d034b060bb6a,foldseek-family-f7c985c4645a
c00025,confirmation,human-domainome-v1,O43395_PF01480_10,,72129c41f5e8a42e351f79ee830aff11b6cf7f1fb669d7183654f0eeac19548f,foldseek-family-aee5819796fb
c00026,confirmation,human-domainome-v1,O43586_PF00018_361,,cf033207823c33460cac3dcbbc9483165a8b6eb3f88abaed1e97c51c41f4a338,foldseek-family-8842538ce269
c00027,confirmation,human-domainome-v1,O60341_PF04433_186,,d51a09597c7233443df33f448669c9d283c7137dd655d951847ed0d45b2bbf4b,foldseek-family-b0d21f582eff
c00028,confirmation,human-domainome-v1,O60481_PF00096_389,,4b7f53ec29655672265b4c9ea53bb288483848cb5de4f90feae37167e96dd6ea,foldseek-family-4a10d7d27713
c00029,confirmation,human-domainome-v1,O60885_PF17035_607,,b746da8a14d7eeb0457f750cb5bf0780710dd1be124ad9ae2d77397f39ca0f79,foldseek-family-f6b1f402d57f
c00030,confirmation,human-domainome-v1,O75112_PF00595_1,,86e1fdacaf66308fe87df0357b02f43ef5503ca3f7e11b7611cf6179d4e816aa,foldseek-family-2d3185287d98
c00031,confirmation,human-domainome-v1,O75360_PF00046_71,,e9b3dec75082ff07122f920749cd97a320433c8fc65648d90c61525987e661d0,foldseek-family-8fdcdcc01614
c00032,confirmation,human-domainome-v1,O75366_PF02209_785,,8b8ccad7627ab392d3baa1e4b984d1aab6fccd5bb13fc63225a378ae30da34ed,foldseek-family-a76cc157cc10
c00033,confirmation,human-domainome-v1,O75369_PF00630_1423,,27a2f2e73a1d75a5a22574290d7d993982dacf82c6dbd743b764a466313a8682,foldseek-family-e36266d8f946
c00034,confirmation,human-domainome-v1,O75369_PF00630_2109,,8323c9dd965aaba64854d4d3bdb09d25c733ba0185f02fda52c37cb074a6f285,foldseek-family-c96e61a2f576
c00035,confirmation,human-domainome-v1,O75382_PF00643_111,,7dd27b5f029a8963f5968a0c185cffcfac3f44fc6e116f71351b116ff05b61a4,foldseek-family-ac5efd723589
c00036,confirmation,human-domainome-v1,O75400_PF00397_176,,312817e4117f7fad06e0ca42bf92ba03fccd96f76adde84b6e9095710386c549,foldseek-family-c755ac285d79
c00037,confirmation,human-domainome-v1,O75400_PF01846_395,,d6860edf03ee8eea0220a8d10153b34583b510afc68563a08b1cd4b87d5202b8,foldseek-family-6c7cc5cc429c
c00038,confirmation,human-domainome-v1,O75400_PF01846_459,,d27d27baf85be073447ab2302ebb3505d74377db52b8b390934b1827cf2ac66f,foldseek-family-6c7cc5cc429c
c00039,confirmation,human-domainome-v1,O75400_PF01846_670,,d8f899359bdf2cc41c5dcd61c6311ec298eea7537faadcbb91c9ec48252f7b6f,foldseek-family-0b7a3395b2b6
c00040,confirmation,human-domainome-v1,O75400_PF01846_745,,3a4cea31db2f2ebdf7ea75b049f9093e32e1c7ffc6a3354f2246e0a08336e788,foldseek-family-6c7cc5cc429c
c00041,confirmation,human-domainome-v1,O75478_PF04433_375,,85d36a26e13a34d10e1b002c7c8e2e57d08ca95ce92d82357155cbe6089baa2b,foldseek-family-92795dada19d
c00042,confirmation,human-domainome-v1,O75534_PF00313_184,,1193ef71fafc576c15fda7672b56cbe7fe19d1ec1731b4142eb714f35963ccc8,foldseek-family-a3439dbc18b9
c00043,confirmation,human-domainome-v1,O75534_PF00313_23,,9acc2baa43ba816a4862f0915bbbefc200f4a4a455841a11e574ad3238370e4e,foldseek-family-a3439dbc18b9
c00044,confirmation,human-domainome-v1,O75534_PF00313_347,,c04d1bef949aa4806e3f020ad3648456b4687a6c317632b8ae3b8a18b755b4c0,foldseek-family-a3439dbc18b9
c00045,confirmation,human-domainome-v1,O75554_PF06220_8,,f5c10837421e582ba7e3d3b55e510f8df98c54ddfd65057713222d03c0ccf3b8,foldseek-family-dceb007ba288
c00046,confirmation,human-domainome-v1,O75970_PF00595_1003,,670b6e713bf3c9dda51b115bc6de6545d95c8e2daade13cb7c98f59be2ba7c37,foldseek-family-2d3185287d98
c00047,confirmation,human-domainome-v1,O75970_PF00595_1860,,2a94adf5802e0393b4d69a9c4d88984f61840e40723dab7f1953247ed624fc02,foldseek-family-2d3185287d98
c00048,confirmation,human-domainome-v1,O75970_PF00595_372,,a3bd1883f507f1429f70507b9c83e373ceefe6da51f16aec3c7c1c5f3a709360,foldseek-family-2d3185287d98
c00049,confirmation,human-domainome-v1,O75970_PF00595_693,,5d6278f55395875d718ca502b3ce9f36e61568cd229465ea47a80cfc8bfecaff,foldseek-family-2d3185287d98
c00050,confirmation,human-domainome-v1,O94830_PF00536_389,,305d84be3c05f9f3aa475f097fc239333fcae85dc1615fdfda7b256c238a6cb6,foldseek-family-4c49d3340b9a
c00051,confirmation,human-domainome-v1,O94885_PF00536_630,,a315b3a6cd4f7f89d226fba404801bd0b6e186164bb009994ae4f3898b473f62,foldseek-family-4c49d3340b9a
c00052,confirmation,human-domainome-v1,O94929_PF00412_149,,8b45dee3e001ce4d1ce3d4a97954e6a97da7f82a0c94a29e807a64c406a0e8d7,foldseek-family-fc04d2f8ea8a
c00053,confirmation,human-domainome-v1,O94929_PF00412_210,,3f58dfa09bcc38c192ba3389dc3e5f988e9a7f0b56bef33f5732d8bc0b3a1ee8,foldseek-family-fc04d2f8ea8a
c00054,confirmation,human-domainome-v1,O94993_PF00505_338,,bf7bd64b8ca4fd0ceac7fc5d12c4faae29b3f07d60884d2baba6ebf936e464d7,foldseek-family-a7e0e568ea58
c00055,confirmation,human-domainome-v1,O95076_PF00046_155,,be24308274bd4dc29e636b5f8a8a5532f32cb7d27ee7867a0e8175811095bb6b,foldseek-family-8fdcdcc01614
c00056,confirmation,human-domainome-v1,O95155_PF04564_1229,,07e0c927256e28614da6fc9dbdec76cfcd3656a309e10c58b9b305d127fe2d82,foldseek-family-fa89bd0319e7
c00057,confirmation,human-domainome-v1,O95218_PF00641_11,,2f1b9af49bc2da35a8bdbd882c97a0c4d5aee3a65e9a313a19c16952f09b729d,foldseek-family-7b5949dffa50
c00058,confirmation,human-domainome-v1,O95218_PF00641_9,,eeedf6d9eef1d847788f0057a70c13b15a0f81a72aab2280047c09d5173671a2,foldseek-family-7b5949dffa50
c00059,confirmation,human-domainome-v1,O95267_PF00130_539,,6cc6922f2a80349026bf983de147ceb279ee269422dcfdaf443feee76024d44e,foldseek-family-659fe476592c
c00060,confirmation,human-domainome-v1,O95343_PF00046_212,,d6f24180dcd1ccb883c29590cbe2325b65f87a21de23257f5e7e72ab579cac1f,foldseek-family-8fdcdcc01614
c00061,confirmation,human-domainome-v1,O95475_PF00046_134,,8e00c6ec542ca3ef726f1ccda6b410658dd2b694ef091c2cc7d75bb51f4f5fe3,foldseek-family-8fdcdcc01614
c00062,confirmation,human-domainome-v1,O95718_PF00105_100,,25deabb082b772b2c5215e0bb390e270e61eb7360e7b90df74b6ef52807af1ed,foldseek-family-b6f033cc1c5b
c00063,confirmation,human-domainome-v1,O95789_PF06467_427,,205cb0578d541bc379082403738e2c301df170083145902bd59843d4d3913c02,foldseek-family-aed4658f5dde
c00064,confirmation,human-domainome-v1,O95793_PF00035_183,,18250836b1afeb62671bdbcd1157f90e5434be6c6576f43b2f7078410b7f9b78,foldseek-family-e9ecc65ecf3b
c00065,confirmation,human-domainome-v1,O95817_PF00397_11,,57b21c62c34efded26f43f0659f47d5219d95fc0c74d0e108e45d77c099fed7b,foldseek-family-48d9af238b10
c00066,confirmation,human-domainome-v1,O95835_PF00627_98,,a4cd8a83bedcadd56e0c758114519543f2433020069f89c41d612dd6167860b0,foldseek-family-b17f3da2e271
c00067,confirmation,human-domainome-v1,P00519_PF00018_64,,e6ef6a166e2239909e1def24ac3e332b5efeeeadf209d53592c0a44adc4f5717,foldseek-family-8842538ce269
c00068,confirmation,human-domainome-v1,P02549_PF00018_979,,5aa29fa199d200106548fa3b190e0cb2f6f9c7dd93670ab58dd5acd2ddf2ec02,foldseek-family-8842538ce269
c00069,confirmation,human-domainome-v1,P02585_PF13499_1,,c2d4437a5114fc7be003ea81db3e7cb89589856b13e0347233f66e8443fdd173,foldseek-family-c7a672322d4c
c00070,confirmation,human-domainome-v1,P04049_PF02196_58,,db3b53fc2934b1b28bb47a180f5ab331357001408c530a90da7f72b1d13e5c0a,foldseek-family-473f603e3d91
c00071,confirmation,human-domainome-v1,P04150_PF00105_419,,a931a9ac9a3279d59f3dc1cbd7bb95ba78fbb7fc0cc5c3e8fdaa6ccac08194b5,foldseek-family-b6f033cc1c5b
c00072,confirmation,human-domainome-v1,P05813_PF00030_31,,5d9dd3fb37ae118b0bfb87c98933654592972278fb30f38fd593e37d607a19c7,foldseek-family-a6a5f535b121
c00073,confirmation,human-domainome-v1,P06239_PF00018_63,,d3c8b07165c747c5124e9ae50aa11b0249c4d4cccc725aa0acc0436730e022b9,foldseek-family-8842538ce269
c00074,confirmation,human-domainome-v1,P06241_PF00018_83,,cfc843b33e601f89364855a57f2442f6c8e4ee6e47c3333a9c4ef7f22dcd1bb4,foldseek-family-8842538ce269
c00075,confirmation,human-domainome-v1,P07315_PF00030_4,,06919414e512938c489381bc630a6b861f0867910d280b3b971aaf6e97d939bc,foldseek-family-a6a5f535b121
c00076,confirmation,human-domainome-v1,P07315_PF00030_91,,b2066f7d8fc53357c9b9babf4286ce1d44e72ce122faec5d2e551e342033ec3a,foldseek-family-a6a5f535b121
c00077,confirmation,human-domainome-v1,P07316_PF00030_1,,eabda85b6d4994cbd1397834d36282992f8283f466e3b09e89575e90fb4569f7,foldseek-family-a6a5f535b121
c00078,confirmation,human-domainome-v1,P07814_PF00458_827,,2fc29087f70dba3485e2d967fe3e923ae3ed78cd026b6751746143c3a36ac6b8,foldseek-family-0feafb0c9795
c00079,confirmation,human-domainome-v1,P08151_PF00096_363,,45a995741674247d5b4a0dfdb61201bcc69ae1f28b16a514d14fe91c6d88f043,foldseek-family-4a10d7d27713
c00080,confirmation,human-domainome-v1,P08235_PF00105_600,,9cf44926c9e792729dd19785c61a1d91f6f9f2d7623dc2a29ceeba321eb02024,foldseek-family-b6f033cc1c5b
c00081,confirmation,human-domainome-v1,P08631_PF00018_80,,c939daf8e0d1820fd0110e46544d506697191f214d6de9ab3e1eb66bede46570,foldseek-family-8842538ce269
c00082,confirmation,human-domainome-v1,P09086_PF00157_200,,5756ad7a6f8506753d883153ecc0f6b835a20172fa83cded7c9b5e74e5328438,foldseek-family-668cb0514ee7
c00083,confirmation,human-domainome-v1,P09327_PF02209_793,,db7efd1e1234bb96d35b3a19bf81c96f849d8e5cae3f768d6ed81e06d31bd7df,foldseek-family-a76cc157cc10
c00084,confirmation,human-domainome-v1,P0CI26_PF00643_87,,35ecc89629b12a2937fda69d8ae63e6a0f91daccf86dd148797d51e98e9a8ec3,foldseek-family-ac5efd723589
c00085,confirmation,human-domainome-v1,P10070_PF00096_565,,725c90fa8a20539170dd8003c6a95091f5315a78fa8ba97f7d5bb6bb6a1478f7,foldseek-family-4a10d7d27713
c00086,confirmation,human-domainome-v1,P10071_PF00096_608,,2326beccb26a6f8cdcaa66fb68b184ce6d28491e380d00b04280cdb927cf8911,foldseek-family-4a10d7d27713
c00087,confirmation,human-domainome-v1,P10242_PF00249_143,,f240dd5d58ad64003d0a9fa19183cd6b93ec9a18646560bf2ca9f4b2d71b2f24,foldseek-family-7856a192fa5a
c00088,confirmation,human-domainome-v1,P10242_PF00249_40,,40bad400384afb89d76669a43ee22ff910d934529990673e4a552a1e7ea32337,foldseek-family-b9d7186d8578
c00089,confirmation,human-domainome-v1,P10275_PF00105_557,,41c081eb8bd94a81d61fdc730f3817d8b010b64e1353375984704275bb424654,foldseek-family-b6f033cc1c5b
c00090,confirmation,human-domainome-v1,P10398_PF02196_21,,852b43c60ff4f3662f11bec2e7ef9bd52180912358b6a2dd08fd63f71fab4b6a,foldseek-family-473f603e3d91
c00091,confirmation,human-domainome-v1,P10589_PF00105_83,,88dfccfd66287f84d61eecfcf4b49be1e68ea05633f10be6b25d45637d871f8e,foldseek-family-b6f033cc1c5b
c00092,confirmation,human-domainome-v1,P10826_PF00105_85,,d79aac258c4788643daa3e6a0dbf09b25d96842389b7b360b71e10a78e528707,foldseek-family-b6f033cc1c5b
c00093,confirmation,human-domainome-v1,P11182_PF02817_171,,d461985377ae08ffd8fe474485152ec1b8bf74f9f68bbc2e77ff9d857d6bd73b,foldseek-family-3899668f7e4d
c00094,confirmation,human-domainome-v1,P11308_PF02198_117,,80e1236182b8f2458591762956da1397ceeb9dd730eb534e9f5b0c66aa93e689,foldseek-family-c20c80a98266
c00095,confirmation,human-domainome-v1,P11844_PF00030_85,,947b85f922eaa37c874c04a8d772cd773a1d0ba016673a690b5a417826e2d5aa,foldseek-family-a6a5f535b121
c00096,confirmation,human-domainome-v1,P12931_PF00018_87,,c282bc234e1fb6bf2a0564d3bb25d753d4577ac9643cd1a971fec6745c8110f7,foldseek-family-8842538ce269
c00097,confirmation,human-domainome-v1,P12956_PF02037_558,,269920a6bc6be6268bf39620e42c3edc8119943e0820b1828d0d4e1dcbfa86e1,foldseek-family-fbc917bdf874
c00098,confirmation,human-domainome-v1,P13796_PF13499_13,,6e5fc41dd341764ee152f0d50ed5bda7d94b75a673f49bbcbd9b882942daac03,foldseek-family-23ef80bfabae
c00099,confirmation,human-domainome-v1,P13984_PF02270_177,,fabddf8efcf14d8edabd4a457a0fbf8571db2f801854bbc0e8b4624510a38c22,foldseek-family-9a458b240458
c00100,confirmation,human-domainome-v1,P14598_PF00018_157,,2775c620feb2df449f01fbdfaf5af3d99a785f8092d3b45148c200d55acf4b6a,foldseek-family-8842538ce269
c00101,confirmation,human-domainome-v1,P14653_PF00046_208,,f05a703f01e9f591eac3682ea457dc898b29ce04f7021bb4c4c7e653b52ae972,foldseek-family-8fdcdcc01614
c00102,confirmation,human-domainome-v1,P14859_PF00157_285,,fe8cd3e6bd49acf66eb7ae0b3df4850f9f35b3076097b22cecea0d88f326c523,foldseek-family-668cb0514ee7
c00103,confirmation,human-domainome-v1,P14921_PF02198_55,,e497821909b824ef871d3f4c5bebbe89a0ad258748f50e807eb168a04bb83c40,foldseek-family-c20c80a98266
c00104,confirmation,human-domainome-v1,P15498_PF00018_592,,f0abd9942c5233e0e2197f70adf9b203534a86788979f865d22199be03292298,foldseek-family-8842538ce269
c00105,confirmation,human-domainome-v1,P15498_PF00018_782,,dd21c50064c971ed8405491016a19e43e74d938172e83027a20959dc577f2a77,foldseek-family-8842538ce269
c00106,confirmation,human-domainome-v1,P16157_PF00531_1405,,3d9b2d44ad159753eee6c0f5213ab9d27cdc9e07b106740c93629f22538eeeed,foldseek-family-2ad7975a8987
c00107,confirmation,human-domainome-v1,P16885_PF00018_772,,92e632136588f995d4ef37fa6f9913a9777f79e4f7dd73f010a9d10051b49766,foldseek-family-8842538ce269
c00108,confirmation,human-domainome-v1,P16989_PF00313_84,,705e0abd8b42cd1d6d18587f686cf56bf753097bbefd8b2a9f9adb8617f03eea,foldseek-family-685589e3eb06
c00109,confirmation,human-domainome-v1,P17480_PF00505_408,,e22df5493ba1d4cb801eec1d97ef3514c0a5cb8bd2c779ba45e4465f23f1fcce,foldseek-family-a7e0e568ea58
c00110,confirmation,human-domainome-v1,P19793_PF00105_132,,0e23c873226a0521fd0d0197c18585224f451e872000ba22b6c0ef4367975766,foldseek-family-b6f033cc1c5b
c00111,confirmation,human-domainome-v1,P19878_PF00018_241,,4d5da3d370b43e2de84bd5889273a5ff5626ccb3ac92e4ca4f288db7ddf7f659,foldseek-family-8842538ce269
c00112,confirmation,human-domainome-v1,P19878_PF00018_456,,cc18b4447e704febbcc8a9439e0913e6a7aef91167c122508f399795e3ab053d,foldseek-family-8842538ce269
c00113,confirmation,human-domainome-v1,P19878_PF00564_353,,27ae8257ff3796701da14d15767fb77d48c196d012831f20eaa50152f80bd574,foldseek-family-95da2b2d423b
c00114,confirmation,human-domainome-v1,P20264_PF00046_408,,0b82e8af9dc2a64ae9dade7607bfaf023a3209b2175438f40675f68ec7f211a5,foldseek-family-8fdcdcc01614
c00115,confirmation,human-domainome-v1,P20264_PF00157_320,,d439f7e308f02ace1a5effb570054be596209b9952c6e8c209b62de69d395a66,foldseek-family-668cb0514ee7
c00116,confirmation,human-domainome-v1,P20265_PF00046_356,,b74746d9a86f5da6b46db702da730c12b5a296e81bd0c8400ea178fa0040042a,foldseek-family-8fdcdcc01614
c00117,confirmation,human-domainome-v1,P20265_PF00157_262,,fcdda518b732042cfbee3b17d27ea777689d01cb61759c60b233b2e12e9541a7,foldseek-family-668cb0514ee7
c00118,confirmation,human-domainome-v1,P20936_PF00018_281,,790b11bca703cc576dee4bc7da3b20008d57020f3bc7bee461d03e1c442f57c7,foldseek-family-8842538ce269
c00119,confirmation,human-domainome-v1,P22492_PF00538_44,,be6e32acccef40696efb2506f7f80b57fae30fd0a78c7be2cea53cdb2b501f60,foldseek-family-c8d2b13329cd
c00120,confirmation,human-domainome-v1,P22681_PF00627_854,,b2ed1b175e31f93bc62990d03623a6bd4b0ede1e5fe6e1b0dbd83b8c21c86fe8,foldseek-family-8181361ff555
c00121,confirmation,human-domainome-v1,P23759_PF00046_219,,0f0598b387f0d332e9b7229313b81fd4cd0399dc4f897cfa3c25e57b6c48c860,foldseek-family-8fdcdcc01614
c00122,confirmation,human-domainome-v1,P25490_PF00096_384,,cda159ff53d0e050128c0870a909dbe4e8b9e14682ff3e98d877b145c8d9838a,foldseek-family-4a10d7d27713
c00123,confirmation,human-domainome-v1,P25685_PF00226_4,,25876d2d74f95f313d786184f3ac0bbeecf959c2cd34351e4de8ba09ac3bb0bf,foldseek-family-1dff15767f11
c00124,confirmation,human-domainome-v1,P26367_PF00046_213,,03da5b18f1d077771b2c7fb192de83231b9761d3045cba51686b05b511945866,foldseek-family-8fdcdcc01614
c00125,confirmation,human-domainome-v1,P26651_PF00642_105,,0fd08137094bf202f717dc69f17211a73594baa8fbed89c2a9a4ea315d14268a,foldseek-family-9cc45a3ec4a0
c00126,confirmation,human-domainome-v1,P28069_PF00157_130,,4af4e1ce5001e4c72cc767c7305a8fda14afbdff5ad5f360555b2717b666c37c,foldseek-family-668cb0514ee7
c00127,confirmation,human-domainome-v1,P28360_PF00046_174,,15567a92225b80502d6e28119a379b41da7c82353ef7341c962795fedf037183,foldseek-family-8fdcdcc01614
c00128,confirmation,human-domainome-v1,P32243_PF00046_40,,2d9d67d22ea54fe1938f4c4804e90aa7b9cae638f600ed07baf244bd9358dc24,foldseek-family-8fdcdcc01614
c00129,confirmation,human-domainome-v1,P35251_PF00533_405,,88dcb0920c2ea707ff0719b87d61e07954665a7679e94f458c4de21ff8a9ce8d,foldseek-family-a1727ce6bfb5
c00130,confirmation,human-domainome-v1,P35548_PF00046_144,,432dbadd0a755c4fe243cebba740aaef3722d71e848b7d7a5cbcc43f6af7989f,foldseek-family-8fdcdcc01614
c00131,confirmation,human-domainome-v1,P35711_PF00505_557,,45d37066f9b484462ec2c74d1aa527a1b739c93d8b379a8e49f767911b220939,foldseek-family-a7e0e568ea58
c00132,confirmation,human-domainome-v1,P35712_PF00505_622,,9e5cb47a0dd31c0a5204a94eb08a3b9c5627e4abf673eba1ee8eba636581820f,foldseek-family-a7e0e568ea58
c00133,confirmation,human-domainome-v1,P35713_PF00505_87,,81e9e5e6ea2f4842934352d308570157f75119c06973b58455fc375b0baed7ae,foldseek-family-a7e0e568ea58
c00134,confirmation,human-domainome-v1,P35716_PF00505_50,,6eebb7d2e42e0c0d4c9c4ce70c27757988518e8d6415ae9a59b59dcb6f03ab13,foldseek-family-a7e0e568ea58
c00135,confirmation,human-domainome-v1,P37275_PF00096_933,,418a5805c463134658742a867183aa36c93b38526f5d967b36015bb9e32499cc,foldseek-family-4a10d7d27713
c00136,confirmation,human-domainome-v1,P39880_PF02376_548,,f18141c6aceea1832d90ed72208acc0906463fd8299b92d4e64247564ce853ca,foldseek-family-05163d54f556
c00137,confirmation,human-domainome-v1,P39880_PF02376_941,,af1f18b5dbeaac90762eb5109203c06da08b4ff82d37638f5d5058220187f60f,foldseek-family-05163d54f556
c00138,confirmation,human-domainome-v1,P41225_PF00505_140,,b8d2724b72a49543624a2a16aad0528bbd8700af92f85aad25cbb07d7aa97195,foldseek-family-a7e0e568ea58
c00139,confirmation,human-domainome-v1,P41229_PF00628_319,,495ec67a7c1a78c55a10f4167329bd36f8409d37deeda08f59c00e63d2ca26cc,foldseek-family-3918385a7469
c00140,confirmation,human-domainome-v1,P43320_PF00030_106,,f7defecca19a6f1c809ba5d04becff66eaf4a3e9fe6d324b5ad794bcb4315ae9,foldseek-family-a6a5f535b121
c00141,confirmation,human-domainome-v1,P43354_PF00105_260,,b2e95bc969202ab737acb91f7462ca1991b6d4f6775bb8209a7d615c69e714e8,foldseek-family-b6f033cc1c5b
c00142,confirmation,human-domainome-v1,P45973_PF00385_21,,ac43e5db9a951ec5e0898232ab127aa3069528662925b22beea02acb3c788dd6,foldseek-family-0fa14c7c72c8
