panel_id,target_id,status,structure_family_id,exclusion_reason,outcomes_accessed
human-domainome-v1,Q96DX7_PF00643_174,audited,foldseek-family-ac5efd723589,,False
human-domainome-v1,Q96FX2_PF05207_6,audited,foldseek-family-da592febc08e,,False
human-domainome-v1,Q96GE6_PF13499_123,audited,foldseek-family-569aab579f5c,,False
human-domainome-v1,Q96GE6_PF13499_48,audited,foldseek-family-ffaa019d52f4,,False
human-domainome-v1,Q96GM8_PF00642_298,audited,foldseek-family-9cc45a3ec4a0,,False
human-domainome-v1,Q96I24_PF00013_75,audited,foldseek-family-a3e41f03edc1,,False
human-domainome-v1,Q96J02_PF00397_428,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q96J02_PF00397_474,audited,foldseek-family-7f65936f9f83,,False
human-domainome-v1,Q96JN0_PF05225_353,audited,foldseek-family-9c2b8dbd3a4a,,False
human-domainome-v1,Q96JY6_PF00412_284,audited,foldseek-family-fc04d2f8ea8a,,False
human-domainome-v1,Q96K80_PF00642_138,audited,foldseek-family-86c0300a1d65,,False
human-domainome-v1,Q96KC8_PF00249_494,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q96PU5_PF00397_184,audited,foldseek-family-220b872fd07b,,False
human-domainome-v1,Q96PU5_PF00397_381,audited,foldseek-family-962a3f0c911b,,False
human-domainome-v1,Q96PU5_PF00397_539,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q96QS3_PF00046_330,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q96QZ7_PF00397_294,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q96QZ7_PF00397_352,audited,foldseek-family-4b93420ec8a4,,False
human-domainome-v1,Q96RT1_PF00595_1321,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q96T51_PF01363_639,audited,foldseek-family-27678edfb38e,,False
human-domainome-v1,Q99501_PF02187_209,audited,foldseek-family-3d15caed445a,,False
human-domainome-v1,Q99543_PF00249_451,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q99615_PF00226_382,audited,foldseek-family-1dff15767f11,,False
human-domainome-v1,Q99684_PF00096_256,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q99684_PF00096_313,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9BRP0_PF00096_215,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9BTC8_PF00249_265,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q9BUJ2_PF02037_1,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q9BV68_PF14369_11,audited,foldseek-family-16b28b69c204,,False
human-domainome-v1,Q9BY11_PF14604_387,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q9BYM8_PF01485_369,audited,foldseek-family-335fa08b324c,,False
human-domainome-v1,Q9BZM3_PF00046_204,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q9C030_PF00643_93,audited,foldseek-family-ac5efd723589,,False
human-domainome-v1,Q9C0A1_PF00046_1859,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q9GZV5_PF00397_116,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q9H000_PF00642_37,audited,foldseek-family-a423bed6ae96,,False
human-domainome-v1,Q9H0A6_PF00612_189,audited,foldseek-family-b3cc2e57a297,,False
human-domainome-v1,Q9H0M0_PF00397_343,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q9H161_PF00046_216,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q9H2P0_PF00046_770,audited,foldseek-family-4d477f2a91d5,,False
human-domainome-v1,Q9H347_PF00627_613,audited,foldseek-family-b17f3da2e271,,False
human-domainome-v1,Q9H3D4_PF07647_545,audited,foldseek-family-4c49d3340b9a,,False
human-domainome-v1,Q9H3Z4_PF00226_16,audited,foldseek-family-1dff15767f11,,False
human-domainome-v1,Q9H4A3_PF12202_481,audited,foldseek-family-09995877c645,,False
human-domainome-v1,Q9H6I2_PF00505_69,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,Q9H7E2_PF00567_554,audited,foldseek-family-0b8a262a4075,,False
human-domainome-v1,Q9H9D4_PF00096_383,audited,foldseek-family-06a266f2f837,,False
human-domainome-v1,Q9H9L4_PF13891_28,audited,foldseek-family-05e74a722bce,,False
human-domainome-v1,Q9HA38_PF12171_246,audited,foldseek-family-7e60ff488fba,,False
human-domainome-v1,Q9HAU4_PF00397_150,audited,foldseek-family-ad6eac815915,,False
human-domainome-v1,Q9HAZ2_PF00096_282,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9HC78_PF00096_635,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9HC78_PF00096_663,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9HC78_PF00096_716,audited,foldseek-family-06a266f2f837,,False
human-domainome-v1,Q9NP66_PF00505_104,audited,foldseek-family-a7e0e568ea58,,False
human-domainome-v1,Q9NPB3_PF13499_155,audited,foldseek-family-c7a672322d4c,,False
human-domainome-v1,Q9NPC8_PF00046_131,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q9NQ86_PF00643_208,audited,foldseek-family-ac5efd723589,,False
human-domainome-v1,Q9NQV8_PF00096_668,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9NQX1_PF00096_433,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9NSC2_PF00096_1030,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9NW38_PF11793_305,audited,foldseek-family-742ac356e900,,False
human-domainome-v1,Q9NWH9_PF02037_19,audited,foldseek-family-18dd82217f72,,False
human-domainome-v1,Q9NYL2_PF00536_330,audited,foldseek-family-61ed0750701c,,False
human-domainome-v1,Q9NZM3_PF14604_1129,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q9P0J7_PF05605_76,audited,foldseek-family-f3e62e884bd8,,False
human-domainome-v1,Q9P2F5_PF10264_64,audited,foldseek-family-ef729c29677c,,False
human-domainome-v1,Q9P2K3_PF00249_87,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q9P2P5_PF00397_800,audited,foldseek-family-0bd04fe9d2fe,,False
human-domainome-v1,Q9UBF6_PF12678_48,audited,foldseek-family-d838afd1d8a5,,False
human-domainome-v1,Q9UBS4_PF00226_25,audited,foldseek-family-1dff15767f11,,False
human-domainome-v1,Q9UBX0_PF00046_110,audited,foldseek-family-8fdcdcc01614,,False
human-domainome-v1,Q9UDY2_PF00595_26,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q9UDY2_PF00595_509,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q9UHC7_PF00642_89,audited,foldseek-family-a423bed6ae96,,False
human-domainome-v1,Q9UHD4_PF02017_36,audited,foldseek-family-a92c9702f831,,False
human-domainome-v1,Q9UIF8_PF00628_1927,audited,foldseek-family-3918385a7469,,False
human-domainome-v1,Q9UJ78_PF06467_334,audited,foldseek-family-aed4658f5dde,,False
human-domainome-v1,Q9UJQ4_PF00096_383,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9UJQ4_PF00096_899,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9UJV3_PF00643_191,audited,foldseek-family-ac5efd723589,,False
human-domainome-v1,Q9UKI9_PF00157_186,audited,foldseek-family-668cb0514ee7,,False
human-domainome-v1,Q9UKL0_PF00249_383,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q9UKS6_PF14604_365,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q9UKW6_PF02198_47,audited,foldseek-family-c20c80a98266,,False
human-domainome-v1,Q9UKY1_PF18387_100,audited,foldseek-family-abaa027a761a,,False
human-domainome-v1,Q9ULJ8_PF07647_987,audited,foldseek-family-4c49d3340b9a,,False
human-domainome-v1,Q9ULL8_PF00595_7,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q9UNF0_PF00018_428,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q9UPQ7_PF00595_244,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q9UPQ7_PF00595_414,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q9UPW6_PF02376_358,audited,foldseek-family-05163d54f556,,False
human-domainome-v1,Q9UPW6_PF02376_482,audited,foldseek-family-05163d54f556,,False
human-domainome-v1,Q9UQR1_PF00096_172,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9Y222_PF00249_226,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q9Y2G7_PF00096_411,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9Y2T7_PF00313_86,audited,foldseek-family-685589e3eb06,,False
human-domainome-v1,Q9Y3R0_PF00595_666,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q9Y462_PF00096_506,audited,foldseek-family-4a10d7d27713,,False
human-domainome-v1,Q9Y4I5_PF03638_368,audited,foldseek-family-24ba0e88d04b,,False
human-domainome-v1,Q9Y4J8_PF00569_235,audited,foldseek-family-0ee6e166b89a,,False
human-domainome-v1,Q9Y5K6_PF00018_271,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q9Y5K6_PF14604_1,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q9Y5K6_PF14604_109,audited,foldseek-family-8842538ce269,,False
human-domainome-v1,Q9Y618_PF00249_613,audited,foldseek-family-b9d7186d8578,,False
human-domainome-v1,Q9Y6N9_PF00595_207,audited,foldseek-family-2d3185287d98,,False
human-domainome-v1,Q9Y6V0_PF05715_1058,undocumented_no_structure,,ValueError: no exact-accession AlphaFold PDB,False
mavedb-complement-v1,mavedb-287332153da38b59,audited,foldseek-family-9f9b02bab1d5,,False
mavedb-complement-v1,mavedb-32f5d032de97ea22,audited,foldseek-family-3955e95caeff,,False
mavedb-complement-v1,mavedb-93100c3b9be6e587,audited,foldseek-family-6b40d25ca661,,False
mavedb-complement-v1,mavedb-a5ca23fa1e625d66,undocumented_no_structure,,ValueError: no exact-sequence UniProt accession,False
mavedb-complement-v1,mavedb-a5cec053cd1989b7,undocumented_no_structure,,ValueError: no exact-sequence UniProt accession,False
mavedb-complement-v1,mavedb-aebeb991234cd8a3,audited,foldseek-family-a2c6484fc2cb,,False
mavedb-complement-v1,mavedb-c6dd0092b775896c,audited,foldseek-family-918922dc1d8c,,False
mavedb-complement-v1,mavedb-e3ca60f18e3b6e98,audited,foldseek-family-68636f15fb21,,False
venusmuthub-v1,venus-00073064a60d4804,audited,foldseek-family-53fcc698fd9a,,False
venusmuthub-v1,venus-06f736fe976e45ee,audited,foldseek-family-5eece979601f,,False
venusmuthub-v1,venus-07739b7c44051d98,audited,foldseek-family-d62ec15e4115,,False
venusmuthub-v1,venus-0ed16c1325aea2c9,audited,foldseek-family-e61ef9226162,,False
venusmuthub-v1,venus-12c59fe9dab495ee,audited,foldseek-family-b30547c80e1d,,False
venusmuthub-v1,venus-1972eefa4a6ef629,audited,foldseek-family-911f2fe179ed,,False
venusmuthub-v1,venus-1a8ae9058bbabf14,audited,foldseek-family-9d9b8050834a,,False
venusmuthub-v1,venus-1b3d6bf42e0e7f84,audited,foldseek-family-472348ee8acd,,False
venusmuthub-v1,venus-1e4cf4ecbd674386,audited,foldseek-family-e7cd342a1ebf,,False
venusmuthub-v1,venus-220a25f64746e26e,audited,foldseek-family-55b4f623f0f1,,False
venusmuthub-v1,venus-221bc429762aec74,audited,foldseek-family-4d44931d4a0f,,False
venusmuthub-v1,venus-23d9ea0d22f6126b,audited,foldseek-family-962c9f7ada9d,,False
venusmuthub-v1,venus-24f4e5b8d325ad4b,audited,foldseek-family-a19b7c46715a,,False
venusmuthub-v1,venus-26da37179e20d7ed,audited,foldseek-family-8d717e3ac15d,,False
venusmuthub-v1,venus-2b9577dc9c561b21,audited,foldseek-family-a5ada8ad12a6,,False
venusmuthub-v1,venus-2ebb2bc9d643c1fb,audited,foldseek-family-67bce2ff5dbe,,False
venusmuthub-v1,venus-320f26d1be8a0cb0,audited,foldseek-family-1d1e1af96d11,,False
venusmuthub-v1,venus-3876c90807a78d74,undocumented_no_structure,,ValueError: No coordinate-resolved PDB chain exactly matches the frozen target,False
venusmuthub-v1,venus-396cc9af2c1e8c61,audited,foldseek-family-a995f7e9a325,,False
venusmuthub-v1,venus-39a9db03eeb2ed00,audited,foldseek-family-1d49acbca15e,,False
venusmuthub-v1,venus-409980eb48704393,audited,foldseek-family-7f25ee4d25f8,,False
venusmuthub-v1,venus-422f5a848c7a8657,audited,foldseek-family-70097e10d425,,False
venusmuthub-v1,venus-454b0fb8de143bcd,audited,foldseek-family-d1d5166a5b80,,False
venusmuthub-v1,venus-4701fdeb4ac57086,audited,foldseek-family-4b63fc638355,,False
venusmuthub-v1,venus-4bcbc7d4640f3c6b,audited,foldseek-family-c3c0647cef0e,,False
venusmuthub-v1,venus-4d282f160e018c4f,audited,foldseek-family-be4a5698f5bb,,False
venusmuthub-v1,venus-50eca14579e1a453,audited,foldseek-family-4b59915fc962,,False
venusmuthub-v1,venus-581332e2a42b24c1,audited,foldseek-family-dd354368cd71,,False
venusmuthub-v1,venus-63545238edf5954f,audited,foldseek-family-e23a6b611fcc,,False
venusmuthub-v1,venus-6468ef80b473ecc5,audited,foldseek-family-be4a5698f5bb,,False
venusmuthub-v1,venus-64be3ba2a292eb0f,audited,foldseek-family-1cac1c038b67,,False
venusmuthub-v1,venus-69d5ae4457f6205e,audited,foldseek-family-5333d30afbfb,,False
venusmuthub-v1,venus-6df418116e5febc9,audited,foldseek-family-91c753039762,,False
venusmuthub-v1,venus-71acb42055dde189,audited,foldseek-family-b83c0d4515c5,,False
venusmuthub-v1,venus-71ec9b1cef7a8594,audited,foldseek-family-a5587d3dd4df,,False
venusmuthub-v1,venus-751367a60fd75330,audited,foldseek-family-64f7968ae4b8,,False
venusmuthub-v1,venus-7bf6ce2de8172342,audited,foldseek-family-b72e2f0a8853,,False
venusmuthub-v1,venus-7e0f1f31cc7ee851,undocumented_no_structure,,ValueError: No coordinate-resolved PDB chain exactly matches the frozen target,False
venusmuthub-v1,venus-7f1786770ae32614,audited,foldseek-family-cd60a298b3ec,,False
venusmuthub-v1,venus-8372a9e4bb1e26bb,audited,foldseek-family-c8c9221f431e,,False
venusmuthub-v1,venus-83a26c7e9a3b44b0,audited,foldseek-family-58ce0f9a0206,,False
venusmuthub-v1,venus-85368d807d9e50cd,audited,foldseek-family-77439283ec4c,,False
venusmuthub-v1,venus-8c2fbdb86968fbff,undocumented_no_structure,,ValueError: No coordinate-resolved PDB chain exactly matches the frozen target,False
venusmuthub-v1,venus-8c837ded111ff685,audited,foldseek-family-712de387160b,,False
venusmuthub-v1,venus-90e011f583a7e645,undocumented_no_structure,,ValueError: No coordinate-resolved PDB chain exactly matches the frozen target,False
venusmuthub-v1,venus-9357562029b4557a,audited,foldseek-family-fef1b1ef408f,,False
venusmuthub-v1,venus-9d99364a94571d80,undocumented_no_structure,,ValueError: No coordinate-resolved PDB chain exactly matches the frozen target,False
venusmuthub-v1,venus-a60540654b3cbbf9,audited,foldseek-family-9cd5676bfcd7,,False
venusmuthub-v1,venus-aae92adf06e389cd,audited,foldseek-family-6df6dfd5fbfc,,False
venusmuthub-v1,venus-ad4f94972c4850d0,audited,foldseek-family-fac529e5f372,,False
venusmuthub-v1,venus-b09ae7265d5add56,audited,foldseek-family-ec519998f419,,False
venusmuthub-v1,venus-b14a3532d287755b,audited,foldseek-family-49700ebb92f0,,False
venusmuthub-v1,venus-b1ee988208ad234a,audited,foldseek-family-44c54c8b5b4e,,False
venusmuthub-v1,venus-b2c012e22fa464aa,audited,foldseek-family-0857517c095d,,False
venusmuthub-v1,venus-b41bf48f310c59c1,audited,foldseek-family-9e3881e297db,,False
venusmuthub-v1,venus-b6f228338d425ee2,undocumented_no_structure,,ValueError: No coordinate-resolved PDB chain exactly matches the frozen target,False
venusmuthub-v1,venus-b967cccca11973b6,audited,foldseek-family-d0bbf0c3fade,,False
venusmuthub-v1,venus-ba70e13e9f086bea,audited,foldseek-family-06380d76225c,,False
venusmuthub-v1,venus-ba768a97843a2ef2,audited,foldseek-family-c49f8c2e31bb,,False
venusmuthub-v1,venus-bce692cd15f4091a,audited,foldseek-family-85a7a66468b3,,False
venusmuthub-v1,venus-befc2489e9745489,audited,foldseek-family-203f82f84d71,,False
venusmuthub-v1,venus-bff43a6e4a79b5f8,audited,foldseek-family-77c0cfc96728,,False
venusmuthub-v1,venus-c0ca168b53919943,audited,foldseek-family-baa8b5a4bba0,,False
venusmuthub-v1,venus-c3600923ab93ac4e,audited,foldseek-family-d0bbf0c3fade,,False
venusmuthub-v1,venus-c71bd410457488cf,audited,foldseek-family-5c79a10dab82,,False
venusmuthub-v1,venus-c7eb0ffd0c784af8,audited,foldseek-family-466e6b7a4cdc,,False
venusmuthub-v1,venus-cbc03f40f9753339,audited,foldseek-family-db51fe66d8cd,,False
venusmuthub-v1,venus-cf2e570131b80556,audited,foldseek-family-855cff8dac2a,,False
venusmuthub-v1,venus-d0585182abfe2660,audited,foldseek-family-8e77b8b458f8,,False
venusmuthub-v1,venus-d187d570e2dc4402,undocumented_no_structure,,ValueError: No coordinate-resolved PDB chain exactly matches the frozen target,False
venusmuthub-v1,venus-d5b579600238875d,audited,foldseek-family-b641b276b02d,,False
venusmuthub-v1,venus-d7597d795a65b040,audited,foldseek-family-429fa8fca35a,,False
venusmuthub-v1,venus-d98b2269ed529294,audited,foldseek-family-cbe6b8abc23c,,False
venusmuthub-v1,venus-db6f99c2f0c1c621,audited,foldseek-family-a28a7a1c890d,,False
venusmuthub-v1,venus-db874159a334ddcf,audited,foldseek-family-7e1892c3ff8e,,False
venusmuthub-v1,venus-de4763156d0659c0,audited,foldseek-family-3ffa6f544159,,False
venusmuthub-v1,venus-e106cf9431361c23,audited,foldseek-family-e0c4ed503980,,False
venusmuthub-v1,venus-e2c390013035df74,audited,foldseek-family-cde8ba45ef17,,False
venusmuthub-v1,venus-e534b07a29d6ecf2,audited,foldseek-family-fc30977cd90a,,False
venusmuthub-v1,venus-e67b2509cf424b88,audited,foldseek-family-d0bbf0c3fade,,False
venusmuthub-v1,venus-e882ec45e80e2ece,audited,foldseek-family-a1e70c29ffa8,,False
venusmuthub-v1,venus-ee4abb868ebd5357,audited,foldseek-family-8f56553c1c88,,False
venusmuthub-v1,venus-f215fc047b4ec592,audited,foldseek-family-36577fd3106e,,False
venusmuthub-v1,venus-f2eeeee6f8bc57e6,audited,foldseek-family-3a71b20aca75,,False
venusmuthub-v1,venus-f4124bbcd051f818,audited,foldseek-family-9cd5676bfcd7,,False
venusmuthub-v1,venus-f68755df0ab4af4d,audited,foldseek-family-9bb15e3e4c51,,False
venusmuthub-v1,venus-f6ad6a376a4ccae7,audited,foldseek-family-318eeb527c03,,False
venusmuthub-v1,venus-f9eaa71209b5568e,undocumented_no_structure,,ValueError: No coordinate-resolved PDB chain exactly matches the frozen target,False
venusmuthub-v1,venus-fb1d8ed35888b3e5,audited,foldseek-family-a995f7e9a325,,False
venusmuthub-v1,venus-fb40294d4c662251,audited,foldseek-family-ef5c825a1760,,False
venusmuthub-v1,venus-fdef8e3435880467,audited,foldseek-family-2aff3b49294a,,False
