panel_id,target_id,structure_family_id,structure_sha256
human-domainome-v1,P78545_PF02198_50,foldseek-family-c20c80a98266,9ddff0cca9bfe0b645be8716bac76322a0f8660abd8b4cf2aee81bddfc626723
human-domainome-v1,P78563_PF00035_80,foldseek-family-e9ecc65ecf3b,6224dd61f83be9120deadc6a5edca197780b09042c81575464817dca7108ca19
human-domainome-v1,P82979_PF02037_3,foldseek-family-18dd82217f72,0aad0441f7a565d6831b8d309914a53cc63c668dde4e5dedcb6b65a0cf57651c
human-domainome-v1,P98175_PF00641_214,foldseek-family-6536a86514bd,244927bedde32b5ccd0d6604226beedf4064912f3e610e9ee4250f909b7acdee
human-domainome-v1,Q00839_PF02037_6,foldseek-family-18dd82217f72,ffaa6240cb6006f1a05bb2c6090f3f6332210bafd3650c0fcc234bb20ba66c25
human-domainome-v1,Q00987_PF00641_299,foldseek-family-c0c5fe279857,188ba185d3012442ff15b89aade769b9018e6288ed046c24a06fac4f2ff5af04
human-domainome-v1,Q01543_PF02198_116,foldseek-family-c20c80a98266,f8bd8333e2157255b65619355abf330db15cee9e96b2988a49da2e94a9140c1d
human-domainome-v1,Q01826_PF02376_371,foldseek-family-05163d54f556,aa46865cf916e20c6491def735f04b5579b4807298281537488e87d42a04000a
human-domainome-v1,Q01826_PF02376_494,foldseek-family-05163d54f556,bcdc0bdb0657c592f6a075660e22932ea6ed5d95b88e7216bc5ec39c91edd38c
human-domainome-v1,Q01826_PF16557_178,foldseek-family-cd8250e67d7d,c48c567782fc68d6f96e472f46a1cc9e687dac51318397c9b13d86eb450fd49f
human-domainome-v1,Q01851_PF00157_266,foldseek-family-668cb0514ee7,61a094a27fefab02c664e459708515f944bae55a8740ea79fbdc7544cd826166
human-domainome-v1,Q01860_PF00157_134,foldseek-family-668cb0514ee7,0f257b61e1622b3eac503901a84b01f8658d206ed2f6ffed7c8a700af1bc83a2
human-domainome-v1,Q03052_PF00157_247,foldseek-family-668cb0514ee7,5d9269a54c62f7a60a67bba914e51ec5e4908438254621fbc1e7d0a739bcdffb
human-domainome-v1,Q03181_PF00105_71,foldseek-family-b6f033cc1c5b,79967bd18d7df574ef34ec09d66676c302115c1ae829e459de7f69aac04c1d1d
human-domainome-v1,Q05066_PF00505_61,foldseek-family-a7e0e568ea58,111beeca4bf96c91e7972d519e46ba38a5b85b7956903b2c6cd8b710f0e76969
human-domainome-v1,Q05195_PF00010_58,foldseek-family-d9afd602f568,c9adc44346a701557da2ddf347249f7d3b74b783202b229c9a90c22607239b57
human-domainome-v1,Q05655_PF00130_228,foldseek-family-659fe476592c,d8e8dac2660caec316c3f76b1ccdc359de107677371e047a463b650af0aeaf24
human-domainome-v1,Q06187_PF00018_215,foldseek-family-8842538ce269,fe5d07f25c607537264c751ed5870dc0c6e2a80f5d8dc7a72fe830d98038028f
human-domainome-v1,Q06546_PF02198_172,foldseek-family-c20c80a98266,d81099b4020794bb7cced6f9c4d9670dd53cac69ba76acac08d81c4da1e8da9b
human-domainome-v1,Q06787_PF00013_217,foldseek-family-a3e41f03edc1,780a7b51450b96cf596d1c86f13e6f1d0d0e70790ff1c57b0ea7a38040670720
human-domainome-v1,Q06945_PF00505_60,foldseek-family-a7e0e568ea58,782b1cd4f0e8348807d6b5db77d608eac44da9dab90831fae55ad1b0c899abed
human-domainome-v1,Q08881_PF00018_172,foldseek-family-8842538ce269,ba9a2502b5c50227a60d69d26a4683ee08ffbbf1eade5e1f2416f8299c5e71e8
human-domainome-v1,Q12824_PF04855_181,foldseek-family-89b8fb220a44,97e2013a57cbf2060a84e74c78c92ed412ecefec33f5544e983a2b1cf3a80f8b
human-domainome-v1,Q12837_PF00157_256,foldseek-family-668cb0514ee7,6130f1fc772feaea57590c770aa071a1d2cf1537944e24ac4f8dd4a27949f166
human-domainome-v1,Q12873_PF00628_374,foldseek-family-3918385a7469,38bf83b5b03078fc070deefd663773cd91590f4fe245312ff23f17465cf6c54f
human-domainome-v1,Q12899_PF00643_97,foldseek-family-ac5efd723589,9856556ec83412989e9a3732eda6998663e99697d086ebd111f9463fd690e7cf
human-domainome-v1,Q12929_PF00018_533,foldseek-family-8842538ce269,7aec0310fe1445cb9de3fc3caa523ec09d29d7f1a3f042d16c08d5d235f73153
human-domainome-v1,Q12929_PF18016_720,foldseek-family-090a8aab2123,679008586fa28f095be7fcbdb797822a10ff4b6e145459e9a4ee7b1e57a4baf7
human-domainome-v1,Q12965_PF00018_1051,foldseek-family-8842538ce269,8702b8749ae916eec059b6cec775795f530faa2cbd99f718bdfd6be1201c5c31
human-domainome-v1,Q13009_PF00595_843,foldseek-family-2d3185287d98,9537a8231f7b7d9f336fe0a390badacfb400cf6ee70df71244a41e861ab10e55
human-domainome-v1,Q13148_PF18694_5,foldseek-family-49c4a396f5d0,6ebacb98c069e84798c183509361835964c6d4955673a87b15c9586b2317516e
human-domainome-v1,Q13163_PF00564_15,foldseek-family-339849e11038,d5e07cbaba9969fb5f5385807afa241a34a35bde8b9a1a73a2640793355719c0
human-domainome-v1,Q13263_PF00628_620,foldseek-family-3918385a7469,727520f9544f5868c1718cc56a5fce0ff5a04659a317b96173d22ea2ef59a5e6
human-domainome-v1,Q13368_PF00595_132,foldseek-family-2d3185287d98,da22af05307f0dd8275a52174b0bb62efc00b0bda0e1a2e192dbe8d89d5309ef
human-domainome-v1,Q13424_PF00595_79,foldseek-family-2d3185287d98,f8ddaa7d01e18a3d4bb24ec1112f9684546c4aa369f927d0ece7741c2ff4035f
human-domainome-v1,Q13472_PF06839_812,foldseek-family-0216fe5af997,0cee79a7b5d345bdc8f98bcbe47b8b3561e108f43accc6c2705d6ba493788c4b
human-domainome-v1,Q13501_PF00569_120,foldseek-family-0ee6e166b89a,1f87a80c5268f1a6a2abdc1b69b15828e1a9a0854fe92488cfa5c9aa6347be44
human-domainome-v1,Q13501_PF16577_389,foldseek-family-75b915a9c420,8e0cc9d1352c227be867fc82059fa55b526c963d6995c0be951e4b182e23f847
human-domainome-v1,Q13526_PF00397_1,foldseek-family-40a9153e0863,5f53d5f17133b1fa81dc43370dc38e371d458c623fdaf5464b2f4635ccb73047
human-domainome-v1,Q13642_PF00412_160,foldseek-family-fc04d2f8ea8a,9a1d9b1975c0b3018333147ecac22bb2b4d5194c1e1a02d97c80b6529fc29454
human-domainome-v1,Q13642_PF00412_99,foldseek-family-fc04d2f8ea8a,77ca46547340a0a07a6e9c600bff8b3afed6499ca0696e250078469779add726
human-domainome-v1,Q13813_PF13499_2327,foldseek-family-ec187f3b6f42,c9b705662bafa02588c193ecc2344bd2674b0c24cde44d8cc4663bd562e378b5
human-domainome-v1,Q14151_PF02037_27,foldseek-family-18dd82217f72,91262ebf452457f9a2c4025f9c9ea817d0208c761b86a0952827f81d3d899858
human-domainome-v1,Q14160_PF00595_857,foldseek-family-2d3185287d98,3d8ffce2ea0dc47d7e8e3407b452106ec915e5e149fe8abdcd794155772f341e
human-domainome-v1,Q14192_PF00412_38,foldseek-family-fc04d2f8ea8a,f7ce471827e9ff2f3ea64a7ce3ea6eb06d798f37d998acb7ca26181fd1ad6518
human-domainome-v1,Q14202_PF06467_350,foldseek-family-aed4658f5dde,68a84b60164afe1526fb15cb839d27fd170a85f209bd342e1f66987c3a5ad173
human-domainome-v1,Q14202_PF06467_405,foldseek-family-aed4658f5dde,1165e6fa45cfef636a846be94f4bb5077e4e99fd3bbda1d6249766295b62f1a3
human-domainome-v1,Q14839_PF00385_623,foldseek-family-0fa14c7c72c8,1a93138edb700e7bcb80a5ae97ef827d35013dad4e4d29578c9e7040dc85ecd3
human-domainome-v1,Q14839_PF00628_365,foldseek-family-3918385a7469,e04c0bc69f9476653272f7de2a64d18df94507e6c540e3c0ec72547382441d9e
human-domainome-v1,Q14839_PF00628_444,foldseek-family-3918385a7469,90256941a7bd6de397d7df5e24a2ba988bec32ba330de8963aa4521f2613a366
human-domainome-v1,Q14995_PF00105_103,foldseek-family-b6f033cc1c5b,7f66a4bdf06ae84c052c11d246156c7906391c71bb0e86302019231cb0513c49
human-domainome-v1,Q14CM0_PF00595_75,foldseek-family-2d3185287d98,ccdc4cf2daeebf2bac5e2a07507eecfc3597a1e176f98a64b96623d762be9ced
human-domainome-v1,Q14CS0_PF00789_256,foldseek-family-ae2d8202d963,9942a5c0dcc07fd519d8edd98f45929f65f32d75026fe7280b9dcc0006403d4e
human-domainome-v1,Q15319_PF00157_185,foldseek-family-668cb0514ee7,fcc4dd6e443f608f3ebb3f2b55e213d5219266f1363d096fd3d98d605213c606
human-domainome-v1,Q15365_PF00013_278,foldseek-family-a3e41f03edc1,969421b5b0a1b2421880906dd0fa6d89fba7a604f94574a115e27677541d91ba
human-domainome-v1,Q15424_PF02037_26,foldseek-family-18dd82217f72,0e79a26055c012517232bde0801fe73016a4085bf126476a3796e3de54d7c208
human-domainome-v1,Q15475_PF00046_131,foldseek-family-8fdcdcc01614,e0a4f83fd2220a6a4fa777994222b3ec34e624fc7f625b69da58b2c9fa4365dc
human-domainome-v1,Q15554_PF00249_489,foldseek-family-b9d7186d8578,88de4e7cab98c4250dbbb699571c171b47f34e90715c2f7d5813d939dc412862
human-domainome-v1,Q15699_PF00046_134,foldseek-family-8fdcdcc01614,44fc8d26e6e7b23dbdce12cb2affd8ad0ec70027177428f81a184ca856a7b012
human-domainome-v1,Q15811_PF00018_1003,foldseek-family-8842538ce269,f5e52c444b950e4a2a218fcf4241e6e9faf1aebd9fd7b0762b9bc51fffe79c6d
human-domainome-v1,Q15811_PF00018_1156,foldseek-family-8842538ce269,1d028d299baed6a907de5e622a0e5652e5fde8da55d86e08d062bd6a246f16e9
human-domainome-v1,Q15811_PF00018_909,foldseek-family-8842538ce269,54c07c129574e7b9a6275f70fee7dad77627417c486af877819058ce71eb46b7
human-domainome-v1,Q15811_PF07653_1003,foldseek-family-8842538ce269,f5e52c444b950e4a2a218fcf4241e6e9faf1aebd9fd7b0762b9bc51fffe79c6d
human-domainome-v1,Q15942_PF00412_504,foldseek-family-fc04d2f8ea8a,72ebf0a092cd070ea7d61a5a90f781b6c593a22f33ff69f1f03b733739d1f5f4
human-domainome-v1,Q1KMD3_PF02037_1,foldseek-family-18dd82217f72,5d296f9773436cc5edcc8aedf6e1cb2552d4fe6ee4498e50d5da5f01e2af6801
human-domainome-v1,Q2Q1W2_PF00643_274,foldseek-family-ac5efd723589,142689654cb5a2dae4c246b7192e44b1c5ab3d7e077c0f75688b2e7134c32228
human-domainome-v1,Q5F1R6_PF12171_315,foldseek-family-7e60ff488fba,76330584875b17852679e5d17bc93d0fc744e353a42cb8c75e85984c1f351d89
human-domainome-v1,Q5HYK7_PF00018_664,foldseek-family-8842538ce269,37bebdad7ff329639745241838737192ffbc15f366e69d17aa26888c5107532e
human-domainome-v1,Q5SQQ9_PF00046_102,foldseek-family-8fdcdcc01614,b94fbd7a2bc317e0b0a7686f1dc327ca2da612ccb753eb4da75bfaa10588456e
human-domainome-v1,Q5TCQ9_PF00397_287,foldseek-family-0bd04fe9d2fe,f965c703d2a8c86c1b0dabf8942aaf3aa0f8f1b7d58d35caabc4469e8071294d
human-domainome-v1,Q5U5Q3_PF00013_325,foldseek-family-a3e41f03edc1,8a7870944a7ddc1f1eac3bd09e7817174ca32e7315cfa4eeeee13b0a0762a6f7
human-domainome-v1,Q5VTD9_PF00096_221,foldseek-family-4a10d7d27713,0c812cb876a31abf8ba0064d448d3b8e0e84e10b4eff1d81aaf0aa9b6d1041d5
human-domainome-v1,Q5VVJ2_PF00249_120,foldseek-family-b9d7186d8578,166f6ecfdd23bae41288493f3dcb146fa4d547816b1d89723af0f7fdb1cab650
human-domainome-v1,Q5VWI1_PF01846_448,foldseek-family-6c7cc5cc429c,170ccc3b012968173a4e7a09109ba6df6f1e02ea8fbf8f03b714b4158de4a72c
human-domainome-v1,Q68DC2_PF00536_774,foldseek-family-893035036018,3945eb5172c2c9adba15fe9ff3cdf422082d3da5e14b49fdb10dd943dee241db
human-domainome-v1,Q6NWY9_PF01846_274,foldseek-family-6c7cc5cc429c,58beaf675e707bef3f8e2fbf4f2e8df93e1341094f25644978fb3c07bf0e0c89
human-domainome-v1,Q6P0N0_PF00249_878,foldseek-family-b9d7186d8578,1c770dcf16ab649fc3d84748c18b7010223f1e2c233f718c9ed3017dfbf9566a
human-domainome-v1,Q6XZF7_PF00018_146,foldseek-family-8842538ce269,eee386b2908e914cf3fd868507f2e57eecac5ef1d42f08d4fce79c05be6d53e2
human-domainome-v1,Q6XZF7_PF00018_1516,foldseek-family-8842538ce269,11be1db0828f498228600df6ebc33e1a1f59766c4893e856ac569b632e6d419a
human-domainome-v1,Q6XZF7_PF00018_242,foldseek-family-8842538ce269,7683e77bb0aa2889c6afc243a3c59e1a120757f16cf2c1754f31fab0a50a1326
human-domainome-v1,Q6XZF7_PF14604_147,foldseek-family-8842538ce269,334a1495a1b3512dd1a12cb0b2533a2873bb7da14adef05d49099b962d6be713
human-domainome-v1,Q6ZN01_PF02037_170,foldseek-family-18dd82217f72,6bfe515eb9e0212d10de4fee4cf279d2d491880ca932f10b42ce5e84b1bd013c
human-domainome-v1,Q6ZSG1_PF13639_293,foldseek-family-a208c21e9493,01f3717c4f955e1de4dbea8ebb233cbbea5b4e7e18aca2904179f8eaffecfca6
human-domainome-v1,Q6ZVD7_PF10264_112,foldseek-family-ef729c29677c,b2a4fbf19158fae380461a2f4a192935c83fe978e6e614ac6c0a89709df8bb8b
human-domainome-v1,Q6ZWJ1_PF00397_493,foldseek-family-0bd04fe9d2fe,8dc3c82075a5060a002f44555462d6656327f67d50be096fbb70b083c2219ee7
human-domainome-v1,Q7L590_PF09329_383,foldseek-family-28ee1d65d8c9,f66c21dbb2d6d5d3c9b835c0804720b1b96e8a86d7a174ed4d3ad322b18553b1
human-domainome-v1,Q7Z4I7_PF00412_13,foldseek-family-fc04d2f8ea8a,4b899f3222a6fea07781f80c827f18cdf1460db3f87d9542890b0d264d42db23
human-domainome-v1,Q7Z5Q1_PF16366_513,foldseek-family-c513be0675ad,57cd7b2a5c394b58bb0049dafaeb9dff16f8990373e61ebcd593ed5a68b72f31
human-domainome-v1,Q7Z6B7_PF00018_744,foldseek-family-8842538ce269,ccd7e7f8f768dedfb01fdafa1156205c8ee516a66a0a1d7b180023214551aab6
human-domainome-v1,Q7Z6G8_PF00536_812,foldseek-family-4c49d3340b9a,02c9cda0233b21af37e61c7839ebb14297392d701fc72521a78328f60790b28d
human-domainome-v1,Q7Z6W7_PF00226_3,foldseek-family-1dff15767f11,3e65f2c5f11038a4b36a667ae11827c134f2b7c707e081c2162207046d36fd8a
human-domainome-v1,Q86UL8_PF00397_296,foldseek-family-0bd04fe9d2fe,efbae78114df5e52b77ce8e7805ed1969585e882c049c1ea4eeb5793cca74166
human-domainome-v1,Q86UL8_PF00595_1144,foldseek-family-2d3185287d98,5972d625af0df66b5120ab1dfb443a687a9de7c14aaff5953fde4812c1c05f6f
human-domainome-v1,Q86UL8_PF00595_601,foldseek-family-2d3185287d98,d49898a4b4e1b198f04e153a96112b1cbe06ebb0b689ca9c9b7f9d452e82699e
human-domainome-v1,Q86UL8_PF00595_774,foldseek-family-2d3185287d98,c3568fc4ef03e04a63f033eb19f28a878b2440abb469b5a9c6898f2e2ac61a24
human-domainome-v1,Q86VP1_PF18112_729,foldseek-family-2a8f6439f2c2,12a4392cd3725b8cebf04a84320199932123f7760a9a06ecbc5fd0c86b33921b
human-domainome-v1,Q86WN1_PF14604_467,foldseek-family-8842538ce269,6c3cae93a24be34e8135c2b1e36d43f4210766bc86e3e94bb87d4d268e559bc1
human-domainome-v1,Q86XN8_PF00013_273,foldseek-family-a3e41f03edc1,52345b7ecee1209eea9fdd7f0a9fed13bba6e6e44874c0f2070568bf4d6c1d54
human-domainome-v1,Q86YT6_PF18346_247,foldseek-family-d7ac244ced51,00ec9513147b9d9968c4e839be37e1287e692e7ff63eba26658c8c0a547fef6a
human-domainome-v1,Q8IV48_PF02037_65,foldseek-family-18dd82217f72,fe30472569ea4f83a53978dd55e1798b2c5d7510c3cf120ad4b87b4728bb0582
human-domainome-v1,Q8IWR0_PF00642_906,foldseek-family-bb0156902b14,5e228e018a2f495d8cf48c34c85c90e0a0afd7ea7ce8bf930857c058629b9de6
human-domainome-v1,Q8IWT3_PF01485_2234,foldseek-family-6a55fdab6c8b,2c50fff101b2d1fa0a3ab4722a236864001b9df7259a0cd361f274972588fb6a
human-domainome-v1,Q8IX12_PF02037_625,foldseek-family-18dd82217f72,8b5e02f4aad96256d5a1c7e77630f5c7514818ca592fe6aee9fbebed3328fe1a
human-domainome-v1,Q8IYH5_PF00249_653,foldseek-family-b9d7186d8578,b6ef79e0112bd5f206fe98bb27daf85e00df848d2d14c4275ab2b5d638257aa6
human-domainome-v1,Q8IZQ8_PF02037_363,foldseek-family-18dd82217f72,e7aeee71fef17599239bd74b113264ec151a682f900ea80c45b50deb422dc5ce
human-domainome-v1,Q8N157_PF00018_1053,foldseek-family-8842538ce269,5848cdedbb055d26087afad83ec84a8713860b27f2c69e7d189066d9419ced97
human-domainome-v1,Q8N3X1_PF00397_200,foldseek-family-27989bda9f98,43f6b9bdc4ac3f63d6716750d6c90892d0239c87104166dc3723964ade665d4d
human-domainome-v1,Q8N3X1_PF00397_593,foldseek-family-884cb2600e9f,54a5efb40b1412c84191396f9f15541bfe9a27b94a6a400e06a06845aad39734
human-domainome-v1,Q8N5C8_PF02845_12,foldseek-family-fc9842b67ba3,e1a71f86d9d5f5445bae1fbd20ab7b4a00610df4c7323feb924a35d6378ff8c1
human-domainome-v1,Q8N8B7_PF08711_30,foldseek-family-82e139eeaa87,198655f5a8a707116e6a8f5b3b473ef62a4be597079e25a74eef6c0c87c2fa18
human-domainome-v1,Q8NB78_PF07496_139,foldseek-family-3e766d04927b,e238b9a0b182bd83a77f6247311ca286dbd7113dcd99c0d4759056f852dbfd18
human-domainome-v1,Q8ND56_PF12701_7,foldseek-family-251b24f5856b,1e4e6164da5e139f7cbb5914514d77548ecc66a5b7be14a9904ab45886a0806a
human-domainome-v1,Q8NEA6_PF00096_414,foldseek-family-4a10d7d27713,b24965dc605bb8ba16a918f6750422c74b32573d384c2b9b28d8a4055db10221
human-domainome-v1,Q8NEA6_PF00096_473,foldseek-family-4a10d7d27713,db3690960e532d2fac0996f9e263dc2a5e4f9ba8fc2798a63b79c968668ef9e5
human-domainome-v1,Q8NFW5_PF00046_73,foldseek-family-8fdcdcc01614,673bfec43a69bcc0e1fc1262e0a93e4a6be9670708f904372e9474cbe1956887
human-domainome-v1,Q8NHM5_PF16866_656,foldseek-family-f2d59d392b38,f8ebfb70adb8b5575ab89977d5c185cad4d0b637ad8a47f8c56b797fcf159a7b
human-domainome-v1,Q8TAT5_PF00641_316,foldseek-family-6536a86514bd,1175163497021d58893e644c2b2b83e468bbf782d654c8941a4562612685424e
human-domainome-v1,Q8TDD2_PF00096_325,foldseek-family-4a10d7d27713,d4c1c7bf168410a418318f389d795de78f83bdaf61d82a8d129db23487947e6a
human-domainome-v1,Q8TDI0_PF00628_411,foldseek-family-3918385a7469,7813b8c9dce8f18ec7b806c1188368c68c0ced9edea3f631c1d35cf96d8f3b60
human-domainome-v1,Q8TEW0_PF00595_457,foldseek-family-2d3185287d98,ee1966cc54a6e7de838899c0a47b7b252618ba94b0ea223035ce7765eccc7265
human-domainome-v1,Q8WU90_PF18044_104,foldseek-family-bb6d0e6d7436,d50c6088e15e391153b877ba96ba6174d3dc598e623477dfa9360db0c583ab88
human-domainome-v1,Q8WWH4_PF07647_273,foldseek-family-4c49d3340b9a,e05d654ec011161f556ffc757be4c45e8313c26f1ab9844810086f70453d4235
human-domainome-v1,Q8WXI2_PF00536_9,foldseek-family-4c49d3340b9a,e9a65b400dcd236a3c1101a7ff803537fe2c74812cd6e71b61bae05494193382
human-domainome-v1,Q92734_PF00564_6,foldseek-family-bbe21e8056a6,107d94c01ece193710ac7263267657b31d7b5fda1563dc2e92291c1d7126adfb
human-domainome-v1,Q92796_PF00595_222,foldseek-family-2d3185287d98,f1ee61f684c4480c8c308b4d8b61c7c8b46eabfdc2811bf76d734c1c095d467c
human-domainome-v1,Q92796_PF00595_383,foldseek-family-2d3185287d98,760903348fda246ecea8cc730e5e6eb510c55ba6c7e21259879aab8769b0714b
human-domainome-v1,Q92945_PF00013_142,foldseek-family-a3e41f03edc1,23fb6697f1a0e791c6fd945c316ae4d75a8b698d3809d525adb0ddf2c7a3d1e2
human-domainome-v1,Q92997_PF00778_2,foldseek-family-134047f4bde2,6aeeb265b68d84a275a58fdf03c415efa552fccb96242706130bddc3a275c4b6
human-domainome-v1,Q969G3_PF00505_67,foldseek-family-a7e0e568ea58,6f1fdb6fcd5acf1fb19865aa78a7875d4f19ee5de03635f6a4bdf4ae9e223c2f
human-domainome-v1,Q96AE4_PF00013_184,foldseek-family-a3e41f03edc1,48727b83b6ee9785086e7d4755b9b8d8c5e5331016e3806ee9b0727e46eaf90d
human-domainome-v1,Q96AE4_PF00013_98,foldseek-family-a3e41f03edc1,1e8b6c5888a0c025d02f732836ed9a642f35d365eacd8c8969e8e35cc5783ee8
human-domainome-v1,Q96CB8_PF00628_155,foldseek-family-117715f37951,751ba54656fbc9e70e4f9c1561e0ed0ae51e31777354b8a4ca7240e8e899ad62
human-domainome-v1,Q96DX7_PF00643_174,foldseek-family-ac5efd723589,906c91dae250f397c668249574b56282c4ca417d186875fd140bbc9661cca08e
human-domainome-v1,Q96FX2_PF05207_6,foldseek-family-da592febc08e,6c867f4062c007832fb148f9a5afc902c99ab5f569110baf3120a58f8f454ee5
human-domainome-v1,Q96GE6_PF13499_123,foldseek-family-569aab579f5c,ec542406e965c045548e06996647a003fd63e5da56b664579e4e9271c133f497
human-domainome-v1,Q96GE6_PF13499_48,foldseek-family-ffaa019d52f4,0bc43edc3d7c8ddd7d46309947f39154f0eaec7ec1c0e5380e7743401eb7b3a8
human-domainome-v1,Q96GM8_PF00642_298,foldseek-family-9cc45a3ec4a0,d7e33d7c1ed83a9092e1e80fb11e2da9f2ad92cedfa865c54b7acbe5eff11763
human-domainome-v1,Q96I24_PF00013_75,foldseek-family-a3e41f03edc1,a9f32c7c55856404344d5ab4d558300f700d5f8c510504795018f269a1615e9c
human-domainome-v1,Q96J02_PF00397_428,foldseek-family-0bd04fe9d2fe,a5a3a3137e50919c8987106a8ca35abec82d892a0431fa8f1e9f23cd2bd1611d
human-domainome-v1,Q96J02_PF00397_474,foldseek-family-7f65936f9f83,3540a81b83e7573dec61c3baa2fe60433269d5304c2f228c9824dcf5a7adae14
human-domainome-v1,Q96JN0_PF05225_353,foldseek-family-9c2b8dbd3a4a,e50792157af49897a7f05a46d52eb227c64658aeebaa37021d457dfaf0bd4c80
human-domainome-v1,Q96JY6_PF00412_284,foldseek-family-fc04d2f8ea8a,0db80b70071532e961f27aef2cd253da3c4b25771fb04f89e7966a45f465178c
human-domainome-v1,Q96K80_PF00642_138,foldseek-family-86c0300a1d65,a243ab44739b29750c75de4fec2cabd7ef5f7c71df6237c2c756d63458f87f96
human-domainome-v1,Q96KC8_PF00249_494,foldseek-family-b9d7186d8578,54bd562fe5b83232fa351fdef80bf7566e59ed71900d137cf8e66449e8ccb7d3
human-domainome-v1,Q96PU5_PF00397_184,foldseek-family-220b872fd07b,3acbdc7e073558fca5122adf05058107fd57492e1af7013805bee6714f73ad47
human-domainome-v1,Q96PU5_PF00397_381,foldseek-family-962a3f0c911b,45a7de5a13481af451de9c423ba79abf2626da41e5e55aacb5f2ddb1bf6039e0
human-domainome-v1,Q96PU5_PF00397_539,foldseek-family-0bd04fe9d2fe,926e172a8eefa5779477bea19c801011bb75d4c774c18b28ec4d225329cd0a80
human-domainome-v1,Q96QS3_PF00046_330,foldseek-family-8fdcdcc01614,c9abcf3ab035b716c0047bdb734713fc2edd3c4fbac83c92a8ccded5032acb7b
human-domainome-v1,Q96QZ7_PF00397_294,foldseek-family-0bd04fe9d2fe,faed94ff816dd1be8ae0ed00cac21718725f49f38c5c8f58e290ca02b328538e
human-domainome-v1,Q96QZ7_PF00397_352,foldseek-family-4b93420ec8a4,1cdb8ce12818193a0289b85419192071d71a548d4f681fedc73cafbe3a772bcc
human-domainome-v1,Q96RT1_PF00595_1321,foldseek-family-2d3185287d98,744d2b6c56b4be80d0806e92dbbaffb253227c446ecdd2af9a73b0b38a570198
human-domainome-v1,Q96T51_PF01363_639,foldseek-family-27678edfb38e,c79deb9cbcb61f8374c69844a1cb63a95e0c80ccdd7a93d36fc674d281c1733a
human-domainome-v1,Q99501_PF02187_209,foldseek-family-3d15caed445a,a33e3cbe1eae4ff4419a2d227e2c2975f40dd74d6bbe624bed5bb98917c412d7
human-domainome-v1,Q99543_PF00249_451,foldseek-family-b9d7186d8578,6fa29951dab56964ff0ed8762c3adf07057526f08c292ced4bd4298c0ef4a1aa
human-domainome-v1,Q99615_PF00226_382,foldseek-family-1dff15767f11,edc973e78126dc86fb0d2559697faa6cfde25fca3b32d5dfcca4b03fc707043d
human-domainome-v1,Q99684_PF00096_256,foldseek-family-4a10d7d27713,c9ee50e0e6334b64030fc9cf4b365df21826986e861259e44000c14b0438590b
human-domainome-v1,Q99684_PF00096_313,foldseek-family-4a10d7d27713,03832afc1d4da494951d9a79102ffd531138bb0aeb1e7306a5335c35474fe60a
human-domainome-v1,Q9BRP0_PF00096_215,foldseek-family-4a10d7d27713,49f686c706afd383198606ab5a3f1b06974af08affd07bd4040d5d78b308e1d6
human-domainome-v1,Q9BTC8_PF00249_265,foldseek-family-b9d7186d8578,525e8ceca72765dafaba559d86142cf339ca49fa501506ff810623841e43e1e7
human-domainome-v1,Q9BUJ2_PF02037_1,foldseek-family-18dd82217f72,9e1750ab30aaa07a151cccda20fa47ca6b7004c35834fdaefff8659346e94f69
human-domainome-v1,Q9BV68_PF14369_11,foldseek-family-16b28b69c204,5874c6e85929294901f77ac7ca4692bbcc8faf39cebd0d3f862cd1f8a88f6c3b
human-domainome-v1,Q9BY11_PF14604_387,foldseek-family-8842538ce269,eeac9c53801efd635729d295ce239d3108162a1775d5003150cf9ed5e7a2ef2f
human-domainome-v1,Q9BYM8_PF01485_369,foldseek-family-335fa08b324c,7a8cdabb76238d1b8c9d0f4b934efaa0311975aea7352c810cbc533fa1c9032a
human-domainome-v1,Q9BZM3_PF00046_204,foldseek-family-8fdcdcc01614,4588c26d69aa0d7895fb82110c6678419fc5db5cdf96e89298d186233cba8b03
human-domainome-v1,Q9C030_PF00643_93,foldseek-family-ac5efd723589,192e7ab50bdd42a918f0589981cf7dfc92c6412557d7d371df0bfc1e5af167c5
human-domainome-v1,Q9C0A1_PF00046_1859,foldseek-family-8fdcdcc01614,c2116bb3cbe1eae30b63d5114e29adaea6811523602b6e813a4ee4e0427bf26e
human-domainome-v1,Q9GZV5_PF00397_116,foldseek-family-0bd04fe9d2fe,524784695c613b988461f5a4381ba2e5cccd901ae3e442b82f5b782481b97d56
human-domainome-v1,Q9H000_PF00642_37,foldseek-family-a423bed6ae96,73ad1f4af3888b9bb37082b1cf7b05a9cf212aeec48df5326a6e66274dca915d
human-domainome-v1,Q9H0A6_PF00612_189,foldseek-family-b3cc2e57a297,51091e633c6bc1094b77ef694a97df5a568366502cf8afb5428d7442424b5448
human-domainome-v1,Q9H0M0_PF00397_343,foldseek-family-0bd04fe9d2fe,af4259f05f73ff98e1af1a1676d5b5155e9027202f1fef53a869e78a4de958b9
human-domainome-v1,Q9H161_PF00046_216,foldseek-family-8fdcdcc01614,72d9a1e98e3569383df4295530364f12068e4520c16846e19f9848add6dd985e
human-domainome-v1,Q9H2P0_PF00046_770,foldseek-family-4d477f2a91d5,885316374a153e99a957e38fce6499bc183e2c78969cdae7a52ed7b22d7201de
