assay_id,filename,uniprot_id,taxon,selection_type,coarse_selection_type,protein_length,total_rows,finite_rows,single_variants,multiple_variants,mutated_positions,unique_scores,invalid_mutation_codes,reference_mismatches,mutated_sequence_mismatches,duplicate_single_variants,eligible,exclusion_reasons
POLG_DEN26_Suphatrakul_2023,POLG_DEN26_Suphatrakul_2023.csv,POLG_DEN26,Virus,Growth,OrganismalFitness,900,16897,16897,16897,0,900,16424,0,0,0,0,True,
POLG_HCVJF_Qi_2014,POLG_HCVJF_Qi_2014.csv,POLG_HCVJF,Virus,Growth,OrganismalFitness,3033,1630,1630,1630,0,86,792,0,0,0,0,True,
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV_Tsuboyama_2023_2MXD.csv,POLG_PESV,Virus,cDNA display proteolysis,Stability,53,5130,5130,995,4135,53,995,0,0,0,0,True,
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN_Majithia_2016.csv,PPARG_HUMAN,Human,FACS,Activity,505,9576,9576,9576,0,504,5862,0,0,0,0,True,
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN_Miller_2022.csv,PPM1D_HUMAN,Human,quantification and selection of GFP-positive cells by flow cytometry after DNA damage induced by daunorubicin,OrganismalFitness,605,7889,7889,7889,0,420,2405,0,0,0,0,True,
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN_Tsuboyama_2023_1UZC.csv,PR40A_HUMAN,Human,cDNA display proteolysis,Stability,63,2033,2033,1163,870,63,1163,0,0,0,0,True,
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN_Clausen_2023.csv,PRKN_HUMAN,Human,FACS,Expression,465,8756,8756,8756,0,465,8756,0,0,0,0,True,
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2_Tsuboyama_2023_1PSE.csv,PSAE_PICP2,Prokaryote,cDNA display proteolysis,Stability,68,1579,1579,1219,360,68,1219,0,0,0,0,True,
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN_Matreyek_2021.csv,PTEN_HUMAN,Human,Protein stability,Expression,403,5083,5083,5083,0,383,5002,0,0,0,0,True,
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN_Mighell_2018.csv,PTEN_HUMAN,Human,lipid phosphatase activity,Activity,403,7260,7260,7260,0,403,7230,0,0,0,0,True,
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1_Haddox_2018.csv,Q2N0S5_9HIV1,Virus,Growth,OrganismalFitness,860,12729,12729,12729,0,670,12729,0,0,0,0,True,
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR.csv,Q53Z42_HUMAN,Human,nan,Binding,365,3344,3344,3344,0,180,1083,0,0,0,0,True,
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN_McShan_2019_expression.csv,Q53Z42_HUMAN,Human,nan,Expression,365,3344,3344,3344,0,180,1445,0,0,0,0,True,
Q59976_STRSQ_Romero_2015,Q59976_STRSQ_Romero_2015.csv,Q59976_STRSQ,Prokaryote,Activity,Activity,501,2999,2999,2999,0,500,1758,0,0,0,0,True,
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI_Somermeyer_2022.csv,Q6WV12_9MAXI,Eukaryote,FACS,Activity,222,31401,31401,1141,30260,220,1141,0,0,0,0,True,
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA_Meier_2023.csv,Q837P4_ENTFA,Prokaryote,Growth,Activity,589,697,697,697,0,38,696,0,0,0,0,True,
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA_Meier_2023.csv,Q837P5_ENTFA,Prokaryote,Growth,Activity,571,747,747,747,0,41,747,0,0,0,0,True,
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID_Somermeyer_2022.csv,Q8WTC7_9CNID,Eukaryote,FACS,Activity,238,33510,33510,1201,32309,234,1199,0,0,0,0,True,
R1AB_SARS2_Flynn_2022,R1AB_SARS2_Flynn_2022.csv,R1AB_SARS2,Virus,nan,OrganismalFitness,306,5725,5725,5725,0,303,5725,0,0,0,0,True,
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA_Tsuboyama_2023_2CJJ.csv,RAD_ANTMA,Eukaryote,cDNA display proteolysis,Stability,54,912,912,774,138,54,774,0,0,0,0,True,
RAF1_HUMAN_Zinkus-Boltz_2019,RAF1_HUMAN_Zinkus-Boltz_2019.csv,RAF1_HUMAN,Human,binding assays,OrganismalFitness,648,297,297,297,0,39,231,0,0,0,0,False,too_few_single_variants
RASH_HUMAN_Bandaru_2017,RASH_HUMAN_Bandaru_2017.csv,RASH_HUMAN,Human,activity,Activity,189,3134,3134,3134,0,165,3134,0,0,0,0,True,
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN_Weng_2022_abundance.csv,RASK_HUMAN,Human,nan,Expression,188,26012,26012,3066,22946,184,3066,0,0,0,0,True,
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN_Weng_2022_binding-DARPin_K55.csv,RASK_HUMAN,Human,nan,Binding,188,24873,24873,3084,21789,185,3084,0,0,0,0,True,
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN_Tsuboyama_2023_2KWH.csv,RBP1_HUMAN,Human,cDNA display proteolysis,Stability,52,1332,1332,975,357,52,975,0,0,0,0,True,
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH_Tsuboyama_2023_5OAO.csv,RCD1_ARATH,Eukaryote,cDNA display proteolysis,Stability,57,1261,1261,988,273,57,988,0,0,0,0,True,
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD_Tsuboyama_2023_1ORC.csv,RCRO_LAMBD,Virus,cDNA display proteolysis,Stability,63,2278,2278,1195,1083,63,1195,0,0,0,0,True,
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN_Tsuboyama_2023_1IFY.csv,RD23A_HUMAN,Human,cDNA display proteolysis,Stability,44,1019,1019,798,221,44,798,0,0,0,0,True,
RDRP_I33A0_Li_2023,RDRP_I33A0_Li_2023.csv,RDRP_I33A0,Virus,Growth,OrganismalFitness,757,12003,12003,12003,0,754,11252,0,0,0,0,True,
REV_HV1H2_Fernandes_2016,REV_HV1H2_Fernandes_2016.csv,REV_HV1H2,Virus,Growth,OrganismalFitness,116,2147,2147,2147,0,113,2146,0,0,0,0,True,
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI_Tsuboyama_2023_2LCL.csv,RFAH_ECOLI,Prokaryote,cDNA display proteolysis,Stability,55,1326,1326,969,357,55,969,0,0,0,0,True,
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE_Tsuboyama_2023_1GYZ.csv,RL20_AQUAE,Prokaryote,cDNA display proteolysis,Stability,59,1461,1461,1121,340,59,1121,0,0,0,0,True,
RL40A_YEAST_Mavor_2016,RL40A_YEAST_Mavor_2016.csv,RL40A_YEAST,Eukaryote,Growth,OrganismalFitness,128,1253,1253,1253,0,75,1099,0,0,0,0,True,
RL40A_YEAST_Roscoe_2013,RL40A_YEAST_Roscoe_2013.csv,RL40A_YEAST,Eukaryote,Growth,OrganismalFitness,128,1195,1195,1195,0,75,1195,0,0,0,0,True,
RL40A_YEAST_Roscoe_2014,RL40A_YEAST_Roscoe_2014.csv,RL40A_YEAST,Eukaryote,Binding,Activity,128,1380,1380,1380,0,75,1380,0,0,0,0,True,
RNC_ECOLI_Weeks_2023,RNC_ECOLI_Weeks_2023.csv,RNC_ECOLI,Prokaryote,FACS,Activity,226,4277,4277,4277,0,226,4277,0,0,0,0,True,
RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434_Tsuboyama_2023_1R69.csv,RPC1_BP434,Virus,cDNA display proteolysis,Stability,61,1459,1459,1124,335,61,1124,0,0,0,0,True,
RPC1_LAMBD_Li_2019_high-expression,RPC1_LAMBD_Li_2019_high-expression.csv,RPC1_LAMBD,Virus,FACS,Activity,237,351,351,351,0,59,351,0,0,0,0,False,too_few_single_variants
RPC1_LAMBD_Li_2019_low-expression,RPC1_LAMBD_Li_2019_low-expression.csv,RPC1_LAMBD,Virus,FACS,Activity,237,351,351,351,0,59,351,0,0,0,0,False,too_few_single_variants
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE_Tsuboyama_2023_1A32.csv,RS15_GEOSE,Prokaryote,cDNA display proteolysis,Stability,63,1195,1195,1195,0,63,1195,0,0,0,0,True,
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN_Yee_2023_abundance.csv,S22A1_HUMAN,Human,FACS,Expression,553,9803,9803,9803,0,547,9803,0,0,0,0,True,
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN_Yee_2023_activity.csv,S22A1_HUMAN,Human,Growth,Activity,553,10094,10094,10094,0,547,10094,0,0,0,0,True,
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE_Tsuboyama_2023_2YSB.csv,SAV1_MOUSE,Eukaryote,cDNA display proteolysis,Stability,43,965,965,679,286,42,679,0,0,0,0,True,
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM_Tsuboyama_2023_2JVG.csv,SBI_STAAM,Prokaryote,cDNA display proteolysis,Stability,56,1025,1025,1025,0,56,1025,0,0,0,0,True,
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN_Young_2021.csv,SC6A4_HUMAN,Human,Fluorescence,Activity,630,11576,11576,11576,0,612,11526,0,0,0,0,True,
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR_Tsuboyama_2023_2QFF.csv,SCIN_STAAR,Prokaryote,cDNA display proteolysis,Stability,70,1212,1212,1212,0,70,1212,0,0,0,0,True,
SCN5A_HUMAN_Glazer_2019,SCN5A_HUMAN_Glazer_2019.csv,SCN5A_HUMAN,Human,nan,OrganismalFitness,2016,224,224,224,0,12,204,0,0,0,0,False,too_few_single_variants;too_few_positions
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU_Tsuboyama_2023_1PV0.csv,SDA_BACSU,Prokaryote,cDNA display proteolysis,Stability,44,2770,2770,834,1936,44,834,0,0,0,0,True,
SERC_HUMAN_Xie_2023,SERC_HUMAN_Xie_2023.csv,SERC_HUMAN,Human,nan,OrganismalFitness,370,1914,1914,1914,0,366,1914,0,0,0,0,True,
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN_Kwon_2022.csv,SHOC2_HUMAN,Human,Survival (dosed with trametinib),OrganismalFitness,582,10972,10972,10972,0,578,10972,0,0,0,0,True,
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN_Tsuboyama_2023_7JJK.csv,SOX30_HUMAN,Human,cDNA display proteolysis,Stability,57,1010,1010,1010,0,57,1010,0,0,0,0,True,
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU_Tsuboyama_2023_1LP1.csv,SPA_STAAU,Prokaryote,cDNA display proteolysis,Stability,55,2105,2105,1035,1070,55,1035,0,0,0,0,True,
SPG1_STRSG_Olson_2014,SPG1_STRSG_Olson_2014.csv,SPG1_STRSG,Prokaryote,Binding,Binding,448,536962,536962,1045,535917,55,959,0,0,0,0,True,
SPG1_STRSG_Wu_2016,SPG1_STRSG_Wu_2016.csv,SPG1_STRSG,Prokaryote,binding,Binding,448,149360,149360,76,149284,4,76,0,0,0,0,False,too_few_single_variants;too_few_positions
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG_Tsuboyama_2023_5UBS.csv,SPG2_STRSG,Prokaryote,cDNA display proteolysis,Stability,56,1451,1451,1029,422,56,1029,0,0,0,0,True,
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2_Starr_2020_binding.csv,SPIKE_SARS2,Virus,Binding,Binding,1273,3802,3802,3802,0,201,451,0,0,0,0,True,
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2_Starr_2020_expression.csv,SPIKE_SARS2,Virus,Binding,Expression,1273,3798,3798,3798,0,201,392,0,0,0,0,True,
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK_Tsuboyama_2023_1TUD.csv,SPTN1_CHICK,Eukaryote,cDNA display proteolysis,Stability,60,3201,3201,1051,2150,60,1051,0,0,0,0,True,
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE_Tsuboyama_2023_2RRU.csv,SQSTM_MOUSE,Eukaryote,cDNA display proteolysis,Stability,40,707,707,707,0,40,707,0,0,0,0,True,
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH_Tsuboyama_2023_2N88.csv,SR43C_ARATH,Eukaryote,cDNA display proteolysis,Stability,48,1583,1583,889,694,48,889,0,0,0,0,True,
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN_Tsuboyama_2023_2O2W.csv,SRBS1_HUMAN,Human,cDNA display proteolysis,Stability,67,1556,1556,1211,345,67,1211,0,0,0,0,True,
SRC_HUMAN_Ahler_2019,SRC_HUMAN_Ahler_2019.csv,SRC_HUMAN,Human,Growth,Activity,536,3372,3372,3372,0,246,3372,0,0,0,0,True,
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM.csv,SRC_HUMAN,Human,nan,Activity,536,3637,3637,3637,0,247,3637,0,0,0,0,True,
SRC_HUMAN_Nguyen_2022,SRC_HUMAN_Nguyen_2022.csv,SRC_HUMAN,Human,nan,OrganismalFitness,536,3366,3366,3366,0,246,3366,0,0,0,0,True,
SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN_Weile_2017.csv,SUMO1_HUMAN,Human,complementation,OrganismalFitness,101,1700,1700,1700,0,96,1700,0,0,0,0,True,
SYUA_HUMAN_Newberry_2020,SYUA_HUMAN_Newberry_2020.csv,SYUA_HUMAN,Human,Growth,OrganismalFitness,140,2497,2497,2497,0,139,2497,0,0,0,0,True,
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN_Bolognesi_2019.csv,TADBP_HUMAN,Human,Growth,OrganismalFitness,414,1196,1196,1196,0,84,1196,0,0,0,0,True,
TAT_HV1BR_Fernandes_2016,TAT_HV1BR_Fernandes_2016.csv,TAT_HV1BR,Virus,Growth,OrganismalFitness,86,1577,1577,1577,0,83,1577,0,0,0,0,True,
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE_Tsuboyama_2023_1E0L.csv,TCRG1_MOUSE,Eukaryote,cDNA display proteolysis,Stability,37,1058,1058,621,437,35,621,0,0,0,0,True,
THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST_Tsuboyama_2023_2WQG.csv,THO1_YEAST,Eukaryote,cDNA display proteolysis,Stability,41,1279,1279,656,623,41,656,0,0,0,0,True,
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN_Tsuboyama_2023_5JRT.csv,TNKS2_HUMAN,Human,cDNA display proteolysis,Stability,59,1479,1479,1118,361,59,1118,0,0,0,0,True,
TPK1_HUMAN_Weile_2017,TPK1_HUMAN_Weile_2017.csv,TPK1_HUMAN,Human,complementation,OrganismalFitness,243,3181,3181,3181,0,241,3175,0,0,0,0,True,
TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN_Matreyek_2018.csv,TPMT_HUMAN,Human,Protein stability,Expression,245,3648,3648,3648,0,241,3648,0,0,0,0,True,
TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN_Bridgford_2020.csv,TPOR_HUMAN,Human,Growth,OrganismalFitness,635,562,562,562,0,31,562,0,0,0,0,True,
TRPC_SACS2_Chan_2017,TRPC_SACS2_Chan_2017.csv,TRPC_SACS2,Prokaryote,Growth,OrganismalFitness,248,1519,1519,1519,0,80,1514,0,0,0,0,True,
TRPC_THEMA_Chan_2017,TRPC_THEMA_Chan_2017.csv,TRPC_THEMA,Prokaryote,Growth,OrganismalFitness,252,1519,1519,1519,0,80,1514,0,0,0,0,True,
UBC9_HUMAN_Weile_2017,UBC9_HUMAN_Weile_2017.csv,UBC9_HUMAN,Human,complementation,OrganismalFitness,159,2563,2563,2563,0,158,2561,0,0,0,0,True,
UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN_Tsuboyama_2023_3L1X.csv,UBE4B_HUMAN,Human,cDNA display proteolysis,Stability,69,3622,3622,1118,2504,69,1118,0,0,0,0,True,
UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE_Starita_2013.csv,UBE4B_MOUSE,Eukaryote,Auto-ubiquitination,Activity,1173,899,899,899,0,102,840,0,0,0,0,True,
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN_Tsuboyama_2023_1I2T.csv,UBR5_HUMAN,Human,cDNA display proteolysis,Stability,58,1453,1453,1094,359,58,1094,0,0,0,0,True,
VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22_Tsuboyama_2023_2GP8.csv,VG08_BPP22,Virus,cDNA display proteolysis,Stability,40,723,723,723,0,40,723,0,0,0,0,True,
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK_Tsuboyama_2023_1YU5.csv,VILI_CHICK,Eukaryote,cDNA display proteolysis,Stability,65,2568,2568,1202,1366,65,1202,0,0,0,0,True,
VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN_Chiasson_2020_abundance.csv,VKOR1_HUMAN,Human,Fluorescence,Expression,163,2695,2695,2695,0,162,2695,0,0,0,0,True,
VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN_Chiasson_2020_activity.csv,VKOR1_HUMAN,Human,enzymatic activity,Activity,163,697,697,697,0,152,665,0,0,0,0,True,
VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7_Tsuboyama_2023_2WNM.csv,VRPI_BPT7,Virus,cDNA display proteolysis,Stability,56,1047,1047,1047,0,56,1047,0,0,0,0,True,
YAIA_ECOLI_Tsuboyama_2023_2KVT,YAIA_ECOLI_Tsuboyama_2023_2KVT.csv,YAIA_ECOLI,Prokaryote,cDNA display proteolysis,Stability,52,1890,1890,928,962,52,928,0,0,0,0,True,
YAP1_HUMAN_Araya_2012,YAP1_HUMAN_Araya_2012.csv,YAP1_HUMAN,Human,Binding,Binding,504,10075,10075,362,9713,33,362,0,0,0,0,False,too_few_single_variants
YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU_Tsuboyama_2023_2JVD.csv,YNZC_BACSU,Prokaryote,cDNA display proteolysis,Stability,39,2300,2300,714,1586,39,714,0,0,0,0,True,
