assay_id,uniprot_id,uniprot_accession,target_sequence_sha256,target_length,assay_start,assay_end,assayed_residues,mapped_residues,mapping_coverage,canonical_start,canonical_end
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,Q58FS3,c9918fe88f285d300c5af6f2501cac3dbedf8d4571194ea8827674b1a852f5f9,54,1,54,54,54,1.0,10.0,63.0
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,P01112,d9360238882c010c8474ef1eba1d2532cd96e706c7d7f689ea2014f37f8f886c,189,1,189,189,189,1.0,1.0,189.0
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,P01116,9a0ed04ef46e15865a90f9dd0808d7d12c94746c66b0f41228aa2e62516ccbca,188,1,188,188,167,0.8882978723404256,1.0,187.0
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,P01116,9a0ed04ef46e15865a90f9dd0808d7d12c94746c66b0f41228aa2e62516ccbca,188,1,188,188,167,0.8882978723404256,1.0,187.0
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,Q15311,bed87fed8b26fe918f582c046a7c399f2e83624845a5ae1476758b73d98ee77f,52,1,52,52,51,0.9807692307692307,393.0,444.0
RCD1_ARATH_Tsuboyama_2023_5OAO,RCD1_ARATH,Q8RY59,1940ae5884d2fb3502042b31e05528006d3b0764f9b01b374902d6668e21bb41,57,1,57,57,57,1.0,511.0,567.0
RCRO_LAMBD_Tsuboyama_2023_1ORC,RCRO_LAMBD,P03040,24b2e5875f4a52e610ee511050f4c345d6feceaeb3666c4199049d2ef846db62,63,1,63,63,54,0.8571428571428571,3.0,56.0
RD23A_HUMAN_Tsuboyama_2023_1IFY,RD23A_HUMAN,P54725,563296d6558ac2ef2c01fa9956b485a1c16ed10d686668d95d556fe332243691,44,1,44,44,44,1.0,161.0,204.0
RDRP_I33A0_Li_2023,RDRP_I33A0,P03430,2fe9f77e6349d3fe15e9e58baa3c45f3521f004eee905e1da1312eddf60aed81,757,1,757,757,757,1.0,1.0,757.0
REV_HV1H2_Fernandes_2016,REV_HV1H2,P04618,19dc6b99f4ee9fdb7b2b0ce2b74acad96ed300e4e6aad826ced3ce4f9cb6baad,116,1,116,116,115,0.9913793103448276,1.0,116.0
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,P0AFW0,74b06461a9d1b2d2026bcbc9f3d4238585f14ef6bd4cd9f4ffbd418363d7d5ff,55,1,55,55,55,1.0,108.0,162.0
RL20_AQUAE_Tsuboyama_2023_1GYZ,RL20_AQUAE,O67086,d99d3bf28cca30b8ca67b8688484028256d8811c51988482526eff8c5f09d0ab,59,1,59,59,59,1.0,59.0,117.0
RL40A_YEAST_Mavor_2016,RL40A_YEAST,P0CH08,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,1,128,128,128,1.0,1.0,128.0
RL40A_YEAST_Roscoe_2013,RL40A_YEAST,P0CH08,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,1,128,128,128,1.0,1.0,128.0
RL40A_YEAST_Roscoe_2014,RL40A_YEAST,P0CH08,e0994d34ed825eedcb77af161b75cacde1582939e7dd37d285a401fb9871cfa9,128,1,128,128,128,1.0,1.0,128.0
RNC_ECOLI_Weeks_2023,RNC_ECOLI,P0A7Y0,55249da877dc897d5de314c2b4a023ec52b5a5d892054bb094a2fc13aeede3a5,226,1,226,226,226,1.0,1.0,226.0
RPC1_BP434_Tsuboyama_2023_1R69,RPC1_BP434,P16117,e5ac12deb24d9b937b86b44db8d6c64a47c5107772b1762d648501d25147ce06,61,1,61,61,61,1.0,2.0,62.0
RS15_GEOSE_Tsuboyama_2023_1A32,RS15_GEOSE,P05766,23260d892b2f1c7be955c13686082906af03865240d0a6da8e5a7bea65e592ce,63,1,63,63,63,1.0,24.0,86.0
S22A1_HUMAN_Yee_2023_abundance,S22A1_HUMAN,O15245,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,1,553,553,553,1.0,2.0,554.0
S22A1_HUMAN_Yee_2023_activity,S22A1_HUMAN,O15245,d601ee0a15fee3f217a4d46ed3a7c1e668acc1c1ca7fadb13b341fbc2ea6e4a4,553,1,553,553,553,1.0,2.0,554.0
SAV1_MOUSE_Tsuboyama_2023_2YSB,SAV1_MOUSE,Q8VEB2,a33e27b03fd4cd2408b350a29777dd57e8caeb94c9ff4259ca7e29d67e1af0b5,43,1,43,43,36,0.8372093023255814,198.0,233.0
SBI_STAAM_Tsuboyama_2023_2JVG,SBI_STAAM,Q931F4,071c87e2610af6a89e89c6a0499a9fb71b0506d220c123c4589e0956152a3686,56,1,56,56,56,1.0,205.0,260.0
SC6A4_HUMAN_Young_2021,SC6A4_HUMAN,P31645,08ab69187b319cff68eba5e95e6d06f77a7a8e75e4b1a83c000f7ed2c160d37f,630,1,630,630,630,1.0,1.0,630.0
SCIN_STAAR_Tsuboyama_2023_2QFF,SCIN_STAAR,Q6GFB4,b3484249ba19f9455763ce7c70b60e32175da414446350e1dc457356fdfa05a5,70,1,70,70,70,1.0,42.0,111.0
SDA_BACSU_Tsuboyama_2023_1PV0,SDA_BACSU,Q7WY62,9b8a19a58ca0ba318b0c339a4c794cb3a19356dbf1bca9d8f81b3a1df7cadbef,44,1,44,44,44,1.0,7.0,50.0
SERC_HUMAN_Xie_2023,SERC_HUMAN,Q9Y617,47ac6e9f63a78f48d4b7c4695d9271ae3d7b713159ee6909746fca1f43d8778f,370,1,370,370,370,1.0,1.0,370.0
SHOC2_HUMAN_Kwon_2022,SHOC2_HUMAN,Q9UQ13,f7c01224ad8e3f540f7346297cba253f13fd910ff86409e25862e5f392e87e31,582,1,582,582,582,1.0,1.0,582.0
SOX30_HUMAN_Tsuboyama_2023_7JJK,SOX30_HUMAN,O94993,1e7d90f7e45b1d812faaf128eb396b0904fa71ff19238f2308996b3df224f942,57,1,57,57,57,1.0,339.0,395.0
SPA_STAAU_Tsuboyama_2023_1LP1,SPA_STAAU,P38507,5fd7bb16a69b9446c49b8cbe0e283cb065424c7b8b542181420d682c704ed3fd,55,1,55,55,41,0.7454545454545455,215.0,269.0
SPG1_STRSG_Olson_2014,SPG1_STRSG,P06654,296c9ffb8add18b7266735007286ea2d58f4fa839c762d10a45b3ea72405d9f2,448,1,448,448,447,0.9977678571428571,1.0,448.0
SPG2_STRSG_Tsuboyama_2023_5UBS,SPG2_STRSG,P19909,d15b14deff888939d5f6c974ab66c92773aae3d07810cc067425f5ce1f60680e,56,1,56,56,50,0.8928571428571429,303.0,357.0
SPIKE_SARS2_Starr_2020_binding,SPIKE_SARS2,P0DTC2,794d56c4e53ad15197d12fcee6c8231e888d2fc60728f4ef875561b80af2639d,1273,1,1273,1273,1273,1.0,1.0,1273.0
SPIKE_SARS2_Starr_2020_expression,SPIKE_SARS2,P0DTC2,794d56c4e53ad15197d12fcee6c8231e888d2fc60728f4ef875561b80af2639d,1273,1,1273,1273,1273,1.0,1.0,1273.0
SPTN1_CHICK_Tsuboyama_2023_1TUD,SPTN1_CHICK,P07751,5fe7d9ad6e17486d30f09a64b0e4317afde6f028bb243c91b9636b2becd865b2,60,1,60,60,47,0.7833333333333333,952.0,1010.0
SQSTM_MOUSE_Tsuboyama_2023_2RRU,SQSTM_MOUSE,Q64337,3ebd72dcf86882d7f69f633cd9431f6c598826aedce6bdf8eee3a13d436a3165,40,1,40,40,40,1.0,395.0,434.0
SR43C_ARATH_Tsuboyama_2023_2N88,SR43C_ARATH,O22265,81346251006cd7699ec780db8c419274f1044e32371600068db7abd2a89b0e53,48,1,48,48,48,1.0,320.0,367.0
SRBS1_HUMAN_Tsuboyama_2023_2O2W,SRBS1_HUMAN,Q9BX66,9a91e2de3c9815ba9e48ff0866794adaea4df6e49cfc3e43ec262cb2f2aaa74a,67,1,67,67,61,0.9104477611940298,870.0,930.0
SRC_HUMAN_Ahler_2019,SRC_HUMAN,P12931,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,1,536,536,536,1.0,1.0,536.0
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,SRC_HUMAN,P12931,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,1,536,536,536,1.0,1.0,536.0
SRC_HUMAN_Nguyen_2022,SRC_HUMAN,P12931,bfb0c691493b552212f52a3e68ec9d6c2e67dc37339f19b6e71c22fd202292f8,536,1,536,536,536,1.0,1.0,536.0
SUMO1_HUMAN_Weile_2017,SUMO1_HUMAN,P63165,2f67b0398c769dc5deb575f46362e1cad7c5a647adac36d48ce8538043ff075d,101,1,101,101,101,1.0,1.0,101.0
SYUA_HUMAN_Newberry_2020,SYUA_HUMAN,P37840,a421d4b21d1150fb3bf2a8bf74b34b76d01ae9f6574d84066be505ca5e049533,140,1,140,140,134,0.9571428571428572,1.0,140.0
TADBP_HUMAN_Bolognesi_2019,TADBP_HUMAN,Q13148,db904fb6bea3d836fa9c2d870a738e324e79a98b89b69b5f2492e9772b7efbb7,414,1,414,414,414,1.0,1.0,414.0
TAT_HV1BR_Fernandes_2016,TAT_HV1BR,P04610,ca28e9ad15eb17c0ba23b08a2ced50e2a8d5226ea97dae1b510352e319627873,86,1,86,86,79,0.9186046511627907,1.0,86.0
TCRG1_MOUSE_Tsuboyama_2023_1E0L,TCRG1_MOUSE,Q8CGF7,e3ec13d0d7ff066ef89bd037ff6ad5e5b5afb226d4a954d78710461bc66d822d,37,1,37,37,37,1.0,430.0,466.0
THO1_YEAST_Tsuboyama_2023_2WQG,THO1_YEAST,P40040,6b772d193945b6f46cb6fed83b7e9d68765a645d1f8e25672ad43417d4eed0df,41,1,41,41,39,0.9512195121951219,2.0,41.0
TNKS2_HUMAN_Tsuboyama_2023_5JRT,TNKS2_HUMAN,Q9H2K2,fcbf51690593f159b448e4d47147a543231a8a73fae790171cb93b1b5c7d3b3c,59,1,59,59,57,0.9661016949152542,876.0,934.0
TPK1_HUMAN_Weile_2017,TPK1_HUMAN,Q9H3S4,f0559a57916fe3476edde5fcf068226659ef805c10686332ab7582655fa2ffc7,243,1,243,243,243,1.0,1.0,243.0
TPMT_HUMAN_Matreyek_2018,TPMT_HUMAN,P51580,059d7c2c8feb87a96ccef6fc7f4866895687212f5bb9393c910970133e134081,245,1,245,245,245,1.0,1.0,245.0
TPOR_HUMAN_Bridgford_2020,TPOR_HUMAN,P40238,a74ceb2bf389952cef98a99c475bb870eb0ecf75c88e1802fee05bb8ddba44ca,635,1,635,635,634,0.9984251968503937,1.0,635.0
TRPC_SACS2_Chan_2017,TRPC_SACS2,Q06121,a5678301cecc2d1e42270d7e64a76f678362100308cd5657af6effe43adc8e9c,248,1,248,248,248,1.0,1.0,248.0
TRPC_THEMA_Chan_2017,TRPC_THEMA,Q56319,6ca2a19c3bc5eeef7bceee36098d50d20b49a9f2ae57b320afc2b026b593b08e,252,1,252,252,251,0.996031746031746,1.0,252.0
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,P63279,3210d6959f171a29a0e8449c6288087f0aa00967347e5e487e9f02738add9e8c,159,1,159,159,158,0.9937106918238994,1.0,158.0
UBE4B_HUMAN_Tsuboyama_2023_3L1X,UBE4B_HUMAN,O95155,538bf66468f70ae9a6eb3207c783edfc131745450d0b5c16ef0056ee2b952706,69,1,69,69,69,1.0,1227.0,1295.0
UBE4B_MOUSE_Starita_2013,UBE4B_MOUSE,Q9ES00,e41f60f5bb7eefdd457c22b691222a67cc22093ad2cac6ab76d6943375d37c53,1173,1,1173,1173,1173,1.0,1.0,1173.0
UBR5_HUMAN_Tsuboyama_2023_1I2T,UBR5_HUMAN,O95071,864587b8306f76b5780c58ceaa873f4b72be8e7b10cfba989dbabf2a58d5242b,58,1,58,58,58,1.0,2393.0,2450.0
VG08_BPP22_Tsuboyama_2023_2GP8,VG08_BPP22,,b6f87533a8ff1ef31f51b628bd0fb5b33c8c62010febbcbf125b6dff215ac47e,40,1,40,40,0,0.0,,
VILI_CHICK_Tsuboyama_2023_1YU5,VILI_CHICK,P02640,dd13a6b338efcb4369528c7aaa0f5d44b20ba9b04606ec23a3cfbcb375a3bee0,65,1,65,65,65,1.0,762.0,826.0
VKOR1_HUMAN_Chiasson_2020_abundance,VKOR1_HUMAN,Q9BQB6,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,1,163,163,163,1.0,1.0,163.0
VKOR1_HUMAN_Chiasson_2020_activity,VKOR1_HUMAN,Q9BQB6,f8e6c25683dd1eb29c9ddee6be595cb5ac278018a028b0d07316b906a864763d,163,1,163,163,163,1.0,1.0,163.0
VRPI_BPT7_Tsuboyama_2023_2WNM,VRPI_BPT7,P03704,68324989bc95b7ba72f999975255bcbac96f5be75146e497b84ffedb9ad16300,56,1,56,56,56,1.0,8.0,63.0
YAIA_ECOLI_Tsuboyama_2023_2KVT,YAIA_ECOLI,P0AAN5,506d3ce81c0c4ce4b8f8ec79f98e48ccfd58c2b880cbe05c6e27f9ad36e71cd6,52,1,52,52,52,1.0,8.0,59.0
YNZC_BACSU_Tsuboyama_2023_2JVD,YNZC_BACSU,O31818,6d17003a58eaf6bf74df7eb050a0a13a1a755cf9ee007267fbd31cacf7794afc,39,1,39,39,39,1.0,1.0,39.0
