assay_id,uniprot_id,sequence_sha256,sequence_length,model,embedding_dimension,embedding_path,embedding_bytes,embedding_sha256,device
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,48ae6d5533dd7faf386b768e3da89f009ee6678a330e57c47be85385d5aca664,465,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-48ae6d5533dd7faf386b.npz,552567,8f56f40d6f4c967271f0d415fedc68b824a46e11b01a1100b5f3058a011acf8a,mps
I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,047e14194ab8a5f678415efb1c98c92684e67e02626bf959de09f569c022f335,498,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-047e14194ab8a5f67841.npz,590475,1fa1bb1c2e33daa86f007f9f631a6574c3c0ceb9b15a99d7badcbe812e7c635e,mps
IF1_ECOLI_Kelsic_2016,IF1_ECOLI,7693d167bfae34fc5345154a75e21dc6db164f9d80a2c79eb79999814eb0b62f,72,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-7693d167bfae34fc5345.npz,86208,7b29e7a9fc8354c1fb74ab69d22a5ed5a71df7a25493e1d896ddf7eddbef7b50,mps
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,3aa0de5eb3e584da4d5e8c760c2adcf342e07fdcf39a8735009630cb2c3a9c76,71,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-3aa0de5eb3e584da4d5e.npz,85047,219b6b73a5c2760fc20a7bd4fd9ce55c606122e981dea5710440f579f95eee89,mps
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,334df5d4e103746412eb4fe15c67c4d050bf175c603ce0498d913e0d2858cbaf,55,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-334df5d4e103746412eb.npz,65974,4c70c7d5deebfe5505b70d9a3d4b72ba95a38f13ace72cc270aae1c5ebd28a3e,mps
KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-1f7b8c1a071fab39209f.npz,153691,a445a45da87cad24706d9cd191fe9f0cb21b072c655c91585fbc6bd3254249d7,mps
KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,1f7b8c1a071fab39209fea0ac8ac89c9c520f149dd8f889f497fcf4f694fd479,129,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-1f7b8c1a071fab39209f.npz,153691,a445a45da87cad24706d9cd191fe9f0cb21b072c655c91585fbc6bd3254249d7,mps
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,88bfbcddd595e33da25f5ab224ce2b41cfaeacf488c7a7a51178d24d24e3b575,428,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-88bfbcddd595e33da25f.npz,508226,36873046885b8421f6feb169d58d641aa0b607f31ff37a395f3dfcddd351dc6e,mps
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,88bfbcddd595e33da25f5ab224ce2b41cfaeacf488c7a7a51178d24d24e3b575,428,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-88bfbcddd595e33da25f.npz,508226,36873046885b8421f6feb169d58d641aa0b607f31ff37a395f3dfcddd351dc6e,mps
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,acbf1fe51a97a2e90c2bcd13adabec985a63c501fae0f2a2cfcb46258abda56e,264,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-acbf1fe51a97a2e90c2b.npz,314239,bc17bc166396c4cfd9dc5b9d17ffd996b60e68686f75618d3810cb9d0f7c386c,mps
LGK_LIPST_Klesmith_2015,LGK_LIPST,58192f44a046f4d4aebdc02932369fe98654f17cf5656e564d553efda08ff5e4,439,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-58192f44a046f4d4aebd.npz,521910,089fd0168b1001e3569714f8fe6de4a8ee9694fda159e956e4f82ab476e52a6a,mps
MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,da41ceaba9f1c4fd6d9da3e8e6f439c9c2eabbd1b6a5fd2d6e847863419cc28c,41,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-da41ceaba9f1c4fd6d9d.npz,49346,1652b28d3723f8511062428a8accd8fa9c3b29518bf7361de6446a2795024f35,mps
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,e6d25f46034518bd87fba45a1b2a5b07fd5ed9d8c731cc42ca22457cccf5ac58,66,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e6d25f46034518bd87fb.npz,78967,8e246d3daedbcb85a413190e2f93584b4c6d998f82d4eeaa5cf25075319e7fb9,mps
MET_HUMAN_Estevam_2023,MET_HUMAN,81df7bdf1ca228f0a9664346b33823ab74dd126175c1825f28d1ed936fa77f69,287,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-81df7bdf1ca228f0a966.npz,342037,c9ccbc6374381805ab8073e9f4594858ee56e89e626c115bbe894927cfc1bc9a,mps
MK01_HUMAN_Brenan_2016,MK01_HUMAN,1670aefbe2d9baf3412d23252180a37554c5647a0ad5cb1fbd06bb18417aee49,360,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-1670aefbe2d9baf3412d.npz,428456,f6ac853c621c32b9d87ef7063485e7d6e95b849820e903715b589ecef4a6dcdd,mps
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,ae25940acad7662fe6055d8ad9219b7b2bc19a4e98fa934a31161c688f47fdfd,211,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-ae25940acad7662fe605.npz,250893,493b11112ba65e85a67b9206c23408301d06a5f0e9b6dad81c2f0edc6c32c1ed,mps
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,e27b898beec9c370e421fdcb5b7e37dd8801c81224cd397a021ec76dbe4096ea,934,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e27b898beec9c370e421.npz,1108277,498aebe5109c6c1c54c5ce209ff6536fb09e732c44d8a9ae97bf1fc4f05bec73,mps
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,d78bb1f564dcca3a1c20ef3c0d620ebaf981a39fc27ccc3e5237aca93afb7eb3,330,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-d78bb1f564dcca3a1c20.npz,392538,3e14abe23dbc542ba2f317f1c381c4ec70695b0e0806b3a2e6f0b26b80514d8a,mps
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,afd5e62b903eb642953b991f683bae2f9fc5b6220f2ea855627910d55974d7b4,656,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-afd5e62b903eb642953b.npz,778135,67f1d1292afb8c315d285fd49a55410bb2af001d40f08c6d87d0e10e566c0e97,mps
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,e4a68c4b8acb4d369e571d9d37d3e3f2c5675c6881b011349ca8110b10daf0cc,61,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e4a68c4b8acb4d369e57.npz,73276,86b32bf87bf16a110378b24569cdc9cc7ad6e9ab3ae3f7da2263d5a60117cb83,mps
NCAP_I34A1_Doud_2015,NCAP_I34A1,603391c59133e6e1484cd91f89d665933abd7ededbf3bc77bbd4bc6aa10094c9,498,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-603391c59133e6e1484c.npz,590531,49c37d4472d144ec1eaef009e1c8b756327181a669185846b0a92eac5bb1348e,mps
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,c9f6965638d2fd03c56238100627b8434704ee694d5fad714adb2ac8ca2d450a,61,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-c9f6965638d2fd03c562.npz,73243,36adc0e515a51ccf3bf4fe3c3618b13fa259bb47cf10b2d31b367cc26e6ae9f7,mps
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,4e24d009a2ddd244a0a0eb2cdff86a7c7afe8006103d97c723616088876f494e,1278,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-4e24d009a2ddd244a0a0.npz,1515560,ad42a79186d1bb2f1c84d669e5d276faa392f69a76c6864bb7d37bf4e0993788,mps
NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,14995400edc57f8b57e4c51846467559530c436ed34a22c00d6085db53c79549,164,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-14995400edc57f8b57e4.npz,195653,2f27e4145fcd21e0a4b29aaaff2a4ea7fbf9306c91e2991ffacfdf6669c46272,mps
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,7d61e64ba38de72f22d854c934eeacefabdf6b69da6e65de3a4d4762719699f3,69,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-7d61e64ba38de72f22d8.npz,82498,0750971848ac80936dab432770ab06cbb75271e000bfa1274667d38f97548740,mps
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,cfc7222703b572e6e9a896ad622aa1baa5aac0ba55a7423c4d3a158fa8fac4aa,55,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-cfc7222703b572e6e9a8.npz,66030,693bd470471455bb238e7506544491a77e84fa37be1085e9eee4a5c30aff6fbd,mps
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,9548d3ecc642b7ffaef7e386181a77157bab14756d5babcaf64647cc1db955f1,65,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-9548d3ecc642b7ffaef7.npz,78024,58e2e9ee5c022e1d6eee6c305cdf73374125c5ed990e9b752d74c6c55629c6d5,mps
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,186bf44bc89c64ff3960721d388a880973acbfe51ac75f71be7a057682185b09,44,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-186bf44bc89c64ff3960.npz,52912,013cfa69291f2565182a8d4be8de54a92fdaf3100231022e9fe27fe75fde8c4c,mps
OTC_HUMAN_Lo_2023,OTC_HUMAN,35d9672d82f6d9568b8af25ab5534caa47a1bdda9b27e554ad90f564f969cba4,354,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-35d9672d82f6d9568b8a.npz,420400,a607471e167b83d0dd3e182d74572936f9ae3700d5244858404772c17aca97ca,mps
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,873d9a9b99d438d0bd818814585ef4280d3ed3ff85ca668ab235e5a7478f2530,42,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-873d9a9b99d438d0bd81.npz,50522,1d7eaf31fa4fe4d0f8141e254bb42ee4efc2add84af2e4e02d0ade25d89f9ef8,mps
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,a0cf235fd832b8038bb819a871c9d7c97d6754b3d18a5563583860d2f23e5d71,364,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a0cf235fd832b8038bb8.npz,432957,73d9608f47f2540d0df23b3c6547a036ae70d0d0c1b851be6dd9e7efb3107feb,mps
OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,a0cf235fd832b8038bb819a871c9d7c97d6754b3d18a5563583860d2f23e5d71,364,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a0cf235fd832b8038bb8.npz,432957,73d9608f47f2540d0df23b3c6547a036ae70d0d0c1b851be6dd9e7efb3107feb,mps
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,a5cec053cd1989b7676255fc9467b6ffbc3e531b62f1e40558510b55e0ef27d6,393,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a5cec053cd1989b76762.npz,466459,89d4dd890f971d68d478b4ec42e10f68b5bc00f1f0334da79a437c009285c930,mps
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,a5cec053cd1989b7676255fc9467b6ffbc3e531b62f1e40558510b55e0ef27d6,393,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a5cec053cd1989b76762.npz,466459,89d4dd890f971d68d478b4ec42e10f68b5bc00f1f0334da79a437c009285c930,mps
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,a5cec053cd1989b7676255fc9467b6ffbc3e531b62f1e40558510b55e0ef27d6,393,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a5cec053cd1989b76762.npz,466459,89d4dd890f971d68d478b4ec42e10f68b5bc00f1f0334da79a437c009285c930,mps
P53_HUMAN_Kotler_2018,P53_HUMAN,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,393,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-e3ca60f18e3b6e98986a.npz,466429,de85ea319688e29882ec4624ea840f54f310961df9f455818ab239173e8be549,mps
P84126_THETH_Chan_2017,P84126_THETH,b7cf0832061e7437b4309c358ae2b5cca04d45e932da7e44257d640095432d81,254,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-b7cf0832061e7437b430.npz,302268,88847019cb8f9788a4d315c219ef8c1529a89030d6b1821a04c9e2d362248771,mps
PABP_YEAST_Melamed_2013,PABP_YEAST,2a5b4c57f9bda382849bd13eb1b7bcd4431d5c6c112150ca982df5735975fbc6,577,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-2a5b4c57f9bda382849b.npz,686194,022340401c7cefc60f4871389db95bebeda06ee7d01dc61b672b0addcfec8470,mps
PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,85dcfe09ecc84ccb794ab1798f9ec2cc76cf5baf8cd55ead4a44e26bb3cebc08,402,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-85dcfe09ecc84ccb794a.npz,477105,3791953ada2a8b60da8564b6530a9d6c84b65bf9d0ad15a0ef5820b2b355af06,mps
PA_I34A1_Wu_2015,PA_I34A1,4b2e387fe633b9aca5c147f76b837250c8b357b23e2879ba51ab129f57dae8f9,716,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-4b2e387fe633b9aca5c1.npz,848810,7220057e556961a5025391df76b12f4efe6a5c0f3a8467d6240fa953d9c4fd07,mps
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,f32baf609eab4f10975523f58475bcbaaee7ec4f879c86a855ca2f41e6f1b3e7,118,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-f32baf609eab4f109755.npz,141071,6c8a110c92cff090dd3cf0aefe9ad5cfc21705c89f89d91b0bd67a56ea3c7b6b,mps
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,32f6115513f39a2d0d751aff5d991c95f598beb690622721a13d943300a60ea4,39,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-32f6115513f39a2d0d75.npz,47156,5b8448d70e291e9b882a2da09a86b1bd48478e4a50e94dc88c279c2c4a32d702,mps
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,f33cf1a6bd36d6f6b6c6dcb7476a95f16918e17b3eaff633f4bd6c8a2d0e7ee6,52,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-f33cf1a6bd36d6f6b6c6.npz,62584,176363e4640b45bc8ecd1a93d2878ab23f026f75a07483528b829782d6473982,mps
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,eacd7c467afd89358065c703999ebbab7b199fb8563b438bc1b3b39e6ec315c1,71,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-eacd7c467afd89358065.npz,84980,c9bcf1925d4526fc7d50c31121e33dcfe4fd3aeebf22e9dfb38188df56febf72,mps
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,28b510b26b26750b13200b8513fd40cfcb729a7ed3880097b4914ef6ccd50e93,2185,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-28b510b26b26750b1320.npz,2588413,29f172b919b5dd92b6bdcad194c74b52901db651b33553e6308cf45637b659bd,mps
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,bc166171f8e4a4ec090ba0bc0db5353a12a176ccbcbbb6e7da504372cfe6b5d1,900,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-bc166171f8e4a4ec090b.npz,1066954,84e0d5fbb6ea8677412c8f8ae5b8573006b720bb4d36a891b54a93eed20b3221,mps
POLG_HCVJF_Qi_2014,POLG_HCVJF,daba117a7023a84ea607ed0117293d81b783c2f0bccf47483817abae6989c7ae,3033,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-daba117a7023a84ea607.npz,3593761,043d608e405347d6955fd49188cf31c816a3dacd41322c01790295ff4ee94107,mps
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,08130dfce6b16caeb85ec346bf9065574fd416c0080bb6a8e9e82d915f601545,53,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-08130dfce6b16caeb85e.npz,63561,9be9f4baaf8ccbc9fc8a7fdc6d12029a6caa33bf0233ba899c848a3c8bbe26ec,mps
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,1a9d5667abcfbe96d50f29121e815eef32ae5fbfb3de52728d9a2de30d764b20,505,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-1a9d5667abcfbe96d50f.npz,599184,989959b49d9cfc023d85fe7bbc774d4750ce36697798e7d14f2c55673681f909,mps
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,eb3fd6e991149629c673cea22531ccc0b99d845872752b1d2dd72e6ee36abe10,605,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-eb3fd6e991149629c673.npz,718962,ae7fedbc7d38753e7553ff44aac2c18752791ce9ae9a0616438054dff867457f,mps
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,4c0794fea10947b44cecc21465d457e781a47c6aaf37929a73a4ea141095a8a3,63,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-4c0794fea10947b44cec.npz,75406,761dc982b7626fea5e3d24b22a9438ea95e7dc4ecea9f41ab5540452786d02e6,mps
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,f1c95f90cb66ef3fe563de977581980576e42b59b10fe827126dfc9ead1003d3,465,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-f1c95f90cb66ef3fe563.npz,552564,3c06bb1a5f65cc4ed38bc6dd103017e7afb2df99a1834062657101befe9bcff3,mps
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,ef44bfd420d2ad7747bc06b4a9b645ddd7e53e3a9c2fbccc85fe47606c0f057c,68,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-ef44bfd420d2ad7747bc.npz,81376,cc17d2608dbde70ed02360ce83b61d5ecf3f2338480e3dfdae8dbf8d4a22f344,mps
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-2675a6cc946076d70342.npz,478606,12eb479cc2c8432116f79d99228fa1b7c28f0df457e8e7034191261597a7760e,mps
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,2675a6cc946076d70342977845afe793269c5987a998382100bede64d1e61b42,403,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-2675a6cc946076d70342.npz,478606,12eb479cc2c8432116f79d99228fa1b7c28f0df457e8e7034191261597a7760e,mps
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,37e665d9f4d8b4c8f3454d90b01f8ec02b5cbf8d6e21fe24bd11ac381f59c098,860,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-37e665d9f4d8b4c8f345.npz,1019546,9dc63a6143b32cf9b352bd18cb775860911e6fd3e0615a636b73500507e41a7f,mps
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a77c8fd26c1e0b5d0034.npz,433519,8327d130eebc22ac11b487cbe249dad0e5299a617d0ca55ff74becf19e4a45a2,mps
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,a77c8fd26c1e0b5d0034384309cd3600fb1e3f8775e1979363d5db3a185be675,365,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-a77c8fd26c1e0b5d0034.npz,433519,8327d130eebc22ac11b487cbe249dad0e5299a617d0ca55ff74becf19e4a45a2,mps
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,8367eca4f69ab5487788b08f0f496b51f5621c0d8c72e2ea17515de976be5445,501,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-8367eca4f69ab5487788.npz,595190,1795125d8a5b9249a6379c731d3b554fea3c6c534e3c130ee28f1e748f16624e,mps
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,b27043fc9c0d03dc8b6cc4ad68dcaf03d8a5bf3ddd073ac364dbe74b90995c09,222,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-b27043fc9c0d03dc8b6c.npz,263762,c6d1e6d21400e283bc829dfbff30a785b5ed2426df1a85e28d93a7ad19c2112e,mps
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,c23775c3d95b996ce4de9b39ee66717443611f2a27e8817a7df36b76a43ae0bd,589,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-c23775c3d95b996ce4de.npz,700584,cafa8aebb69b964e51dd9708d99dc74e7fee74529316c5aa025e1f3d90e9b7b1,mps
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,eca431067b47bc8f85e855f2bc691d6baad6c1d573ff1a853aaca012b3980749,571,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-eca431067b47bc8f85e8.npz,679147,ac7614083995c9827e6e9f9f1daf69ca784510a552a7ea4c9eafd2e4bb54f25f,mps
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,207f45450004d2fdfc4505ce92027881936b4019df85320b9816a3ba46cc49c8,238,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-207f45450004d2fdfc45.npz,282681,e295a115a88e65dd5d82e49dc1803f81edea0aa2b50b1a4eae8d970c74468115,mps
R1AB_SARS2_Flynn_2022,R1AB_SARS2,50ec190141bd451b4b7efdf7378d3a516e559004b5335ab9bb341a596691c92e,306,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-50ec190141bd451b4b7e.npz,363219,8cf8a76f26c758a9c07b32c23563d6d02611747f7675e491dbef5492eb7cfbf3,mps
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,c9918fe88f285d300c5af6f2501cac3dbedf8d4571194ea8827674b1a852f5f9,54,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-c9918fe88f285d300c5a.npz,64899,077a0369e8ac23f5b8e016581f6718ccc562a602d41dd26392bd13dc6a82efb6,mps
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,d9360238882c010c8474ef1eba1d2532cd96e706c7d7f689ea2014f37f8f886c,189,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-d9360238882c010c8474.npz,225337,3c13cb3aff4616c1fae7df72ab31d964a3aa9a1d46a150f0598da60eca9280ea,mps
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,9a0ed04ef46e15865a90f9dd0808d7d12c94746c66b0f41228aa2e62516ccbca,188,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-9a0ed04ef46e15865a90.npz,224158,c7abb2e2a188664f5d2c3f332b7352b142621ebae8cb6a05116ca08390505f9f,mps
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,9a0ed04ef46e15865a90f9dd0808d7d12c94746c66b0f41228aa2e62516ccbca,188,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-9a0ed04ef46e15865a90.npz,224158,c7abb2e2a188664f5d2c3f332b7352b142621ebae8cb6a05116ca08390505f9f,mps
RBP1_HUMAN_Tsuboyama_2023_2KWH,RBP1_HUMAN,bed87fed8b26fe918f582c046a7c399f2e83624845a5ae1476758b73d98ee77f,52,esm2_t6_8M_UR50D,320,data/raw/proteingym/esm2_t6_8M_embeddings/esm2_t6_8M_UR50D-bed87fed8b26fe918f58.npz,62416,32103826108e7f77b1209278baae94bb2fd2edc403ee88308df507f930d4bacc,mps
