assay_id,uniprot_id,split,source_variants,score_variants,matched_variants,duplicate_score_variants,dms_score_max_abs_difference,Embeddings - Augmented - ESM1v_predictions_finite,ProteinNPT_predictions_finite,Kermut_predictions_finite,eligible,exclusion_reasons
HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,modulo_position,8570,8570,8570,0,0.0,8570,8570,8570,True,
HXK4_HUMAN_Gersing_2022_activity,HXK4_HUMAN,random_variant,8570,8570,8570,0,0.0,8570,8570,8570,True,
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,contiguous_position,8396,8396,8396,0,0.0,8396,8396,8396,True,
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,modulo_position,8396,8396,8396,0,0.0,8396,8396,8396,True,
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,random_variant,8396,8396,8396,0,0.0,8396,8396,8396,True,
I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,contiguous_position,9462,9462,9462,0,0.0,9462,9462,9462,True,
I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,modulo_position,9462,9462,9462,0,0.0,9462,9462,9462,True,
I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,random_variant,9462,9462,9462,0,0.0,9462,9462,9462,True,
IF1_ECOLI_Kelsic_2016,IF1_ECOLI,contiguous_position,1367,1367,1367,0,0.0,1367,1367,1367,True,
IF1_ECOLI_Kelsic_2016,IF1_ECOLI,modulo_position,1367,1367,1367,0,0.0,1367,1367,1367,True,
IF1_ECOLI_Kelsic_2016,IF1_ECOLI,random_variant,1367,1367,1367,0,0.0,1367,1367,1367,True,
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,contiguous_position,1329,1329,1329,0,4.440892098500626e-16,1329,1329,1329,True,
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,modulo_position,1329,1329,1329,0,4.440892098500626e-16,1329,1329,1329,True,
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,random_variant,1329,1329,1329,0,4.440892098500626e-16,1329,1329,1329,True,
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,contiguous_position,940,1944,940,0,4.440892098500626e-16,940,940,940,True,
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,modulo_position,940,1944,940,0,4.440892098500626e-16,940,940,940,True,
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,random_variant,940,1944,940,0,4.440892098500626e-16,940,940,940,True,
KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,contiguous_position,2339,2339,2339,0,0.0,2339,2339,2339,True,
KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,modulo_position,2339,2339,2339,0,0.0,2339,2339,2339,True,
KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,random_variant,2339,2339,2339,0,0.0,2339,2339,2339,True,
KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,contiguous_position,2315,2315,2315,0,0.0,2315,2315,2315,True,
KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,modulo_position,2315,2315,2315,0,0.0,2315,2315,2315,True,
KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,random_variant,2315,2315,2315,0,0.0,2315,2315,2315,True,
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,contiguous_position,6963,6963,6963,0,0.0,6963,6963,6963,True,
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,modulo_position,6963,6963,6963,0,0.0,6963,6963,6963,True,
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,random_variant,6963,6963,6963,0,0.0,6963,6963,6963,True,
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,contiguous_position,6917,6917,6917,0,0.0,6917,6917,6917,True,
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,modulo_position,6917,6917,6917,0,0.0,6917,6917,6917,True,
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,random_variant,6917,6917,6917,0,0.0,6917,6917,6917,True,
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,contiguous_position,4960,4960,4960,0,0.0,4960,4960,4960,True,
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,modulo_position,4960,4960,4960,0,0.0,4960,4960,4960,True,
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,random_variant,4960,4960,4960,0,0.0,4960,4960,4960,True,
LGK_LIPST_Klesmith_2015,LGK_LIPST,contiguous_position,7890,7890,7890,0,0.0,7890,7890,7890,True,
LGK_LIPST_Klesmith_2015,LGK_LIPST,modulo_position,7890,7890,7890,0,0.0,7890,7890,7890,True,
LGK_LIPST_Klesmith_2015,LGK_LIPST,random_variant,7890,7890,7890,0,0.0,7890,7890,7890,True,
MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,contiguous_position,762,1429,762,0,4.440892098500626e-16,762,762,762,True,
MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,modulo_position,762,1429,762,0,4.440892098500626e-16,762,762,762,True,
MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,random_variant,762,1429,762,0,4.440892098500626e-16,762,762,762,True,
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,contiguous_position,1155,2116,1155,0,4.440892098500626e-16,1155,1155,1155,True,
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,modulo_position,1155,2116,1155,0,4.440892098500626e-16,1155,1155,1155,True,
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,random_variant,1155,2116,1155,0,4.440892098500626e-16,1155,1155,1155,True,
MET_HUMAN_Estevam_2023,MET_HUMAN,contiguous_position,5393,5393,5393,0,0.0,5393,5393,5393,True,
MET_HUMAN_Estevam_2023,MET_HUMAN,modulo_position,5393,5393,5393,0,0.0,5393,5393,5393,True,
MET_HUMAN_Estevam_2023,MET_HUMAN,random_variant,5393,5393,5393,0,0.0,5393,5393,5393,True,
MK01_HUMAN_Brenan_2016,MK01_HUMAN,contiguous_position,6809,6809,6809,0,0.0,6809,6809,6809,True,
MK01_HUMAN_Brenan_2016,MK01_HUMAN,modulo_position,6809,6809,6809,0,0.0,6809,6809,6809,True,
MK01_HUMAN_Brenan_2016,MK01_HUMAN,random_variant,6809,6809,6809,0,0.0,6809,6809,6809,True,
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,contiguous_position,4007,4007,4007,0,0.0,4007,4007,4007,True,
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,modulo_position,4007,4007,4007,0,0.0,4007,4007,4007,True,
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,random_variant,4007,4007,4007,0,0.0,4007,4007,4007,True,
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,contiguous_position,16749,16749,16749,0,0.0,16749,16749,16749,True,
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,modulo_position,16749,16749,16749,0,0.0,16749,16749,16749,True,
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,random_variant,16749,16749,16749,0,0.0,16749,16749,16749,True,
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,contiguous_position,1777,1777,1777,0,0.0,1777,1777,1777,True,
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,modulo_position,1777,1777,1777,0,0.0,1777,1777,1777,True,
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,random_variant,1777,1777,1777,0,0.0,1777,1777,1777,True,
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,contiguous_position,12464,12464,12464,0,0.0,12464,12464,12464,True,
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,modulo_position,12464,12464,12464,0,0.0,12464,12464,12464,True,
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,random_variant,12464,12464,12464,0,0.0,12464,12464,12464,True,
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,contiguous_position,947,3297,947,0,4.440892098500626e-16,947,947,947,True,
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,modulo_position,947,3297,947,0,4.440892098500626e-16,947,947,947,True,
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,random_variant,947,3297,947,0,4.440892098500626e-16,947,947,947,True,
NCAP_I34A1_Doud_2015,NCAP_I34A1,contiguous_position,9462,9462,9462,0,0.0,9462,9462,9462,True,
NCAP_I34A1_Doud_2015,NCAP_I34A1,modulo_position,9462,9462,9462,0,0.0,9462,9462,9462,True,
NCAP_I34A1_Doud_2015,NCAP_I34A1,random_variant,9462,9462,9462,0,0.0,9462,9462,9462,True,
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,contiguous_position,1149,2482,1149,0,0.0,1149,1149,1149,True,
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,modulo_position,1149,2482,1149,0,0.0,1149,1149,1149,True,
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,random_variant,1149,2482,1149,0,0.0,1149,1149,1149,True,
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,contiguous_position,637,637,637,0,0.0,637,637,637,True,
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,modulo_position,637,637,637,0,0.0,637,637,637,True,
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,random_variant,637,637,637,0,0.0,637,637,637,True,
NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,contiguous_position,2844,2844,2844,0,0.0,2844,2844,2844,True,
NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,modulo_position,2844,2844,2844,0,0.0,2844,2844,2844,True,
NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,random_variant,2844,2844,2844,0,0.0,2844,2844,2844,True,
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,contiguous_position,1306,2028,1306,0,4.440892098500626e-16,1306,1306,1306,True,
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,modulo_position,1306,2028,1306,0,4.440892098500626e-16,1306,1306,1306,True,
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,random_variant,1306,2028,1306,0,4.440892098500626e-16,1306,1306,1306,True,
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,contiguous_position,1019,1380,1019,0,4.440892098500626e-16,1019,1019,1019,True,
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,modulo_position,1019,1380,1019,0,4.440892098500626e-16,1019,1019,1019,True,
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,random_variant,1019,1380,1019,0,4.440892098500626e-16,1019,1019,1019,True,
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,contiguous_position,1213,3197,1213,0,8.881784197001252e-16,1213,1213,1213,True,
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,modulo_position,1213,3197,1213,0,8.881784197001252e-16,1213,1213,1213,True,
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,random_variant,1213,3197,1213,0,8.881784197001252e-16,1213,1213,1213,True,
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,contiguous_position,669,1134,669,0,8.881784197001252e-16,669,669,669,True,
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,modulo_position,669,1134,669,0,8.881784197001252e-16,669,669,669,True,
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,random_variant,669,1134,669,0,8.881784197001252e-16,669,669,669,True,
OTC_HUMAN_Lo_2023,OTC_HUMAN,contiguous_position,1570,1570,1570,0,0.0,1570,1570,1570,True,
OTC_HUMAN_Lo_2023,OTC_HUMAN,modulo_position,1570,1570,1570,0,0.0,1570,1570,1570,True,
OTC_HUMAN_Lo_2023,OTC_HUMAN,random_variant,1570,1570,1570,0,0.0,1570,1570,1570,True,
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,contiguous_position,635,635,635,0,2.220446049250313e-16,635,635,635,True,
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,modulo_position,635,635,635,0,2.220446049250313e-16,635,635,635,True,
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,random_variant,635,635,635,0,2.220446049250313e-16,635,635,635,True,
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,contiguous_position,6396,6396,6396,0,0.0,6396,6396,6396,True,
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,modulo_position,6396,6396,6396,0,0.0,6396,6396,6396,True,
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,random_variant,6396,6396,6396,0,0.0,6396,6396,6396,True,
OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,contiguous_position,6769,6769,6769,0,0.0,6769,6769,6769,True,
OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,modulo_position,6769,6769,6769,0,0.0,6769,6769,6769,True,
OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,random_variant,6769,6769,6769,0,0.0,6769,6769,6769,True,
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,contiguous_position,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,modulo_position,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,random_variant,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,contiguous_position,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,modulo_position,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,random_variant,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,contiguous_position,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,modulo_position,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,random_variant,7467,7467,7467,0,0.0,7467,7467,7467,True,
P53_HUMAN_Kotler_2018,P53_HUMAN,contiguous_position,1048,1048,1048,0,0.0,1048,1048,1048,True,
P53_HUMAN_Kotler_2018,P53_HUMAN,modulo_position,1048,1048,1048,0,0.0,1048,1048,1048,True,
P53_HUMAN_Kotler_2018,P53_HUMAN,random_variant,1048,1048,1048,0,0.0,1048,1048,1048,True,
P84126_THETH_Chan_2017,P84126_THETH,contiguous_position,1519,1519,1519,0,0.0,1519,1519,1519,True,
P84126_THETH_Chan_2017,P84126_THETH,modulo_position,1519,1519,1519,0,0.0,1519,1519,1519,True,
P84126_THETH_Chan_2017,P84126_THETH,random_variant,1519,1519,1519,0,0.0,1519,1519,1519,True,
PABP_YEAST_Melamed_2013,PABP_YEAST,contiguous_position,1187,37708,1187,0,0.0,1187,1187,1187,True,
PABP_YEAST_Melamed_2013,PABP_YEAST,modulo_position,1187,37708,1187,0,0.0,1187,1187,1187,True,
PABP_YEAST_Melamed_2013,PABP_YEAST,random_variant,1187,37708,1187,0,0.0,1187,1187,1187,True,
PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,contiguous_position,5345,5345,5345,0,0.0,5345,5345,5345,True,
PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,modulo_position,5345,5345,5345,0,0.0,5345,5345,5345,True,
PAI1_HUMAN_Huttinger_2021,PAI1_HUMAN,random_variant,5345,5345,5345,0,0.0,5345,5345,5345,True,
PA_I34A1_Wu_2015,PA_I34A1,contiguous_position,1820,1820,1820,0,0.0,1820,1820,1820,True,
PA_I34A1_Wu_2015,PA_I34A1,modulo_position,1820,1820,1820,0,0.0,1820,1820,1820,True,
PA_I34A1_Wu_2015,PA_I34A1,random_variant,1820,1820,1820,0,0.0,1820,1820,1820,True,
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,contiguous_position,2122,167529,2122,0,0.0,2122,2122,2122,True,
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,modulo_position,2122,167529,2122,0,0.0,2122,2122,2122,True,
PHOT_CHLRE_Chen_2023,PHOT_CHLRE,random_variant,2122,167529,2122,0,0.0,2122,2122,2122,True,
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,contiguous_position,686,802,686,0,4.440892098500626e-16,686,686,686,True,
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,modulo_position,686,802,686,0,4.440892098500626e-16,686,686,686,True,
PIN1_HUMAN_Tsuboyama_2023_1I6C,PIN1_HUMAN,random_variant,686,802,686,0,4.440892098500626e-16,686,686,686,True,
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,contiguous_position,938,1824,938,0,4.440892098500626e-16,938,938,938,True,
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,modulo_position,938,1824,938,0,4.440892098500626e-16,938,938,938,True,
PITX2_HUMAN_Tsuboyama_2023_2L7M,PITX2_HUMAN,random_variant,938,1824,938,0,4.440892098500626e-16,938,938,938,True,
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,contiguous_position,1301,1301,1301,0,4.440892098500626e-16,1301,1301,1301,True,
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,modulo_position,1301,1301,1301,0,4.440892098500626e-16,1301,1301,1301,True,
PKN1_HUMAN_Tsuboyama_2023_1URF,PKN1_HUMAN,random_variant,1301,1301,1301,0,4.440892098500626e-16,1301,1301,1301,True,
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,contiguous_position,15711,15711,15711,0,0.0,15711,15711,15711,True,
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,modulo_position,15711,15711,15711,0,0.0,15711,15711,15711,True,
POLG_CXB3N_Mattenberger_2021,POLG_CXB3N,random_variant,15711,15711,15711,0,0.0,15711,15711,15711,True,
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,contiguous_position,16897,16897,16897,0,0.0,16897,16897,16897,True,
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,modulo_position,16897,16897,16897,0,0.0,16897,16897,16897,True,
POLG_DEN26_Suphatrakul_2023,POLG_DEN26,random_variant,16897,16897,16897,0,0.0,16897,16897,16897,True,
POLG_HCVJF_Qi_2014,POLG_HCVJF,contiguous_position,1630,1630,1630,0,0.0,1630,1630,1630,True,
POLG_HCVJF_Qi_2014,POLG_HCVJF,modulo_position,1630,1630,1630,0,0.0,1630,1630,1630,True,
POLG_HCVJF_Qi_2014,POLG_HCVJF,random_variant,1630,1630,1630,0,0.0,1630,1630,1630,True,
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,contiguous_position,995,5130,995,0,8.881784197001252e-16,995,995,995,True,
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,modulo_position,995,5130,995,0,8.881784197001252e-16,995,995,995,True,
POLG_PESV_Tsuboyama_2023_2MXD,POLG_PESV,random_variant,995,5130,995,0,8.881784197001252e-16,995,995,995,True,
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,contiguous_position,9576,9576,9576,0,0.0,9576,9576,9576,True,
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,modulo_position,9576,9576,9576,0,0.0,9576,9576,9576,True,
PPARG_HUMAN_Majithia_2016,PPARG_HUMAN,random_variant,9576,9576,9576,0,0.0,9576,9576,9576,True,
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,contiguous_position,7889,7889,7889,0,0.0,7889,7889,7889,True,
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,modulo_position,7889,7889,7889,0,0.0,7889,7889,7889,True,
PPM1D_HUMAN_Miller_2022,PPM1D_HUMAN,random_variant,7889,7889,7889,0,0.0,7889,7889,7889,True,
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,contiguous_position,1163,2033,1163,0,4.440892098500626e-16,1163,1163,1163,True,
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,modulo_position,1163,2033,1163,0,4.440892098500626e-16,1163,1163,1163,True,
PR40A_HUMAN_Tsuboyama_2023_1UZC,PR40A_HUMAN,random_variant,1163,2033,1163,0,4.440892098500626e-16,1163,1163,1163,True,
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,contiguous_position,8756,8756,8756,0,0.0,8756,8756,8756,True,
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,modulo_position,8756,8756,8756,0,0.0,8756,8756,8756,True,
PRKN_HUMAN_Clausen_2023,PRKN_HUMAN,random_variant,8756,8756,8756,0,0.0,8756,8756,8756,True,
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,contiguous_position,1219,1579,1219,0,4.440892098500626e-16,1219,1219,1219,True,
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,modulo_position,1219,1579,1219,0,4.440892098500626e-16,1219,1219,1219,True,
PSAE_PICP2_Tsuboyama_2023_1PSE,PSAE_PICP2,random_variant,1219,1579,1219,0,4.440892098500626e-16,1219,1219,1219,True,
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,contiguous_position,5083,5083,5083,0,0.0,5083,5083,5083,True,
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,modulo_position,5083,5083,5083,0,0.0,5083,5083,5083,True,
PTEN_HUMAN_Matreyek_2021,PTEN_HUMAN,random_variant,5083,5083,5083,0,0.0,5083,5083,5083,True,
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,contiguous_position,7260,7260,7260,0,0.0,7260,7260,7260,True,
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,modulo_position,7260,7260,7260,0,0.0,7260,7260,7260,True,
PTEN_HUMAN_Mighell_2018,PTEN_HUMAN,random_variant,7260,7260,7260,0,0.0,7260,7260,7260,True,
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,contiguous_position,12729,12729,12729,0,0.0,12729,12729,12729,True,
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,modulo_position,12729,12729,12729,0,0.0,12729,12729,12729,True,
Q2N0S5_9HIV1_Haddox_2018,Q2N0S5_9HIV1,random_variant,12729,12729,12729,0,0.0,12729,12729,12729,True,
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,contiguous_position,3344,3344,3344,0,0.0,3344,3344,3344,True,
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,modulo_position,3344,3344,3344,0,0.0,3344,3344,3344,True,
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,Q53Z42_HUMAN,random_variant,3344,3344,3344,0,0.0,3344,3344,3344,True,
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,contiguous_position,3344,3344,3344,0,0.0,3344,3344,3344,True,
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,modulo_position,3344,3344,3344,0,0.0,3344,3344,3344,True,
Q53Z42_HUMAN_McShan_2019_expression,Q53Z42_HUMAN,random_variant,3344,3344,3344,0,0.0,3344,3344,3344,True,
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,contiguous_position,2999,2999,2999,0,0.0,2999,2999,2999,True,
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,modulo_position,2999,2999,2999,0,0.0,2999,2999,2999,True,
Q59976_STRSQ_Romero_2015,Q59976_STRSQ,random_variant,2999,2999,2999,0,0.0,2999,2999,2999,True,
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,contiguous_position,1141,31401,1141,0,0.0,1141,1141,1141,True,
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,modulo_position,1141,31401,1141,0,0.0,1141,1141,1141,True,
Q6WV12_9MAXI_Somermeyer_2022,Q6WV12_9MAXI,random_variant,1141,31401,1141,0,0.0,1141,1141,1141,True,
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,contiguous_position,697,697,697,0,8.881784197001252e-16,697,697,697,True,
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,modulo_position,697,697,697,0,8.881784197001252e-16,697,697,697,True,
Q837P4_ENTFA_Meier_2023,Q837P4_ENTFA,random_variant,697,697,697,0,8.881784197001252e-16,697,697,697,True,
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,contiguous_position,747,747,747,0,4.440892098500626e-16,747,747,747,True,
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,modulo_position,747,747,747,0,4.440892098500626e-16,747,747,747,True,
Q837P5_ENTFA_Meier_2023,Q837P5_ENTFA,random_variant,747,747,747,0,4.440892098500626e-16,747,747,747,True,
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,contiguous_position,1201,33510,1201,0,0.0,1201,1201,1201,True,
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,modulo_position,1201,33510,1201,0,0.0,1201,1201,1201,True,
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,random_variant,1201,33510,1201,0,0.0,1201,1201,1201,True,
R1AB_SARS2_Flynn_2022,R1AB_SARS2,contiguous_position,5725,5725,5725,0,0.0,5725,5725,5725,True,
R1AB_SARS2_Flynn_2022,R1AB_SARS2,modulo_position,5725,5725,5725,0,0.0,5725,5725,5725,True,
R1AB_SARS2_Flynn_2022,R1AB_SARS2,random_variant,5725,5725,5725,0,0.0,5725,5725,5725,True,
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,contiguous_position,774,912,774,0,4.440892098500626e-16,774,774,774,True,
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,modulo_position,774,912,774,0,4.440892098500626e-16,774,774,774,True,
RAD_ANTMA_Tsuboyama_2023_2CJJ,RAD_ANTMA,random_variant,774,912,774,0,4.440892098500626e-16,774,774,774,True,
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,contiguous_position,3134,3134,3134,0,0.0,3134,3134,3134,True,
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,modulo_position,3134,3134,3134,0,0.0,3134,3134,3134,True,
RASH_HUMAN_Bandaru_2017,RASH_HUMAN,random_variant,3134,3134,3134,0,0.0,3134,3134,3134,True,
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,contiguous_position,3066,26012,3066,0,0.0,3066,3066,3066,True,
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,modulo_position,3066,26012,3066,0,0.0,3066,3066,3066,True,
RASK_HUMAN_Weng_2022_abundance,RASK_HUMAN,random_variant,3066,26012,3066,0,0.0,3066,3066,3066,True,
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,contiguous_position,3084,24873,3084,0,0.0,3084,3084,3084,True,
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,modulo_position,3084,24873,3084,0,0.0,3084,3084,3084,True,
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,random_variant,3084,24873,3084,0,0.0,3084,3084,3084,True,
