uniprot_id,family_id,family_size,family_members,base_family_id,sequence_family_id,structure_added_relationship,assay_count,assayed_sequence_count
FECA_ECOLI,cssc_9a3ea6c0c19c,1,FECA_ECOLI,ssf_9a3ea6c0c19c,sf_9a3ea6c0c19c,False,1,1
Q59976_STRSQ,cssc_9ddcf4dec5c1,1,Q59976_STRSQ,ssf_9ddcf4dec5c1,sf_9ddcf4dec5c1,False,1,1
R1AB_SARS2,cssc_9fc1ecf8307b,1,R1AB_SARS2,ssf_9fc1ecf8307b,sf_9fc1ecf8307b,False,1,1
ILF3_HUMAN,cssc_a0ac9f2c6c49,2,ILF3_HUMAN;RNC_ECOLI,ssf_8239bef973ac,sf_8239bef973ac,False,1,1
RNC_ECOLI,cssc_a0ac9f2c6c49,2,ILF3_HUMAN;RNC_ECOLI,ssf_692c79c706c4,sf_692c79c706c4,False,1,1
AMFR_HUMAN,cssc_a1269575757e,5,AMFR_HUMAN;CUE1_YEAST;OTU7A_HUMAN;RD23A_HUMAN;SQSTM_MOUSE,ssf_cf49a18e12cd,sf_cf49a18e12cd,False,1,1
CUE1_YEAST,cssc_a1269575757e,5,AMFR_HUMAN;CUE1_YEAST;OTU7A_HUMAN;RD23A_HUMAN;SQSTM_MOUSE,ssf_7dd9b66382a6,sf_7dd9b66382a6,False,1,1
OTU7A_HUMAN,cssc_a1269575757e,5,AMFR_HUMAN;CUE1_YEAST;OTU7A_HUMAN;RD23A_HUMAN;SQSTM_MOUSE,ssf_24059a2f71bf,sf_24059a2f71bf,False,1,1
RD23A_HUMAN,cssc_a1269575757e,5,AMFR_HUMAN;CUE1_YEAST;OTU7A_HUMAN;RD23A_HUMAN;SQSTM_MOUSE,ssf_3998cbaed1a7,sf_3998cbaed1a7,False,1,1
SQSTM_MOUSE,cssc_a1269575757e,5,AMFR_HUMAN;CUE1_YEAST;OTU7A_HUMAN;RD23A_HUMAN;SQSTM_MOUSE,ssf_fd3d638b0af8,sf_fd3d638b0af8,False,1,1
MAFG_MOUSE,cssc_a1eda43852c5,1,MAFG_MOUSE,ssf_a1eda43852c5,sf_a1eda43852c5,False,1,1
P53_HUMAN,cssc_a3526b63cbae,1,P53_HUMAN,ssf_a3526b63cbae,sf_a3526b63cbae,False,4,2
A0A140D2T1_ZIKV,cssc_a5d49b9502ef,1,A0A140D2T1_ZIKV,ssf_a5d49b9502ef,sf_a5d49b9502ef,False,1,1
ODP2_GEOSE,cssc_a7d25cc6753c,1,ODP2_GEOSE,ssf_a7d25cc6753c,sf_a7d25cc6753c,False,1,1
PTEN_HUMAN,cssc_a81536eee23e,1,PTEN_HUMAN,ssf_a81536eee23e,sf_a81536eee23e,False,2,1
NUSA_ECOLI,cssc_a92a5d40f0e3,1,NUSA_ECOLI,ssf_a92a5d40f0e3,sf_a92a5d40f0e3,False,1,1
UBC9_HUMAN,cssc_ab8b39992872,1,UBC9_HUMAN,ssf_ab8b39992872,sf_ab8b39992872,False,1,1
IF1_ECOLI,cssc_ab9383c4e9ad,1,IF1_ECOLI,ssf_ab9383c4e9ad,sf_ab9383c4e9ad,False,1,1
YAIA_ECOLI,cssc_ac44f5c3e836,1,YAIA_ECOLI,ssf_ac44f5c3e836,sf_ac44f5c3e836,False,1,1
I6TAH8_I68A0,cssc_ac5654d2afd9,2,I6TAH8_I68A0;NCAP_I34A1,ssf_ac5654d2afd9,sf_ac5654d2afd9,False,1,1
NCAP_I34A1,cssc_ac5654d2afd9,2,I6TAH8_I68A0;NCAP_I34A1,ssf_ac5654d2afd9,sf_ac5654d2afd9,False,1,1
HEM3_HUMAN,cssc_afe0fb52df15,1,HEM3_HUMAN,ssf_afe0fb52df15,sf_afe0fb52df15,False,1,1
SPTN1_CHICK,cssc_b0e1111705e5,1,SPTN1_CHICK,ssf_b0e1111705e5,sf_b0e1111705e5,False,1,1
RBP1_HUMAN,cssc_bc19e1d23319,1,RBP1_HUMAN,ssf_bc19e1d23319,sf_bc19e1d23319,False,1,1
RS15_GEOSE,cssc_bcab9ac142f5,1,RS15_GEOSE,ssf_bcab9ac142f5,sf_bcab9ac142f5,False,1,1
RDRP_I33A0,cssc_bcc2d8a187a4,1,RDRP_I33A0,ssf_bcc2d8a187a4,sf_bcc2d8a187a4,False,1,1
ENVZ_ECOLI,cssc_c038c4631e09,2,ENVZ_ECOLI;HSP82_YEAST,ssf_2ee5fd080c0f,sf_2ee5fd080c0f,False,1,1
HSP82_YEAST,cssc_c038c4631e09,2,ENVZ_ECOLI;HSP82_YEAST,ssf_4ba74830b6b6,sf_4ba74830b6b6,False,3,1
CAPSD_AAV2S,cssc_c257cf3223e7,1,CAPSD_AAV2S,ssf_c257cf3223e7,sf_c257cf3223e7,False,1,1
PPM1D_HUMAN,cssc_c26e504ac4d4,1,PPM1D_HUMAN,ssf_c26e504ac4d4,sf_c26e504ac4d4,False,1,1
ARGR_ECOLI,cssc_c35cf5df00ad,7,ARGR_ECOLI;CSN4_MOUSE;NKX31_HUMAN;PITX2_HUMAN;RAD_ANTMA;RCRO_LAMBD;RPC1_BP434,ssf_8af86fe1b209,sf_8af86fe1b209,False,1,1
CSN4_MOUSE,cssc_c35cf5df00ad,7,ARGR_ECOLI;CSN4_MOUSE;NKX31_HUMAN;PITX2_HUMAN;RAD_ANTMA;RCRO_LAMBD;RPC1_BP434,ssf_322a3fa1e236,sf_322a3fa1e236,False,1,1
NKX31_HUMAN,cssc_c35cf5df00ad,7,ARGR_ECOLI;CSN4_MOUSE;NKX31_HUMAN;PITX2_HUMAN;RAD_ANTMA;RCRO_LAMBD;RPC1_BP434,ssf_3de478b56341,sf_3de478b56341,False,1,1
PITX2_HUMAN,cssc_c35cf5df00ad,7,ARGR_ECOLI;CSN4_MOUSE;NKX31_HUMAN;PITX2_HUMAN;RAD_ANTMA;RCRO_LAMBD;RPC1_BP434,ssf_3de478b56341,sf_3de478b56341,False,1,1
RAD_ANTMA,cssc_c35cf5df00ad,7,ARGR_ECOLI;CSN4_MOUSE;NKX31_HUMAN;PITX2_HUMAN;RAD_ANTMA;RCRO_LAMBD;RPC1_BP434,ssf_0eef6f01f081,sf_0eef6f01f081,False,1,1
RCRO_LAMBD,cssc_c35cf5df00ad,7,ARGR_ECOLI;CSN4_MOUSE;NKX31_HUMAN;PITX2_HUMAN;RAD_ANTMA;RCRO_LAMBD;RPC1_BP434,ssf_c6c5a726cc75,sf_c6c5a726cc75,False,1,1
RPC1_BP434,cssc_c35cf5df00ad,7,ARGR_ECOLI;CSN4_MOUSE;NKX31_HUMAN;PITX2_HUMAN;RAD_ANTMA;RCRO_LAMBD;RPC1_BP434,ssf_ffbe89385f32,sf_ffbe89385f32,False,1,1
A4D664_9INFA,cssc_c55b9af61b07,1,A4D664_9INFA,ssf_c55b9af61b07,sf_c55b9af61b07,False,1,1
VRPI_BPT7,cssc_c5c95e85f55b,1,VRPI_BPT7,ssf_c5c95e85f55b,sf_c5c95e85f55b,False,1,1
AACC1_PSEAI,cssc_c8ac09285ada,1,AACC1_PSEAI,ssf_c8ac09285ada,sf_c8ac09285ada,False,1,1
A0A247D711_LISMN,cssc_c9df9de4e934,1,A0A247D711_LISMN,ssf_c9df9de4e934,sf_c9df9de4e934,False,1,1
YNZC_BACSU,cssc_ca121528f828,1,YNZC_BACSU,ssf_ca121528f828,sf_ca121528f828,False,1,1
D7PM05_CLYGR,cssc_cba7b508de0e,4,D7PM05_CLYGR;GFP_AEQVI;Q6WV12_9MAXI;Q8WTC7_9CNID,ssf_cba7b508de0e,sf_d5ee7a876864,True,1,1
GFP_AEQVI,cssc_cba7b508de0e,4,D7PM05_CLYGR;GFP_AEQVI;Q6WV12_9MAXI;Q8WTC7_9CNID,ssf_cba7b508de0e,sf_d5ee7a876864,True,1,1
Q6WV12_9MAXI,cssc_cba7b508de0e,4,D7PM05_CLYGR;GFP_AEQVI;Q6WV12_9MAXI;Q8WTC7_9CNID,ssf_cba7b508de0e,sf_e786ad53cfe1,True,1,1
Q8WTC7_9CNID,cssc_cba7b508de0e,4,D7PM05_CLYGR;GFP_AEQVI;Q6WV12_9MAXI;Q8WTC7_9CNID,ssf_cba7b508de0e,sf_d5ee7a876864,True,1,1
SCIN_STAAR,cssc_cf940c8da196,1,SCIN_STAAR,ssf_cf940c8da196,sf_cf940c8da196,False,1,1
POLG_PESV,cssc_dc63c2b3ba7c,1,POLG_PESV,ssf_dc63c2b3ba7c,sf_dc63c2b3ba7c,False,1,1
BRCA1_HUMAN,cssc_de1c5e400a44,8,BRCA1_HUMAN;PRKN_HUMAN;RL40A_YEAST;SPG1_STRSG;SPG2_STRSG;SUMO1_HUMAN;UBE4B_HUMAN;UBE4B_MOUSE,ssf_234425dd63e3,sf_234425dd63e3,False,1,1
PRKN_HUMAN,cssc_de1c5e400a44,8,BRCA1_HUMAN;PRKN_HUMAN;RL40A_YEAST;SPG1_STRSG;SPG2_STRSG;SUMO1_HUMAN;UBE4B_HUMAN;UBE4B_MOUSE,ssf_044a6e3db01c,sf_044a6e3db01c,False,1,1
RL40A_YEAST,cssc_de1c5e400a44,8,BRCA1_HUMAN;PRKN_HUMAN;RL40A_YEAST;SPG1_STRSG;SPG2_STRSG;SUMO1_HUMAN;UBE4B_HUMAN;UBE4B_MOUSE,ssf_09950e3c22ee,sf_09950e3c22ee,False,3,1
SPG1_STRSG,cssc_de1c5e400a44,8,BRCA1_HUMAN;PRKN_HUMAN;RL40A_YEAST;SPG1_STRSG;SPG2_STRSG;SUMO1_HUMAN;UBE4B_HUMAN;UBE4B_MOUSE,ssf_db4b6fc031cf,sf_db4b6fc031cf,False,1,1
SPG2_STRSG,cssc_de1c5e400a44,8,BRCA1_HUMAN;PRKN_HUMAN;RL40A_YEAST;SPG1_STRSG;SPG2_STRSG;SUMO1_HUMAN;UBE4B_HUMAN;UBE4B_MOUSE,ssf_67e127763d3d,sf_67e127763d3d,False,1,1
SUMO1_HUMAN,cssc_de1c5e400a44,8,BRCA1_HUMAN;PRKN_HUMAN;RL40A_YEAST;SPG1_STRSG;SPG2_STRSG;SUMO1_HUMAN;UBE4B_HUMAN;UBE4B_MOUSE,ssf_19622d9f3f73,sf_19622d9f3f73,False,1,1
UBE4B_HUMAN,cssc_de1c5e400a44,8,BRCA1_HUMAN;PRKN_HUMAN;RL40A_YEAST;SPG1_STRSG;SPG2_STRSG;SUMO1_HUMAN;UBE4B_HUMAN;UBE4B_MOUSE,ssf_a47101dcf200,sf_a47101dcf200,False,1,1
UBE4B_MOUSE,cssc_de1c5e400a44,8,BRCA1_HUMAN;PRKN_HUMAN;RL40A_YEAST;SPG1_STRSG;SPG2_STRSG;SUMO1_HUMAN;UBE4B_HUMAN;UBE4B_MOUSE,ssf_2d1d2debf9a5,sf_2d1d2debf9a5,False,1,1
S22A1_HUMAN,cssc_dedbcf3c34ac,1,S22A1_HUMAN,ssf_dedbcf3c34ac,sf_dedbcf3c34ac,False,2,1
ESTA_BACSU,cssc_eb7894768bb9,1,ESTA_BACSU,ssf_eb7894768bb9,sf_eb7894768bb9,False,1,1
PA_I34A1,cssc_ec35c0fe8f0c,1,PA_I34A1,ssf_ec35c0fe8f0c,sf_ec35c0fe8f0c,False,1,1
SERC_HUMAN,cssc_f2035d659d6a,1,SERC_HUMAN,ssf_f2035d659d6a,sf_f2035d659d6a,False,1,1
CBPA2_HUMAN,cssc_f46e1f61009b,1,CBPA2_HUMAN,ssf_f46e1f61009b,sf_f46e1f61009b,False,1,1
HCP_LAMBD,cssc_f4afbafe8fe3,1,HCP_LAMBD,ssf_f4afbafe8fe3,sf_f4afbafe8fe3,False,1,1
PR40A_HUMAN,cssc_f662b12b6174,1,PR40A_HUMAN,ssf_f662b12b6174,sf_f662b12b6174,False,1,1
HXK4_HUMAN,cssc_f7eef26f497d,2,HXK4_HUMAN;LGK_LIPST,ssf_b10f2912eeeb,sf_b10f2912eeeb,False,2,1
LGK_LIPST,cssc_f7eef26f497d,2,HXK4_HUMAN;LGK_LIPST,ssf_bba3db8a5a23,sf_bba3db8a5a23,False,1,1
VG08_BPP22,cssc_ffaeeb6011e9,1,VG08_BPP22,ssf_ffaeeb6011e9,sf_ffaeeb6011e9,False,1,1
