assay_id,uniprot_id,uniprot_accession,mapping_coverage,canonical_start,canonical_end,pfam_accession,pfam_name,clan_accession,clan_name,domain_start,domain_end,domain_score,overlap_residues,overlap_fraction_of_shorter,qualifies_curated_domain
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,P35557,1.0,1.0,465.0,PF00349,Hexokinase,CL0108,Actin_ATPase,16,215,2.3e-71,200,1.0,True
HXK4_HUMAN_Gersing_2023_abundance,HXK4_HUMAN,P35557,1.0,1.0,465.0,PF03727,Hexokinase,CL0108,Actin_ATPase,222,455,3.8e-74,234,1.0,True
I6TAH8_I68A0_Doud_2015,I6TAH8_I68A0,I6TAH8,1.0,1.0,498.0,PF00506,Influenza virus nucleoprotein,,,1,498,0.0,498,1.0,True
IF1_ECOLI_Kelsic_2016,IF1_ECOLI,P69222,1.0,1.0,72.0,PF01176,Translation initiation factor 1A / IF-1,CL0021,OB,4,70,2.3e-14,67,1.0,True
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,Q12906,0.9859154929577465,521.0,590.0,PF00035,Double-stranded RNA binding motif,CL0196,DSRM,411,464,3.8e-06,0,0.0,False
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,Q12906,0.9859154929577465,521.0,590.0,PF00035,Double-stranded RNA binding motif,CL0196,DSRM,527,588,6.2e-10,62,1.0,True
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,Q12906,0.9859154929577465,521.0,590.0,PF07528,DZF N-terminal domain,CL0260,NTP_transf,11,221,2.6e-57,0,0.0,False
ILF3_HUMAN_Tsuboyama_2023_2L33,ILF3_HUMAN,Q12906,0.9859154929577465,521.0,590.0,PF20965,DZF C-terminal domain,,,225,356,4.8e-46,0,0.0,False
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,Q8NW39,1.0,475.0,529.0,PF04650,YSIRK type signal peptide,,,10,31,1.1,0,0.0,False
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,Q8NW39,1.0,475.0,529.0,PF05031,Iron Transport-associated domain,CL0159,E-set,130,213,1.6e-07,0,0.0,False
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,Q8NW39,1.0,475.0,529.0,PF05031,Iron Transport-associated domain,CL0159,E-set,344,457,2.6e-14,0,0.0,False
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,Q8NW39,1.0,475.0,529.0,PF05031,Iron Transport-associated domain,CL0159,E-set,549,650,1.3e-12,0,0.0,False
ISDH_STAAW_Tsuboyama_2023_2LHR,ISDH_STAAW,Q8NW39,1.0,475.0,529.0,PF20861,"Iron-regulated surface determinant protein H/B, linker domain",,,471,533,4.8e-34,55,1.0,True
KCNE1_HUMAN_Muhammad_2023_expression,KCNE1_HUMAN,P15382,0.9922480620155039,1.0,129.0,PF02060,Slow voltage-gated potassium channel,,,1,126,1e-67,126,1.0,True
KCNE1_HUMAN_Muhammad_2023_function,KCNE1_HUMAN,P15382,0.9922480620155039,1.0,129.0,PF02060,Slow voltage-gated potassium channel,,,1,126,1e-67,126,1.0,True
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,P35561,1.0,1.0,428.0,PF01007,Inward rectifier potassium channel transmembrane domain,CL0030,Ion_channel,48,186,7.4e-59,139,1.0,True
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,P35561,1.0,1.0,428.0,PF08466,Inward rectifier potassium channel N-terminal,,,1,47,2.1e-22,47,1.0,True
KCNJ2_MOUSE_Coyote-Maestas_2022_function,KCNJ2_MOUSE,P35561,1.0,1.0,428.0,PF17655,Inward rectifier potassium channel C-terminal domain,CL0159,E-set,193,365,7.7e-74,173,1.0,True
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,P35561,1.0,1.0,428.0,PF01007,Inward rectifier potassium channel transmembrane domain,CL0030,Ion_channel,48,186,7.4e-59,139,1.0,True
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,P35561,1.0,1.0,428.0,PF08466,Inward rectifier potassium channel N-terminal,,,1,47,2.1e-22,47,1.0,True
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,KCNJ2_MOUSE,P35561,1.0,1.0,428.0,PF17655,Inward rectifier potassium channel C-terminal domain,CL0159,E-set,193,365,7.7e-74,173,1.0,True
KKA2_KLEPN_Melnikov_2014,KKA2_KLEPN,P00552,1.0,1.0,264.0,PF01636,Phosphotransferase enzyme family,CL0016,PKinase,30,256,3e-36,227,1.0,True
LGK_LIPST_Klesmith_2015,LGK_LIPST,B3VI55,0.9931662870159453,1.0,439.0,PF03702,Anhydro-N-acetylmuramic acid kinase,CL0108,Actin_ATPase,16,398,7e-81,383,1.0,True
MAFG_MOUSE_Tsuboyama_2023_1K1V,MAFG_MOUSE,O54790,1.0,24.0,64.0,PF03131,bZIP Maf transcription factor,CL0018,bZIP,24,115,7.6e-29,41,1.0,True
MBD11_ARATH_Tsuboyama_2023_6ACV,MBD11_ARATH,Q9LW00,1.0,8.0,73.0,PF01429,Methyl-CpG binding domain,CL0081,MBD-like,7,72,1.8e-12,65,0.9848484848484849,True
MET_HUMAN_Estevam_2023,MET_HUMAN,P08581,1.0,1059.0,1345.0,PF01403,Sema domain,CL0186,Beta_propeller,317,491,4.8e-16,0,0.0,False
MET_HUMAN_Estevam_2023,MET_HUMAN,P08581,1.0,1059.0,1345.0,PF01437,Plexin repeat,CL0630,PSI,520,561,0.0017,0,0.0,False
MET_HUMAN_Estevam_2023,MET_HUMAN,P08581,1.0,1059.0,1345.0,PF01833,IPT/TIG domain,CL0159,E-set,563,654,1.4e-11,0,0.0,False
MET_HUMAN_Estevam_2023,MET_HUMAN,P08581,1.0,1059.0,1345.0,PF01833,IPT/TIG domain,CL0159,E-set,657,728,3.2e-12,0,0.0,False
MET_HUMAN_Estevam_2023,MET_HUMAN,P08581,1.0,1059.0,1345.0,PF01833,IPT/TIG domain,CL0159,E-set,742,817,0.00045,0,0.0,False
MET_HUMAN_Estevam_2023,MET_HUMAN,P08581,1.0,1059.0,1345.0,PF07714,Protein tyrosine and serine/threonine kinase,CL0016,PKinase,1078,1336,9.2e-92,259,1.0,True
MK01_HUMAN_Brenan_2016,MK01_HUMAN,P28482,1.0,1.0,360.0,PF00069,Protein kinase domain,CL0016,PKinase,25,313,3.2e-63,289,1.0,True
MLAC_ECOLI_MacRae_2023,MLAC_ECOLI,P0ADV7,1.0,1.0,211.0,PF05494,MlaC protein,CL0051,NTF2,33,198,1.7e-47,166,1.0,True
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,P43246,1.0,1.0,934.0,PF00488,MutS domain V,CL0023,P-loop_NTPase,666,852,4.9e-82,187,1.0,True
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,P43246,1.0,1.0,934.0,PF01624,MutS domain I,,,18,131,1.9e-18,114,1.0,True
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,P43246,1.0,1.0,934.0,PF05188,MutS domain II,CL0219,RNase_H,156,288,5.5e-19,133,1.0,True
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,P43246,1.0,1.0,934.0,PF05190,MutS family domain IV,,,474,568,3.8e-18,95,1.0,True
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,P43246,1.0,1.0,934.0,PF05192,MutS domain III,,,305,473,6.3e-38,169,1.0,True
MSH2_HUMAN_Jia_2020,MSH2_HUMAN,P43246,1.0,1.0,934.0,PF05192,MutS domain III,,,569,609,6.3e-38,41,1.0,True
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,P20589,0.9848484848484849,1.0,330.0,PF00145,C-5 cytosine-specific DNA methylase,CL0063,NADP_Rossmann,1,321,1.2e-105,321,1.0,True
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,P42898,1.0,1.0,656.0,PF02219,Methylenetetrahydrofolate reductase,CL0036,TIM_barrel,48,337,1.9e-118,290,1.0,True
MTHR_HUMAN_Weile_2021,MTHR_HUMAN,P42898,1.0,1.0,656.0,PF21895,"MTHFR, SAM-binding regulatory domain",CL0774,MTHFR_C-like,344,644,0.0,301,1.0,True
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,P36006,1.0,1121.0,1181.0,PF00018,SH3 domain,CL0010,SH3,1127,1174,1.2e-08,48,1.0,True
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,P36006,1.0,1121.0,1181.0,PF00063,Myosin head (motor domain),CL0023,P-loop_NTPase,39,702,0.0,0,0.0,False
MYO3_YEAST_Tsuboyama_2023_2BTT,MYO3_YEAST,P36006,1.0,1121.0,1181.0,PF06017,"Unconventional myosin tail, actin- and lipid-binding",CL0266,PH,773,960,3.7e-52,0,0.0,False
NCAP_I34A1_Doud_2015,NCAP_I34A1,P03466,1.0,1.0,498.0,PF00506,Influenza virus nucleoprotein,,,1,498,0.0,498,1.0,True
NKX31_HUMAN_Tsuboyama_2023_2L9R,NKX31_HUMAN,Q99801,0.9344262295081968,132.0,188.0,PF00046,Homeodomain,CL0123,HTH,125,181,2e-17,50,0.8771929824561403,True
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,O15118,1.0,1.0,1278.0,PF12349,Sterol-sensing domain of SREBP cleavage-activation,CL0322,RND_permease,650,802,2.7e-53,153,1.0,True
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,O15118,1.0,1.0,1278.0,PF16414,Niemann-Pick C1 N terminus,CL0644,Fz,23,266,1.4e-72,244,1.0,True
NPC1_HUMAN_Erwood_2022_HEK293T,NPC1_HUMAN,O15118,1.0,1.0,1278.0,PF22314,"NPC1, middle luminal domain",CL0322,RND_permease,392,607,3.7e-87,216,1.0,True
NUD15_HUMAN_Suiter_2020,NUD15_HUMAN,Q9NV35,1.0,1.0,164.0,PF00293,NUDIX domain,CL0261,NUDIX,13,132,3.1e-17,120,1.0,True
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,P0AFF6,1.0,351.0,419.0,PF00575,S1 RNA binding domain,CL0021,OB,134,195,0.37,0,0.0,False
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,P0AFF6,1.0,351.0,419.0,PF08529,NusA N-terminal domain,,,4,123,1.3e-35,0,0.0,False
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,P0AFF6,1.0,351.0,419.0,PF13184,NusA-like first KH domain,CL0007,KH,199,276,6.3e-29,0,0.0,False
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,P0AFF6,1.0,351.0,419.0,PF14520,SAM-like Helix-hairpin-helix tandem,CL0198,HHH,432,486,1.7e-07,0,0.0,False
NUSA_ECOLI_Tsuboyama_2023_1WCL,NUSA_ECOLI,P0AFF6,1.0,351.0,419.0,PF26594,NusA-like second KH domain,CL0007,KH,280,343,8.6e-19,0,0.0,False
NUSG_MYCTU_Tsuboyama_2023_2MI6,NUSG_MYCTU,P9WIU9,1.0,184.0,238.0,PF02357,Transcription termination factor nusG,CL0439,NusG-like,48,150,1.6e-23,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF00041,Fibronectin type III domain,CL0159,E-set,4524,4607,3.5e-07,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF00069,Protein kinase domain,CL0016,PKinase,6468,6721,5.4e-61,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF00069,Protein kinase domain,CL0016,PKinase,7675,7924,1.6e-39,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF00612,IQ calmodulin-binding motif,CL0220,EF_hand,4874,4893,1.2,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF00621,RhoGEF domain,CL0852,DH-like,5697,5871,1.1e-15,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,10,99,3.8e-20,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,110,201,4.5e-15,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,245,327,2.5e-13,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,335,405,2.6e-05,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,425,490,0.12,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,734,779,0.05,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,809,872,0.0072,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,898,964,1.7e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,990,1057,4.2e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1082,1148,4.1e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1174,1240,2e-10,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1266,1332,9.9e-09,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1358,1424,1.7e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1450,1517,5.7e-06,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1541,1609,6.9e-10,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1634,1700,3.4e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1726,1796,1.1e-05,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1810,1894,0.0042,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1900,1978,1.2e-07,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,1990,2073,0.0092,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,2167,2250,2.4e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,2293,2364,4.1e-05,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,2471,2553,2.3e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,2560,2626,0.0059,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,2648,2724,1.8e-06,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,2738,2809,0.016,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,2829,2909,1.1e-07,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,2918,2993,1.6e-05,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3006,3080,0.0093,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3097,3170,3.1e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3186,3269,1.1e-05,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3275,3350,0.0003,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3363,3445,4.6e-05,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3451,3531,0.0016,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3539,3610,1e-06,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3627,3698,7.8e-05,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3715,3797,9.4e-06,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3803,3885,1e-06,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3890,3974,4.4e-08,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,3980,4051,0.00015,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,4068,4143,6.2e-06,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,4161,4244,0.0015,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,4252,4336,0.01,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,4630,4696,0.0019,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,4898,4988,1.9e-12,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,5126,5216,4.7e-19,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,5260,5350,2.4e-12,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,5371,5466,4.6e-10,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,6014,6098,4.3e-12,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,6108,6199,1.1e-12,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,6357,6446,2e-16,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF07679,Immunoglobulin I-set domain,CL0159,E-set,7463,7548,3.6e-12,0,0.0,False
OBSCN_HUMAN_Tsuboyama_2023_1V1C,OBSCN_HUMAN,Q5VST9,1.0,5602.0,5666.0,PF22697,SOS1/NGEF-like PH domain,CL0266,PH,5890,6000,2.9e-22,0,0.0,False
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,P11961,0.9772727272727273,126.0,169.0,PF00198,2-oxoacid dehydrogenases acyltransferase (catalytic domain),CL0149,CoA-acyltrans,198,426,1.3e-90,0,0.0,False
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,P11961,0.9772727272727273,126.0,169.0,PF00364,Biotin-requiring enzyme,CL0105,Hybrid,4,76,1.3e-21,0,0.0,False
ODP2_GEOSE_Tsuboyama_2023_1W4G,ODP2_GEOSE,P11961,0.9772727272727273,126.0,169.0,PF02817,e3 binding domain,,,129,163,2.2e-12,35,1.0,True
OTC_HUMAN_Lo_2023,OTC_HUMAN,P00480,1.0,1.0,354.0,PF00185,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",CL0063,NADP_Rossmann,187,340,5.6e-49,154,1.0,True
OTC_HUMAN_Lo_2023,OTC_HUMAN,P00480,1.0,1.0,354.0,PF02729,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain",,,40,181,5.7e-41,142,1.0,True
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,Q8TE49,1.0,24.0,65.0,PF01754,A20-like zinc finger,CL0839,Tbcl_zf,889,916,0.00016,0,0.0,False
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,Q8TE49,1.0,24.0,65.0,PF02338,OTU-like cysteine protease,CL0125,Peptidase_CA,206,368,8.5e-15,0,0.0,False
OTU7A_HUMAN_Tsuboyama_2023_2L2D,OTU7A_HUMAN,Q8TE49,1.0,24.0,65.0,PF28552,"OTUD7A/B, UBA domain",CL0214,UBA,26,75,8.6e-23,40,0.9523809523809523,True
OXDA_RHOTO_Vanella_2023_activity,OXDA_RHOTO,P80324,1.0,2.0,365.0,PF01266,FAD dependent oxidoreductase,CL0063,NADP_Rossmann,6,351,6.1e-38,346,1.0,True
OXDA_RHOTO_Vanella_2023_expression,OXDA_RHOTO,P80324,1.0,2.0,365.0,PF01266,FAD dependent oxidoreductase,CL0063,NADP_Rossmann,6,351,6.1e-38,346,1.0,True
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF00870,P53 DNA-binding domain,CL0073,P53-like,100,288,1.1e-59,189,1.0,True
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF07710,P53 tetramerisation motif,,,319,357,2.3e-13,39,1.0,True
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF08563,P53 transactivation motif,,,6,30,2.3e-08,25,1.0,True
P53_HUMAN_Giacomelli_2018_Null_Etoposide,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF18521,Transactivation domain 2,,,35,59,2.2e-14,25,1.0,True
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF00870,P53 DNA-binding domain,CL0073,P53-like,100,288,1.1e-59,189,1.0,True
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF07710,P53 tetramerisation motif,,,319,357,2.3e-13,39,1.0,True
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF08563,P53 transactivation motif,,,6,30,2.3e-08,25,1.0,True
P53_HUMAN_Giacomelli_2018_Null_Nutlin,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF18521,Transactivation domain 2,,,35,59,2.2e-14,25,1.0,True
P53_HUMAN_Giacomelli_2018_WT_Nutlin,P53_HUMAN,P04637,0.9974554707379135,1.0,393.0,PF00870,P53 DNA-binding domain,CL0073,P53-like,100,288,1.1e-59,189,1.0,True
