panel_id,target_id,protein_id,sequence_sha256,sequence_length,family_id,exact_sequence_unseen,mmseqs_family_unseen,foldseek_structure_family_status,foldseek_structure_family_unseen,foldseek_structure_family_overlap_ids,pfam_clan_status,pfam_clan_unseen,pfam_clan_overlap_ids
human-domainome-v1,P35711_PF00505_557,P35711,95d8c70fb86293a693ad1fa19a58e0b9573e4da684167612c6ec5cf36590511e,68,confirmation-family-52fceae55860,True,False,undocumented,,,undocumented,,
human-domainome-v1,P35712_PF00505_622,P35712,3231aaaed8ba1f9d809f6466ed4cb5df82943a644bd571ea75c4c815f44c6433,68,confirmation-family-52fceae55860,True,False,undocumented,,,undocumented,,
human-domainome-v1,P35713_PF00505_87,P35713,0a1f4be1b8d5184a02e3d501e879ad6315277efb9fa97bd9fa7762d64114fb9d,67,confirmation-family-52fceae55860,True,False,undocumented,,,undocumented,,
human-domainome-v1,P35716_PF00505_50,P35716,282469319dc26f2184d7bcead65132d3119e45d778500ef5320732fc620ef25d,68,confirmation-family-52fceae55860,True,False,undocumented,,,undocumented,,
human-domainome-v1,P37275_PF00096_933,P37275,4841b03c2ba2ad0003b539751b4c82159694b347df088527bab3cdeef529660c,22,confirmation-family-6125905587e4,True,True,undocumented,,,undocumented,,
human-domainome-v1,P39880_PF02376_548,P39880,513f46e2e1ac222cdca953d700cb048a01dff1d6a668104e32a33a5113616bf9,82,confirmation-family-a297cd1ff1a3,True,True,undocumented,,,undocumented,,
human-domainome-v1,P39880_PF02376_941,P39880,a69d113a3677aca68828dc4c511c43c874a6eade2f19bb3e8b30c2d97a3c4d88,68,confirmation-family-a297cd1ff1a3,True,True,undocumented,,,undocumented,,
human-domainome-v1,P41225_PF00505_140,P41225,300a07284bb8eac0795c5057f0f16b01898ba2fbca6f261ac6ccd02c81675a50,68,confirmation-family-52fceae55860,True,False,undocumented,,,undocumented,,
human-domainome-v1,P41229_PF00628_319,P41229,c52e77de935f06caab06efa96dde92fce9d7f7a28093cc8ac1f28f7fd630eed6,55,confirmation-family-79fed1c165d0,True,True,undocumented,,,undocumented,,
human-domainome-v1,P43320_PF00030_106,P43320,361cb267754e8d6397fe271613ea37a3ef412f12cfa316cf46af9a738f6ff0c9,84,confirmation-family-1071ad5d9fb0,True,True,undocumented,,,undocumented,,
human-domainome-v1,P43354_PF00105_260,P43354,4152aaff95f22b0231799fcdb34690baed5107f3ab9aed2ed0c5694729f8decc,77,confirmation-family-fe7055e33512,True,True,undocumented,,,undocumented,,
human-domainome-v1,P45973_PF00385_21,P45973,02d59fea3ce19d6733a8804696b9968a859a665bc9f8c18827bb5a3155cf482c,49,confirmation-family-4bb2ae09824b,True,False,undocumented,,,undocumented,,
human-domainome-v1,P46934_PF00397_836,P46934,c5389500544d7e2b1a17e25aca8effa5b6385402f89ab34a88c60dd73a7c5625,46,confirmation-family-5870b94d2d38,True,True,undocumented,,,undocumented,,
human-domainome-v1,P46937_PF00397_162,P46937,fe41289e3afcf89aadf9673a3d83ff0c09947c4ff4a22ae486141fe9a01a17ac,50,confirmation-family-5870b94d2d38,True,True,undocumented,,,undocumented,,
human-domainome-v1,P46937_PF00397_165,P46937,e26f51351499a73b0c0baf1dc26aa79279bd65dbfddef06d720fb795f5ead6a1,46,confirmation-family-5870b94d2d38,True,True,undocumented,,,undocumented,,
human-domainome-v1,P46937_PF00397_226,P46937,24e4812f379f5e86b7b493b9d84f31d6a0462f4b371f15395e6d858a8e9ac9c8,47,confirmation-family-5870b94d2d38,True,True,undocumented,,,undocumented,,
human-domainome-v1,P47974_PF00642_193,P47974,90309946c12b3e75599dc2b1e1564f78b16aea5b4401a97e0b8f52b9ac9f822e,24,confirmation-family-ba243c1e7cec,True,True,undocumented,,,undocumented,,
human-domainome-v1,P48431_PF00505_42,P48431,b9687c58ecf0af8b1da8abb244c1b1b0e3dacb247f3b5f6913a7a603904abe86,68,confirmation-family-52fceae55860,True,False,undocumented,,,undocumented,,
human-domainome-v1,P49335_PF00046_280,P49335,65f851be3dcc458d101122ac4bfab87410b08e98ba9a05e02776a1a3f83678ec,56,confirmation-family-a11ce8dfeaeb,True,True,undocumented,,,undocumented,,
human-domainome-v1,P49792_PF00641_1414,P49792,32d9e1439d6233c4be415e1c9805c6fb34b52279d604f0ea45bb113af7789e99,30,confirmation-family-935cc22b4399,True,True,undocumented,,,undocumented,,
human-domainome-v1,P49792_PF00641_1478,P49792,22071022627e13b431cd20d1e42848527414436d9dc153d40fb0f612f063c13e,31,confirmation-family-935cc22b4399,True,True,undocumented,,,undocumented,,
human-domainome-v1,P50539_PF00010_70,P50539,03663265b3aca3d9ce98cdc5e9675d0cf172e5b144b932793c5de0fa6895078b,51,confirmation-family-aff4a4cc0e22,True,True,undocumented,,,undocumented,,
human-domainome-v1,P51451_PF00018_59,P51451,761e30af36fa7365e4430d372378f7e6d3775daf19009773678f9ffd0769c9a5,59,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,P51508_PF00096_331,P51508,ad277461c9f94e60d163be35648b5849578e2eb9233ecb9fb22432d697301287,22,confirmation-family-6125905587e4,True,True,undocumented,,,undocumented,,
human-domainome-v1,P51508_PF00096_555,P51508,164fddbff066043c04b52be46c33c5e9aac80be088f5e43ddb9a7b1e078fbc3a,22,confirmation-family-6125905587e4,True,True,undocumented,,,undocumented,,
human-domainome-v1,P51608_PF01429_91,P51608,0861b4d6bbad3a6a1b5732d26c17d3d11ab6d6a61eb93781728818e9b26279f8,72,confirmation-family-6db04507b251,True,True,undocumented,,,undocumented,,
human-domainome-v1,P51687_PF00173_87,P51687,75d2c2eb49f98d03bbc51ed6247bc25694b2d9c9376a4d1f9c706d2dd7cf2678,74,confirmation-family-8e40073da5ff,True,True,undocumented,,,undocumented,,
human-domainome-v1,P53673_PF00030_14,P53673,2ed85b1e2f17f7fc8829aeaeb700073a0ac19b36f0360ac3217a27616bfa8fa6,83,confirmation-family-1071ad5d9fb0,True,True,undocumented,,,undocumented,,
human-domainome-v1,P54277_PF00505_572,P54277,654407be719352ef536599bbf50640ac8614f9748d825eab94e8f94d1b779c8c,66,confirmation-family-52fceae55860,True,True,undocumented,,,undocumented,,
human-domainome-v1,P54727_PF00627_186,P54727,8c12f21a8bbbba54e0b3906a8abd95973cfb1dfa82b4795868413120344cf58c,45,confirmation-family-cdefe5f7bc78,True,False,undocumented,,,undocumented,,
human-domainome-v1,P54727_PF00627_361,P54727,6018972a41edaf8ff144fe7c9ccdb0aff96852bee526381a8b8aa83e1ad7193e,45,confirmation-family-19c64be244ab,True,True,undocumented,,,undocumented,,
human-domainome-v1,P54821_PF00046_96,P54821,d9d1d4e5c75a573d8c6aecfefddb1dd182438ea8ffc365bd011795bb9adce821,56,confirmation-family-a11ce8dfeaeb,True,False,undocumented,,,undocumented,,
human-domainome-v1,P55072_PF02359_26,P55072,a9cf2e588fe5113e1a7fb22a4849f728dd236cab4624e75a4b736a1116b339bd,81,confirmation-family-9834d9c76d1d,True,True,undocumented,,,undocumented,,
human-domainome-v1,P55895_PF13341_415,P55895,0a3108bfa012bfab61945646ed57e5b7ec9a5b88ca6471fc57216d627a3fa0a2,77,confirmation-family-96c6f6805144,True,True,undocumented,,,undocumented,,
human-domainome-v1,P56915_PF00046_162,P56915,0498bcf6133d6c1ca75e81f7fccb456e1a261c7071f7746b70ca80215b82f7a9,56,confirmation-family-a11ce8dfeaeb,True,False,undocumented,,,undocumented,,
human-domainome-v1,P57071_PF00096_1085,P57071,90d2afd0de90bd45b32e05ed3c73ca7f9ddd48137402f9ea470cdc70f1dbf598,22,confirmation-family-6125905587e4,True,True,undocumented,,,undocumented,,
human-domainome-v1,P60002_PF05129_3,P60002,ca7d9fa6dcdbbca5e442d72f0285a194a6fc12db30c8b0488504031c67292ac3,77,confirmation-family-13a8d6d51ae1,True,True,undocumented,,,undocumented,,
human-domainome-v1,P60321_PF05741_63,P60321,9ce3f0bee649eb3c73652f09c0d42e6c3dc46b8136c4e361f676d333b31ca684,53,confirmation-family-32a09ea176f7,True,True,undocumented,,,undocumented,,
human-domainome-v1,P61024_PF01111_1,P61024,5eacfaa833f657c7552f7dc1fcb8412921fe75c09606c4e038e13fb21bc84c0b,79,confirmation-family-fe0f13d8ecd0,True,True,undocumented,,,undocumented,,
human-domainome-v1,P61086_PF00627_158,P61086,4717570aac9890120a7f1e03d7f41870d8e40a53ce159176def471809c358776,43,confirmation-family-7c54308cecc4,True,True,undocumented,,,undocumented,,
human-domainome-v1,P61960_PF03671_4,P61960,720604a649d8f907b2d12577769311906c3f6e0c75f67171fa0222a912b8fd65,74,confirmation-family-f4602f9249d0,True,True,undocumented,,,undocumented,,
human-domainome-v1,P62993_PF00018_159,P62993,bc2932bb336e55ce6b4595d80b853f3d4cefd87aa92bf1f6a93533e655622274,56,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,P67809_PF00313_52,P67809,6ea56228a32d7f35e230118b099addfdba23a085dcef8d9cd9ce02a33a0aa5d7,91,confirmation-family-b7ef0e5ab309,True,True,undocumented,,,undocumented,,
human-domainome-v1,P78352_PF00595_157,P78352,0c92790fa932b99f744702844c95c2e82cc650c43bebfe9432ec65e149f22ea2,90,confirmation-family-de1ca9399cc9,True,True,undocumented,,,undocumented,,
human-domainome-v1,P78352_PF00595_309,P78352,583db0ad7390e714b5db1c52e5e80b154fdf1e9fbfb804648de952aa56d4fab4,88,confirmation-family-de1ca9399cc9,True,True,undocumented,,,undocumented,,
human-domainome-v1,P78352_PF00595_60,P78352,adb963198f9d3ec8eb93c5c0eddde3d36cb6020d50b68f2c43b429fe7fdea246,94,confirmation-family-de1ca9399cc9,True,True,undocumented,,,undocumented,,
human-domainome-v1,P78424_PF00046_609,P78424,89b5f61608bb87c96e4df1bd264c8897e13b2b29d991b6f3b90db598a247b14b,55,confirmation-family-a11ce8dfeaeb,True,False,undocumented,,,undocumented,,
human-domainome-v1,P78545_PF02198_50,P78545,2e48ac06c175b3d05ae8d60723c79269b531ae978e250c1750759658bf936c7a,82,confirmation-family-982a0af65159,True,True,undocumented,,,undocumented,,
human-domainome-v1,P78563_PF00035_80,P78563,1b605394aca28744c3298e9e27f725816888e6a23af6ac4e71dc3bac23c51bab,61,confirmation-family-768484c7c718,True,False,undocumented,,,undocumented,,
human-domainome-v1,P82979_PF02037_3,P82979,5a41fe0873fa28a4916751ce5d2f5b2aa023b6b0793093947052e746af6d9871,45,confirmation-family-7c8f5021b474,True,True,undocumented,,,undocumented,,
human-domainome-v1,P98175_PF00641_214,P98175,b253e6b1bc633f6ba51066d1cbec6dfcfeab00e0f26d53600909e844fa92be3d,28,confirmation-family-bb6e9e831dcc,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q00839_PF02037_6,Q00839,43b89e35b6941bbfaae29a9715c9eb4481fb221737f7e9934af1e263053f3501,41,confirmation-family-8f8b7710095a,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q00987_PF00641_299,Q00987,003663c169ffd3a3b0476228447ae4cf9cbd131bf7078cdb7999b63ab1152ccd,29,confirmation-family-86ceb3ee17ab,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q01543_PF02198_116,Q01543,fd4f4c70f2b858d4dfb41870a7f25965e9d9e6a67ce39b5572b3718b8bcf6e27,82,confirmation-family-8b74a43560b4,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q01826_PF02376_371,Q01826,db1398705feaea859793e9b7e45a48fa040be2fee682b00125f258143ae011fe,75,confirmation-family-4028f57daa1b,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q01826_PF02376_494,Q01826,6c7c7b406dd2c99cc3fdf4a35246908e62b211707d18c8e9ceb8717eb34814b7,74,confirmation-family-4028f57daa1b,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q01826_PF16557_178,Q01826,ed06b4116cdaa34b97ff687e609661d5aa95928d8cc13f0e5715b1e397c4422b,70,confirmation-family-a6ff27e15211,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q01851_PF00157_266,Q01851,e5de26cd390087059669b0231b1e1501e04d6b65fa5bfd16c45503fe0686d763,82,confirmation-family-08993b6a2043,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q01860_PF00157_134,Q01860,336986d041bde91832804f3ca83e988d6b348197383aa57d46136d8158f966c4,79,confirmation-family-08993b6a2043,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q03052_PF00157_247,Q03052,4b2d6cb3c3574840c4dbde7222ec196ad6be7a55f1e3e4bdcb1ad05926d71282,78,confirmation-family-08993b6a2043,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q03181_PF00105_71,Q03181,9faaf0eadba338be9b08a505d7816de7bc61132100eea541f539ff982a79203e,75,confirmation-family-fe7055e33512,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q05066_PF00505_61,Q05066,d78face99c336624d25d4f6190424084ccccf78e8ee5718536942bf37fc274c4,68,confirmation-family-52fceae55860,True,False,undocumented,,,undocumented,,
human-domainome-v1,Q05195_PF00010_58,Q05195,ee0087d0422cb4c5a9da721b51db0f364f873f9a17290981f36cdf51ab3bf106,52,confirmation-family-aff4a4cc0e22,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q05655_PF00130_228,Q05655,21aa481bccd3f0b6cf2b26a67d6473e954ca63f371757a7dc7030c3ed8aef7f8,55,confirmation-family-75f6239f880e,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q06187_PF00018_215,Q06187,f63fffca6cbd0d4f92656c698360dcb83641498cfd156a841ce8166c92c93ffc,59,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q06546_PF02198_172,Q06546,fcab2de581ccf9026e3f436d5b94599bc9f8808f306f5689bd3ac46227c3e71f,79,confirmation-family-8b74a43560b4,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q06787_PF00013_217,Q06787,554d1da9cf6d676133c0d78e5aaba7a32768783db61154e12b2ab1209f929286,66,confirmation-family-4e826d16fe76,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q06945_PF00505_60,Q06945,67dcd3b62ac1af74857572fd5d1c13d067dc86f33b25d85a991e510666a3f611,68,confirmation-family-52fceae55860,True,False,undocumented,,,undocumented,,
human-domainome-v1,Q08881_PF00018_172,Q08881,fabe2689074769ceae198c3d2c9c5bebf11109675421be342405ede828c98458,59,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q12824_PF04855_181,Q12824,1a58df4fadff925b688802d013f44ffdb39edf30ba0fc0660e62344554b50f09,68,confirmation-family-6263c29ef045,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q12830_PF00628_2862,Q12830,5847b1da2419cfbc56a68b84b0a52f958e9649657398ac1715d2d7a4f325f72a,57,confirmation-family-2ff7dde18e4d,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q12837_PF00157_256,Q12837,ea6782ccbe8d52ad19419f5e9eed2a92a29e2cc6194dbb0f806d988658da2da9,72,confirmation-family-08993b6a2043,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q12873_PF00628_374,Q12873,d0bd02026abc9995db44092cfaeabfbf97d0047c36eccc9c578895f2b38e854e,53,confirmation-family-79fed1c165d0,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q12899_PF00643_97,Q12899,40f6edb4a0bfa63313b738eb81807f1e7cd3389f3356e31c2f8d9862c07d879f,44,confirmation-family-dcb41324ec31,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q12929_PF00018_533,Q12929,b9842b6ab508747285556306a6e84f0e0c636bf71218e154d853f4698c6120bf,58,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q12929_PF18016_720,Q12929,ab41538c562defb804b44c164d1139b5bcb6fd14562b8f343b674add721bfac8,59,confirmation-family-d039b2e12bd2,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q12965_PF00018_1051,Q12965,b04612997d3f95e38dc17fcf1060d95c91b97867b9b672ca1ef23ef8175ce363,58,confirmation-family-7bd4ebfadfcf,True,False,undocumented,,,undocumented,,
human-domainome-v1,Q13009_PF00595_843,Q13009,b134565a1b3d6b40b28cb7c0a4f3f9e1958764c615b3bbb25bdb06f23e384733,84,confirmation-family-daec684ac228,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13148_PF18694_5,Q13148,984b7abd13ec1fdd346f345ad79b79ea76183137a8dd941192885e6c40a67e51,72,confirmation-family-4469cb6c9718,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13163_PF00564_15,Q13163,242eed510577c38823b6555acf6531e02cece594ee0794b5f15a4da38b3bd462,95,confirmation-family-9284b7431131,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13263_PF00628_620,Q13263,e5d5e1d8be8fbd5d5c1fd248d15de0e5c4421fffa5977307e8e98eee008ce3f9,52,confirmation-family-79fed1c165d0,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13368_PF00595_132,Q13368,761554880ce30844dd26bea77ff186f62be3ea4bc1fb119aef99aa242b30c538,89,confirmation-family-de1ca9399cc9,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13424_PF00595_79,Q13424,2661e3f4220d16d8162839ea51638a71304df5dcb9610eeab02e6e53e96bc116,93,confirmation-family-de1ca9399cc9,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13472_PF06839_812,Q13472,ef24fb40c27fca8355dc893672562896635d7f9c9494d5cfe28ab27389ab42f3,40,confirmation-family-6c1c3109fddd,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13472_PF06839_896,Q13472,9038da1a6b3443a52a15cf4e9ee9b4b031daaca51ffc0b695453afb0d8f38d24,43,confirmation-family-6c1c3109fddd,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13501_PF00569_120,Q13501,42247a61e4fdbd5800e6cc6073a4a8f3c483ef59a1c93ae18dd9e82adfe200e0,52,confirmation-family-c0afaf921c5e,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13501_PF16577_389,Q13501,16dcb3815ed83f123303cc549ecc8bd9d56c3d699d7d8681c025460650bb8bf7,52,confirmation-family-db462fdf20d5,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13526_PF00397_1,Q13526,2ea4ebaa6beb754a55fe2c3ba1cb9801bfef01ad0df8e6ad761f337b0fb80501,40,confirmation-family-cd362c0e7c23,True,False,undocumented,,,undocumented,,
human-domainome-v1,Q13642_PF00412_160,Q13642,5daaa47ac32e9faa9513c82636c610674a7fae48e841c22db983e5d141985ea0,56,confirmation-family-a93c8af9b167,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13642_PF00412_99,Q13642,15aa898a554fc8897fb79bdd965ac3496e573e87de5f791f93966d1323a56e7c,60,confirmation-family-a93c8af9b167,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q13813_PF13499_2327,Q13813,5898a56b9749cb012d64a124409d4d2e71079db0ba64200c6ad790c8eb38a2e0,73,confirmation-family-042353b648e9,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14151_PF02037_27,Q14151,2f11de67081095c399dd741858b3339caa376dafdcc0dc40ee93f62e4ec97332,44,confirmation-family-12cd9c3d5ed9,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14160_PF00595_857,Q14160,28bca5931af2a75dc9105a5a2f7a4c11f48d5159bb6813a7eb49ac92be847afc,97,confirmation-family-de1ca9399cc9,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14192_PF00412_38,Q14192,2acbebc5ad0a43b4e47a70738125eb86e132b4b414edf70ee93d93dc303823f7,60,confirmation-family-a93c8af9b167,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14202_PF06467_350,Q14202,2ef54cf3ae102cf65ff5e546630dd1ca8a54b537f8fa15d2acc5eb93a2f4d925,45,confirmation-family-aa4dc9cb1a21,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14202_PF06467_405,Q14202,364e9346a813a644bd238f0ab40d7387e76b62975b772066608fbec6aff092d1,40,confirmation-family-5f7965b4a505,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14839_PF00385_623,Q14839,398fda63bcb5d9f7530b941cdb7040f6e7935a1c6da9f15162d11afeab982f32,53,confirmation-family-1495c28dfe65,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14839_PF00628_365,Q14839,39cde8b1f024f6ea655e256dcd0775a56beb1db56f84f43162c104ceed88cb09,53,confirmation-family-79fed1c165d0,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14839_PF00628_444,Q14839,e7a09b3a2471b235090f4f9edf198d658f93a4815c51a09e9128ffb94aeb49fc,53,confirmation-family-79fed1c165d0,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14863_PF00157_139,Q14863,07bb169b1ffb5b1bc135679e8687c99f0dc9c2d0df6b2a61a6784c843e069e64,90,confirmation-family-08993b6a2043,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14995_PF00105_103,Q14995,0f88d0d67c496cbb17805214fd2f37c8f08fd0f08b6c02ce45a533f1afbec067,69,confirmation-family-fe7055e33512,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14CM0_PF00595_75,Q14CM0,87f58659edbc482b0bfff2213adc3b25e9488dca80f6b6cc4f15df7da7bf7aab,80,confirmation-family-f2a8def9064d,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q14CS0_PF00789_256,Q14CS0,4a10ad73ab2a399481e4e7361ff45938108df37f5924ed914f4ad3075423c785,74,confirmation-family-87613080fe77,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15319_PF00157_185,Q15319,9d28de30af44151c4503e68d0ac9462a8f76461258d20b57f497f7fe1c35af43,72,confirmation-family-08993b6a2043,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15365_PF00013_278,Q15365,303eb29c89799ec873cee91bca54dc28f8b04d8f3be16afd0170ddd4b20440ff,73,confirmation-family-da40ca859374,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15424_PF02037_26,Q15424,72d0b2db39237a28268210f8660d6a9349ffe7888a67b1012db51422ce4d389d,55,confirmation-family-12cd9c3d5ed9,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15475_PF00046_131,Q15475,48050e72d3d3e886436d445ea84ba24eb49ae02a433be8317a5929e9641e6aa2,50,confirmation-family-a11ce8dfeaeb,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15554_PF00249_489,Q15554,ce0b44fb6cc6df04aa7829bb599310338a4939c5f6f175cb8ab935d8968a6d4d,54,confirmation-family-b931d986cfa5,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15699_PF00046_134,Q15699,5f933199470f8dfddf10dc42e8f65de983486d0502469b47d2b8d247181239cf,56,confirmation-family-a11ce8dfeaeb,True,False,undocumented,,,undocumented,,
human-domainome-v1,Q15811_PF00018_1003,Q15811,6994dc66d8ae3fd82faa98c92db33461b08c3bcc5cf0f748a4df4b135e9f83be,57,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15811_PF00018_1156,Q15811,dd6c68bdc80c5286465a3732d14b28b655a367927ce50fd2e1c7b36c1efa728a,58,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15811_PF00018_909,Q15811,03da489c95a93867aa3abeeca3813f4e921f3a7199ddd5a836f3a52e04352580,63,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15811_PF07653_1003,Q15811,6994dc66d8ae3fd82faa98c92db33461b08c3bcc5cf0f748a4df4b135e9f83be,57,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15911_PF00046_2244,Q15911,ac5c02e05e880825b99c2206c68873ad63a8d6902e244a554db31805e78eb90c,56,confirmation-family-a11ce8dfeaeb,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15911_PF00046_2643,Q15911,df22b8257f76458ffd94b6c643b62fd5fec5287f7098ce045811beb0f2bd3468,56,confirmation-family-a11ce8dfeaeb,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q15942_PF00412_504,Q15942,1b231239675764212bc55bd3725b56643a83449b45b04c0befdd13a18ce57290,67,confirmation-family-ece1c185845f,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q1KMD3_PF02037_1,Q1KMD3,35c2b13968d880d905dcc6cdbd47d86e467e8423564cb36dd555b80dfb86bcb3,40,confirmation-family-8f8b7710095a,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q2Q1W2_PF00643_274,Q2Q1W2,17d1f0252a3c69719ac2edc4fae0c406bc22f7a711c0b1f58c5af35975c2ae00,43,confirmation-family-dcb41324ec31,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q5F1R6_PF12171_315,Q5F1R6,dbbcd5d3bbffe30b42c3cd35d38513a9d3fbf1a5cb744db5a5fffdf33d9f6772,25,confirmation-family-ec2fb8dd22e9,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q5HYK7_PF00018_664,Q5HYK7,4de956046ef78a03b86b6f4c64852c354a9360d1578e24f9c7216a0f0e9515e1,56,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q5SQQ9_PF00046_102,Q5SQQ9,ea7035c757c2cd5e7d05103a2a989d6bb0563c4c96b7a254edf2259bf5789d18,56,confirmation-family-a11ce8dfeaeb,True,False,undocumented,,,undocumented,,
human-domainome-v1,Q5TCQ9_PF00397_287,Q5TCQ9,9e539dabb5c73866e5f0e74d4734cc42747df7c8a8db1caa77f23ec682a1a2bf,43,confirmation-family-5870b94d2d38,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q5U5Q3_PF00013_325,Q5U5Q3,5f6850e20589d7770d4458230922e7638a82ce91c11a49e3d2a8aa6b5aaa0b23,67,confirmation-family-a14267e19c56,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q5VTD9_PF00096_221,Q5VTD9,d7a5299dcf4dc79b8c092d9ef8cbc2b0adcd6d4afeb3bbe9377583fb92a19892,22,confirmation-family-6125905587e4,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q5VVJ2_PF00249_120,Q5VVJ2,ae5ec558f394471e5499925bea38c797e5189261f31a77753e8d2fe06203bf64,43,confirmation-family-c6d6f4bab940,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q5VWI1_PF01846_448,Q5VWI1,d0704159307c9e6c6b510b7643a283b06c07242a769b955cfb011c45c3e3a07a,57,confirmation-family-911215af954c,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q68DC2_PF00536_774,Q68DC2,50b14d4280a92e3f2321ffc58364e63815aee46b174e1fc5ca48b31cff57f7c5,63,confirmation-family-22950f582c24,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q6NWY9_PF01846_274,Q6NWY9,32643312529d1ffd95bd8987c7456e71bbc3a1f3162695cc81c2ad9db0dc7e41,59,confirmation-family-504cce7dd406,True,False,undocumented,,,undocumented,,
human-domainome-v1,Q6P0N0_PF00249_878,Q6P0N0,538e0e9a98e451b35e5549c1ad89764d7f983d7dd56d62be3b249aa151141474,49,confirmation-family-c4d2f00a5ee4,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q6XZF7_PF00018_146,Q6XZF7,340cbbfb1cc5bc60a274c32572e3abd79ce0cec5df21f03b95a667a5597513cc,61,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
human-domainome-v1,Q6XZF7_PF00018_1516,Q6XZF7,e91528672378ebe7d72d34c992771c53b5093dfeb89563283485f72d5496d8bb,59,confirmation-family-7bd4ebfadfcf,True,True,undocumented,,,undocumented,,
