panel_id,target_id,protein_id,pfam_accession,pfam_name,clan_accession,clan_name,pfam_clan_family_id,domain_start,domain_end,annotation_source
human-domainome-v1,Q5VVJ2_PF00249_120,Q5VVJ2,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q5VWI1_PF01846_448,Q5VWI1,PF01846,,CL0584,FF,clan:CL0584,,,panel
human-domainome-v1,Q68DC2_PF00536_774,Q68DC2,PF00536,,CL0003,SAM,clan:CL0003,,,panel
human-domainome-v1,Q6NWY9_PF01846_274,Q6NWY9,PF01846,,CL0584,FF,clan:CL0584,,,panel
human-domainome-v1,Q6P0N0_PF00249_878,Q6P0N0,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q6XZF7_PF00018_146,Q6XZF7,PF00018,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q6XZF7_PF00018_1516,Q6XZF7,PF00018,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q6XZF7_PF00018_242,Q6XZF7,PF00018,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q6XZF7_PF14604_147,Q6XZF7,PF14604,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q6ZN01_PF02037_170,Q6ZN01,PF02037,,CL0306,HeH,clan:CL0306,,,panel
human-domainome-v1,Q6ZSG1_PF13639_293,Q6ZSG1,PF13639,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q6ZVD7_PF10264_112,Q6ZVD7,PF10264,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q6ZWJ1_PF00397_493,Q6ZWJ1,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q7L590_PF09329_383,Q7L590,PF09329,,,,pfam:PF09329,,,panel
human-domainome-v1,Q7Z4I7_PF00412_13,Q7Z4I7,PF00412,,CL0839,Tbcl_zf,clan:CL0839,,,panel
human-domainome-v1,Q7Z5Q1_PF16366_513,Q7Z5Q1,PF16366,,CL0782,BBOX,clan:CL0782,,,panel
human-domainome-v1,Q7Z6B7_PF00018_744,Q7Z6B7,PF00018,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q7Z6G8_PF00536_812,Q7Z6G8,PF00536,,CL0003,SAM,clan:CL0003,,,panel
human-domainome-v1,Q7Z6W7_PF00226_3,Q7Z6W7,PF00226,,CL0392,Chaperone-J,clan:CL0392,,,panel
human-domainome-v1,Q7Z6Z7_PF00627_1316,Q7Z6Z7,PF00627,,CL0214,UBA,clan:CL0214,,,panel
human-domainome-v1,Q86UL8_PF00397_296,Q86UL8,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q86UL8_PF00595_1144,Q86UL8,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q86UL8_PF00595_601,Q86UL8,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q86UL8_PF00595_774,Q86UL8,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q86UP3_PF00046_2183,Q86UP3,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q86UP3_PF00046_2562,Q86UP3,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q86VP1_PF18112_729,Q86VP1,PF18112,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q86WN1_PF14604_467,Q86WN1,PF14604,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q86XN8_PF00013_273,Q86XN8,PF00013,,CL0007,KH,clan:CL0007,,,panel
human-domainome-v1,Q86YT6_PF18346_247,Q86YT6,PF18346,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q8IV48_PF02037_65,Q8IV48,PF02037,,CL0306,HeH,clan:CL0306,,,panel
human-domainome-v1,Q8IWR0_PF00642_906,Q8IWR0,PF00642,,CL0537,CCCH_zf,clan:CL0537,,,panel
human-domainome-v1,Q8IWT3_PF01485_2234,Q8IWT3,PF01485,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q8IX12_PF02037_625,Q8IX12,PF02037,,CL0306,HeH,clan:CL0306,,,panel
human-domainome-v1,Q8IYH5_PF00249_653,Q8IYH5,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q8IZQ8_PF02037_363,Q8IZQ8,PF02037,,CL0306,HeH,clan:CL0306,,,panel
human-domainome-v1,Q8N157_PF00018_1053,Q8N157,PF00018,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q8N3X1_PF00397_200,Q8N3X1,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q8N3X1_PF00397_593,Q8N3X1,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q8N5C8_PF02845_12,Q8N5C8,PF02845,,CL0214,UBA,clan:CL0214,,,panel
human-domainome-v1,Q8N8B7_PF08711_30,Q8N8B7,PF08711,,,,pfam:PF08711,,,panel
human-domainome-v1,Q8NB78_PF07496_139,Q8NB78,PF07496,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q8ND56_PF12701_7,Q8ND56,PF12701,,CL0986,Sm-like,clan:CL0986,,,panel
human-domainome-v1,Q8NEA6_PF00096_414,Q8NEA6,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q8NEA6_PF00096_473,Q8NEA6,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q8NFW5_PF00046_73,Q8NFW5,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q8NHM5_PF16866_656,Q8NHM5,PF16866,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q8TAT5_PF00641_316,Q8TAT5,PF00641,,CL0167,Zn_Beta_Ribbon,clan:CL0167,,,panel
human-domainome-v1,Q8TDD2_PF00096_325,Q8TDD2,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q8TDI0_PF00628_411,Q8TDI0,PF00628,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q8TEW0_PF00595_457,Q8TEW0,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q8WU90_PF18044_104,Q8WU90,PF18044,,CL0537,CCCH_zf,clan:CL0537,,,panel
human-domainome-v1,Q8WWH4_PF07647_273,Q8WWH4,PF07647,,CL0003,SAM,clan:CL0003,,,panel
human-domainome-v1,Q8WXI2_PF00536_9,Q8WXI2,PF00536,,CL0003,SAM,clan:CL0003,,,panel
human-domainome-v1,Q92734_PF00564_6,Q92734,PF00564,,CL0072,Ubiquitin,clan:CL0072,,,panel
human-domainome-v1,Q92796_PF00595_222,Q92796,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q92796_PF00595_383,Q92796,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q92945_PF00013_142,Q92945,PF00013,,CL0007,KH,clan:CL0007,,,panel
human-domainome-v1,Q92997_PF00778_2,Q92997,PF00778,,CL0072,Ubiquitin,clan:CL0072,,,panel
human-domainome-v1,Q969G3_PF00505_67,Q969G3,PF00505,,CL0114,HMG-box,clan:CL0114,,,panel
human-domainome-v1,Q96AE4_PF00013_184,Q96AE4,PF00013,,CL0007,KH,clan:CL0007,,,panel
human-domainome-v1,Q96AE4_PF00013_98,Q96AE4,PF00013,,CL0007,KH,clan:CL0007,,,panel
human-domainome-v1,Q96CB8_PF00628_155,Q96CB8,PF00628,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q96DX7_PF00643_174,Q96DX7,PF00643,,CL0782,BBOX,clan:CL0782,,,panel
human-domainome-v1,Q96FX2_PF05207_6,Q96FX2,PF05207,,CL0167,Zn_Beta_Ribbon,clan:CL0167,,,panel
human-domainome-v1,Q96GE6_PF13499_123,Q96GE6,PF13499,,CL0220,EF_hand,clan:CL0220,,,panel
human-domainome-v1,Q96GE6_PF13499_48,Q96GE6,PF13499,,CL0220,EF_hand,clan:CL0220,,,panel
human-domainome-v1,Q96GM8_PF00642_298,Q96GM8,PF00642,,CL0537,CCCH_zf,clan:CL0537,,,panel
human-domainome-v1,Q96I24_PF00013_75,Q96I24,PF00013,,CL0007,KH,clan:CL0007,,,panel
human-domainome-v1,Q96J02_PF00397_428,Q96J02,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q96J02_PF00397_474,Q96J02,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q96JN0_PF05225_353,Q96JN0,PF05225,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q96JY6_PF00412_284,Q96JY6,PF00412,,CL0839,Tbcl_zf,clan:CL0839,,,panel
human-domainome-v1,Q96K80_PF00642_138,Q96K80,PF00642,,CL0537,CCCH_zf,clan:CL0537,,,panel
human-domainome-v1,Q96KC8_PF00249_494,Q96KC8,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q96PU5_PF00397_184,Q96PU5,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q96PU5_PF00397_381,Q96PU5,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q96PU5_PF00397_539,Q96PU5,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q96QS3_PF00046_330,Q96QS3,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q96QZ7_PF00397_294,Q96QZ7,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q96QZ7_PF00397_352,Q96QZ7,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q96RT1_PF00595_1321,Q96RT1,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q96T51_PF01363_639,Q96T51,PF01363,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q99501_PF02187_209,Q99501,PF02187,,,,pfam:PF02187,,,panel
human-domainome-v1,Q99543_PF00249_451,Q99543,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q99615_PF00226_382,Q99615,PF00226,,CL0392,Chaperone-J,clan:CL0392,,,panel
human-domainome-v1,Q99684_PF00096_256,Q99684,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q99684_PF00096_313,Q99684,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9BRP0_PF00096_215,Q9BRP0,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9BTC8_PF00249_265,Q9BTC8,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9BUJ2_PF02037_1,Q9BUJ2,PF02037,,CL0306,HeH,clan:CL0306,,,panel
human-domainome-v1,Q9BV68_PF14369_11,Q9BV68,PF14369,,CL0167,Zn_Beta_Ribbon,clan:CL0167,,,panel
human-domainome-v1,Q9BY11_PF14604_387,Q9BY11,PF14604,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q9BYM8_PF01485_369,Q9BYM8,PF01485,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q9BZM3_PF00046_204,Q9BZM3,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9C030_PF00643_93,Q9C030,PF00643,,CL0782,BBOX,clan:CL0782,,,panel
human-domainome-v1,Q9C0A1_PF00046_1859,Q9C0A1,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9GZV5_PF00397_116,Q9GZV5,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q9H000_PF00642_37,Q9H000,PF00642,,CL0537,CCCH_zf,clan:CL0537,,,panel
human-domainome-v1,Q9H0A6_PF00612_189,Q9H0A6,PF00612,,CL0220,EF_hand,clan:CL0220,,,panel
human-domainome-v1,Q9H0M0_PF00397_343,Q9H0M0,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q9H161_PF00046_216,Q9H161,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9H2P0_PF00046_770,Q9H2P0,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9H347_PF00627_613,Q9H347,PF00627,,CL0214,UBA,clan:CL0214,,,panel
human-domainome-v1,Q9H3D4_PF07647_545,Q9H3D4,PF07647,,CL0003,SAM,clan:CL0003,,,panel
human-domainome-v1,Q9H3Z4_PF00226_16,Q9H3Z4,PF00226,,CL0392,Chaperone-J,clan:CL0392,,,panel
human-domainome-v1,Q9H4A3_PF12202_481,Q9H4A3,PF12202,,CL0487,FKBP,clan:CL0487,,,panel
human-domainome-v1,Q9H6I2_PF00505_69,Q9H6I2,PF00505,,CL0114,HMG-box,clan:CL0114,,,panel
human-domainome-v1,Q9H7E2_PF00567_554,Q9H7E2,PF00567,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q9H9D4_PF00096_383,Q9H9D4,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9H9L4_PF13891_28,Q9H9L4,PF13891,,,,pfam:PF13891,,,panel
human-domainome-v1,Q9HA38_PF12171_246,Q9HA38,PF12171,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9HAU4_PF00397_150,Q9HAU4,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q9HAZ2_PF00096_282,Q9HAZ2,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9HC78_PF00096_635,Q9HC78,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9HC78_PF00096_663,Q9HC78,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9HC78_PF00096_716,Q9HC78,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9NP66_PF00505_104,Q9NP66,PF00505,,CL0114,HMG-box,clan:CL0114,,,panel
human-domainome-v1,Q9NPB3_PF13499_155,Q9NPB3,PF13499,,CL0220,EF_hand,clan:CL0220,,,panel
human-domainome-v1,Q9NPC8_PF00046_131,Q9NPC8,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9NQ86_PF00643_208,Q9NQ86,PF00643,,CL0782,BBOX,clan:CL0782,,,panel
human-domainome-v1,Q9NQV8_PF00096_668,Q9NQV8,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9NQX1_PF00096_433,Q9NQX1,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9NSC2_PF00096_1030,Q9NSC2,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9NW38_PF11793_305,Q9NW38,PF11793,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q9NWH9_PF02037_19,Q9NWH9,PF02037,,CL0306,HeH,clan:CL0306,,,panel
human-domainome-v1,Q9NYL2_PF00536_330,Q9NYL2,PF00536,,CL0003,SAM,clan:CL0003,,,panel
human-domainome-v1,Q9NZM3_PF14604_1129,Q9NZM3,PF14604,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q9P0J7_PF05605_76,Q9P0J7,PF05605,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9P2F5_PF10264_64,Q9P2F5,PF10264,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9P2K3_PF00249_87,Q9P2K3,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9P2P5_PF00397_800,Q9P2P5,PF00397,,CL0680,WW,clan:CL0680,,,panel
human-domainome-v1,Q9UBF6_PF12678_48,Q9UBF6,PF12678,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q9UBS4_PF00226_25,Q9UBS4,PF00226,,CL0392,Chaperone-J,clan:CL0392,,,panel
human-domainome-v1,Q9UBX0_PF00046_110,Q9UBX0,PF00046,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9UDY2_PF00595_26,Q9UDY2,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q9UDY2_PF00595_509,Q9UDY2,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q9UHC7_PF00642_89,Q9UHC7,PF00642,,CL0537,CCCH_zf,clan:CL0537,,,panel
human-domainome-v1,Q9UHD4_PF02017_36,Q9UHD4,PF02017,,CL0072,Ubiquitin,clan:CL0072,,,panel
human-domainome-v1,Q9UIF8_PF00628_1927,Q9UIF8,PF00628,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q9UJ78_PF06467_334,Q9UJ78,PF06467,,CL0175,TRASH,clan:CL0175,,,panel
human-domainome-v1,Q9UJQ4_PF00096_383,Q9UJQ4,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9UJQ4_PF00096_899,Q9UJQ4,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9UJV3_PF00643_191,Q9UJV3,PF00643,,CL0782,BBOX,clan:CL0782,,,panel
human-domainome-v1,Q9UKI9_PF00157_186,Q9UKI9,PF00157,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9UKL0_PF00249_383,Q9UKL0,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9UKS6_PF14604_365,Q9UKS6,PF14604,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q9UKW6_PF02198_47,Q9UKW6,PF02198,,CL0003,SAM,clan:CL0003,,,panel
human-domainome-v1,Q9UKY1_PF18387_100,Q9UKY1,PF18387,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9ULJ8_PF07647_987,Q9ULJ8,PF07647,,CL0003,SAM,clan:CL0003,,,panel
human-domainome-v1,Q9ULL8_PF00595_7,Q9ULL8,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q9UNF0_PF00018_428,Q9UNF0,PF00018,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q9UPQ7_PF00595_244,Q9UPQ7,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q9UPQ7_PF00595_414,Q9UPQ7,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q9UPW6_PF02376_358,Q9UPW6,PF02376,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9UPW6_PF02376_482,Q9UPW6,PF02376,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9UQR1_PF00096_172,Q9UQR1,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9Y222_PF00249_226,Q9Y222,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9Y2G7_PF00096_411,Q9Y2G7,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9Y2T7_PF00313_86,Q9Y2T7,PF00313,,CL0021,OB,clan:CL0021,,,panel
human-domainome-v1,Q9Y3R0_PF00595_666,Q9Y3R0,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q9Y462_PF00096_506,Q9Y462,PF00096,,CL0361,C2H2-zf,clan:CL0361,,,panel
human-domainome-v1,Q9Y4I5_PF03638_368,Q9Y4I5,PF03638,,CL0809,CXC,clan:CL0809,,,panel
human-domainome-v1,Q9Y4J8_PF00569_235,Q9Y4J8,PF00569,,CL0229,RING,clan:CL0229,,,panel
human-domainome-v1,Q9Y5K6_PF00018_271,Q9Y5K6,PF00018,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q9Y5K6_PF14604_1,Q9Y5K6,PF14604,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q9Y5K6_PF14604_109,Q9Y5K6,PF14604,,CL0010,SH3,clan:CL0010,,,panel
human-domainome-v1,Q9Y618_PF00249_613,Q9Y618,PF00249,,CL0123,HTH,clan:CL0123,,,panel
human-domainome-v1,Q9Y6N9_PF00595_207,Q9Y6N9,PF00595,,CL0466,PDZ-like,clan:CL0466,,,panel
human-domainome-v1,Q9Y6V0_PF05715_1058,Q9Y6V0,PF05715,,CL0229,RING,clan:CL0229,,,panel
mavedb-complement-v1,mavedb-287332153da38b59,KCNH2 Wildtype Sequence (ENST00000262186.10),PF00027,Cyclic nucleotide-binding domain,CL0029,Cupin,clan:CL0029,762.0,843.0,InterPro/UniProt
mavedb-complement-v1,mavedb-287332153da38b59,KCNH2 Wildtype Sequence (ENST00000262186.10),PF00520,Ion transport protein,CL0030,Ion_channel,clan:CL0030,409.0,668.0,InterPro/UniProt
mavedb-complement-v1,mavedb-287332153da38b59,KCNH2 Wildtype Sequence (ENST00000262186.10),PF13426,PAS domain,CL0183,PAS_Fold,clan:CL0183,37.0,129.0,InterPro/UniProt
mavedb-complement-v1,mavedb-32f5d032de97ea22,F9,PF00008,EGF-like domain,CL0001,EGF,clan:CL0001,97.0,127.0,InterPro/UniProt
mavedb-complement-v1,mavedb-32f5d032de97ea22,F9,PF00089,Trypsin,CL0124,Peptidase_PA,clan:CL0124,227.0,454.0,InterPro/UniProt
mavedb-complement-v1,mavedb-32f5d032de97ea22,F9,PF00594,Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain,CL0001,EGF,clan:CL0001,52.0,92.0,InterPro/UniProt
mavedb-complement-v1,mavedb-32f5d032de97ea22,F9,PF14670,Coagulation Factor Xa inhibitory site,CL0001,EGF,clan:CL0001,134.0,170.0,InterPro/UniProt
mavedb-complement-v1,mavedb-93100c3b9be6e587,SGCB,PF04790,Sarcoglycan complex subunit protein,,,pfam:PF04790,54.0,302.0,InterPro/UniProt
mavedb-complement-v1,mavedb-aebeb991234cd8a3,PAX6,PF00046,Homeodomain,CL0123,HTH,clan:CL0123,212.0,267.0,InterPro/UniProt
mavedb-complement-v1,mavedb-aebeb991234cd8a3,PAX6,PF00292,'Paired box' domain,CL0123,HTH,clan:CL0123,4.0,128.0,InterPro/UniProt
mavedb-complement-v1,mavedb-c6dd0092b775896c,KCNQ4,PF00520,Ion transport protein,CL0030,Ion_channel,clan:CL0030,99.0,328.0,InterPro/UniProt
mavedb-complement-v1,mavedb-c6dd0092b775896c,KCNQ4,PF03520,KCNQ voltage-gated potassium channel,,,pfam:PF03520,464.0,646.0,InterPro/UniProt
mavedb-complement-v1,mavedb-e3ca60f18e3b6e98,TP53,PF00870,P53 DNA-binding domain,CL0073,P53-like,clan:CL0073,100.0,288.0,InterPro/UniProt
mavedb-complement-v1,mavedb-e3ca60f18e3b6e98,TP53,PF07710,P53 tetramerisation motif,,,pfam:PF07710,319.0,357.0,InterPro/UniProt
mavedb-complement-v1,mavedb-e3ca60f18e3b6e98,TP53,PF08563,P53 transactivation motif,,,pfam:PF08563,6.0,30.0,InterPro/UniProt
mavedb-complement-v1,mavedb-e3ca60f18e3b6e98,TP53,PF18521,Transactivation domain 2,,,pfam:PF18521,35.0,59.0,InterPro/UniProt
venusmuthub-v1,venus-00073064a60d4804,O52063,PF07969,Amidohydrolase family,CL0036,TIM_barrel,clan:CL0036,44.0,396.0,InterPro/UniProt
venusmuthub-v1,venus-06f736fe976e45ee,Q4KAC6,PF20628,"Dyp-type peroxidase, C-terminal",CL0032,Dim_A_B_barrel,clan:CL0032,127.0,281.0,InterPro/UniProt
venusmuthub-v1,venus-07739b7c44051d98,Q8KLM3,PF00685,Sulfotransferase domain,CL0023,P-loop_NTPase,clan:CL0023,6.0,208.0,InterPro/UniProt
venusmuthub-v1,venus-0ed16c1325aea2c9,Q65EX3,PF16715,Cyclodipeptide synthase,CL0039,HUP,clan:CL0039,13.0,233.0,InterPro/UniProt
venusmuthub-v1,venus-12c59fe9dab495ee,A0A0K8P6T7,PF12740,PET hydrolase-like,CL0028,AB_hydrolase,clan:CL0028,27.0,290.0,InterPro/UniProt
venusmuthub-v1,venus-1972eefa4a6ef629,A0A0I9QGZ2,PF00456,"Transketolase, thiamine diphosphate binding domain",CL0254,THDP-binding,clan:CL0254,6.0,339.0,InterPro/UniProt
venusmuthub-v1,venus-1972eefa4a6ef629,A0A0I9QGZ2,PF02779,"Transketolase, pyrimidine binding domain",CL0254,THDP-binding,clan:CL0254,354.0,525.0,InterPro/UniProt
venusmuthub-v1,venus-1972eefa4a6ef629,A0A0I9QGZ2,PF22613,Transketolase-like TK C-terminal domain,CL0591,TKC_like,clan:CL0591,541.0,654.0,InterPro/UniProt
venusmuthub-v1,venus-1a8ae9058bbabf14,P05150,PF00185,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain",CL0063,NADP_Rossmann,clan:CL0063,174.0,324.0,InterPro/UniProt
venusmuthub-v1,venus-1a8ae9058bbabf14,P05150,PF02729,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain",,,pfam:PF02729,12.0,158.0,InterPro/UniProt
venusmuthub-v1,venus-1b3d6bf42e0e7f84,Q88LS1,PF10093,Elongation-Factor P (EF-P) rhamnosyltransferase EarP,CL0113,GT-B,clan:CL0113,5.0,373.0,InterPro/UniProt
venusmuthub-v1,venus-1e4cf4ecbd674386,Q6VAB4,PF00201,UDP-glucoronosyl and UDP-glucosyl transferase,CL0113,GT-B,clan:CL0113,274.0,418.0,InterPro/UniProt
venusmuthub-v1,venus-220a25f64746e26e,Q06135,PF03198,Glucanosyltransferase,CL0036,TIM_barrel,clan:CL0036,28.0,343.0,InterPro/UniProt
venusmuthub-v1,venus-220a25f64746e26e,Q06135,PF07983,X8 domain,,,pfam:PF07983,405.0,471.0,InterPro/UniProt
venusmuthub-v1,venus-221bc429762aec74,P29379,PF02211,"Nitrile hydratase beta subunit, C-terminal",CL0010,SH3,clan:CL0010,129.0,223.0,InterPro/UniProt
venusmuthub-v1,venus-221bc429762aec74,P29379,PF21006,"Nitrile hydratase beta subunit, N-terminal",,,pfam:PF21006,1.0,109.0,InterPro/UniProt
venusmuthub-v1,venus-23d9ea0d22f6126b,A0MGZ7,PF03567,Sulfotransferase family,CL0023,P-loop_NTPase,clan:CL0023,88.0,357.0,InterPro/UniProt
venusmuthub-v1,venus-24f4e5b8d325ad4b,A2QAN3,PF01301,Glycosyl hydrolases family 35,CL0036,TIM_barrel,clan:CL0036,52.0,386.0,InterPro/UniProt
venusmuthub-v1,venus-24f4e5b8d325ad4b,A2QAN3,PF10435,"Beta-galactosidase, domain 2",CL0369,GHD,clan:CL0369,398.0,573.0,InterPro/UniProt
venusmuthub-v1,venus-24f4e5b8d325ad4b,A2QAN3,PF13363,"Beta-galactosidase, domain 3",,,pfam:PF13363,574.0,657.0,InterPro/UniProt
venusmuthub-v1,venus-24f4e5b8d325ad4b,A2QAN3,PF13364,Beta-galactosidase second all-beta domain,CL0202,GBD,clan:CL0202,690.0,802.0,InterPro/UniProt
venusmuthub-v1,venus-24f4e5b8d325ad4b,A2QAN3,PF13364,Beta-galactosidase second all-beta domain,CL0202,GBD,clan:CL0202,859.0,969.0,InterPro/UniProt
venusmuthub-v1,venus-26da37179e20d7ed,Q02353,PF00685,Sulfotransferase domain,CL0023,P-loop_NTPase,clan:CL0023,605.0,858.0,InterPro/UniProt
venusmuthub-v1,venus-26da37179e20d7ed,Q02353,PF12062,"Heparan sulfate-N-deacetylase, deacetylase domain",CL0882,Agd3_CE_sf,clan:CL0882,311.0,515.0,InterPro/UniProt
